0|arte astratta
12L13(THOR)4|attività e relazioni aggressive, ostili, di Thor
12L13(THOR)41|Thor combatte con i giganti
12L13(THOR)5|attività, relazioni non aggressive, amichevoli o neutrali, di Thor
12L13(THOR)51|Thor sul carro tirato da capre
12L13(THOR)6|Thor, dio della guerra e del tuono - sofferenze, avversità di divinità non cristiane
12L13(THOR)68|Thor, dio della guerra e del tuono - morte di divinità non cristiane
12L13(THOR)69|Thor, dio della guerra e del tuono - apoteosi, deificazione di divinità non cristiane
12L13(THOR)7|Thor, dio della guerra e del tuono - iconografie specifiche o allegorie di divinità non cristiane
12L13(THOR)78|Thor, dio della guerra e del tuono - trionfo di divinità non cristiane
12L13(THOR)79|Thor, dio della guerra e del tuono - venerazione di divinità non cristiane
12L13(THOR)8|Thor, dio della guerra e del tuono - attributi di divinità non cristiane
12L13(THOR)9|Thor, dio della guerra e del tuono - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12L19|demoni ~ religioni germaniche e scandinave
12L2|pratiche rituali ~ religioni germaniche e scandinave
12L21|culto e devozione ~ religioni germaniche e scandinave
12L211|preghiera ~ religioni germaniche e scandinave
12L212|sacrificio ~ religioni germaniche e scandinave
12L4|pratiche rituali ~ fasi della vita umana (religioni germaniche e scandinave)
12L41|pratiche rituali ~ infanzia (religioni germaniche e scandinave)
12L42|pratiche rituali ~ pubertà e iniziazione ('riti di passaggio' (religioni germaniche e scandinave)
12L43|pratiche rituali ~ purificazione, benedizione (religioni germaniche e scandinave)
12L44|pratiche rituali ~ morte e sepoltura (religioni germaniche e scandinave)
12L441|riti funebri, culto degli antenati ~ religioni germaniche e scandinave
12L5|funzionari religiosi ~ religioni germaniche e scandinave
12L51|sacedote ~ religioni germaniche e scandinave
12L6|luoghi e oggetti di culto ~ religioni germaniche e scandinave
12L61|tempio, santuario ~ religioni germaniche e scandinave
12L62|altare ~ religioni germaniche e scandinave
12L63|statue, dipinti, ecc. ~ oggetti di culto (religioni germaniche e scandinave)
12L64|altri luoghi sacri ~ religioni germaniche e scandinave
12L64(...)|altri luoghi sacri (col NOME) ~ religioni germaniche e scandinave
12LL13|rappresentazioni ~ dee, semidee, eroine (religioni germaniche e scandinave)
12LL13(...)|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave)
12LL13(...)1|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - primo periodo della vita di divinità non cristiane
12LL13(...)11|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - nascita di divinità non cristiane
12LL13(...)12|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - infanzia, educazione di divinità non cristiane
12LL13(...)2|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - relazione amorose di divinità non cristiane
12LL13(...)3|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - fatti e gesta principali di divinità non cristiane
12LL13(...)4|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - attività e rapporti aggressivi di divinità non cristiane
12LL13(...)5|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - attività e rapporti amichevoli o neutrali di divinità non cristiane
12LL13(...)6|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - sofferenze, avversità di divinità non cristiane
12LL13(...)68|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - morte di divinità non cristiane
12LL13(...)69|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - apoteosi, deificazione di divinità non cristiane
12LL13(...)7|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - iconografie specifiche o allegorie di divinità non cristiane
12LL13(...)78|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - trionfo di divinità non cristiane
12LL13(...)79|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - venerazione di divinità non cristiane
12LL13(...)8|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - attributi di divinità non cristiane
12LL13(...)9|rappresentazioni ~ dee, semidee, eroine (col NOME) (religioni germaniche e scandinave) - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12LL13(FRIGG)|Frigg, moglie di Odino
12LL13(FRIGG)1|Frigg, moglie di Odino - primo periodo della vita di divinità non cristiane
12LL13(FRIGG)11|Frigg, moglie di Odino - nascita di divinità non cristiane
12LL13(FRIGG)12|Frigg, moglie di Odino - infanzia, educazione di divinità non cristiane
12LL13(FRIGG)2|Frigg, moglie di Odino - relazione amorose di divinità non cristiane
12LL13(FRIGG)3|gesta principali di Frigg
12LL13(FRIGG)31|Frigg, moglie di Odino, fa giurare tutte le creature nonché il fuoco, l'acqua, i metalli, gli alberi, le pietre e le malattie, di non nuocere al figlio Baldr; dimentica però il vischio
12LL13(FRIGG)4|Frigg, moglie di Odino - attività e rapporti aggressivi di divinità non cristiane
12LL13(FRIGG)5|Frigg, moglie di Odino - attività e rapporti amichevoli o neutrali di divinità non cristiane
12LL13(FRIGG)6|Frigg, moglie di Odino - sofferenze, avversità di divinità non cristiane
12LL13(FRIGG)68|Frigg, moglie di Odino - morte di divinità non cristiane
12LL13(FRIGG)69|Frigg, moglie di Odino - apoteosi, deificazione di divinità non cristiane
12LL13(FRIGG)7|Frigg, moglie di Odino - iconografie specifiche o allegorie di divinità non cristiane
12LL13(FRIGG)78|Frigg, moglie di Odino - trionfo di divinità non cristiane
12LL13(FRIGG)79|Frigg, moglie di Odino - venerazione di divinità non cristiane
12LL13(FRIGG)8|Frigg, moglie di Odino - attributi di divinità non cristiane
12LL13(FRIGG)9|Frigg, moglie di Odino - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12LL42|pratiche rituali ~ pubertà e iniziazione ('riti di passaggio' (religioni germaniche e scandinave) - LL - fanciulle
12LL51|sacerdotessa ~ religioni germaniche e scandinave
12LL62|altare ~ religioni germaniche e scandinave - LL - altare all'aperto
12LL63|statue, dipinti, ecc. ~ oggetti di culto (religioni germaniche e scandinave) - LL - statue, dipinti, ecc. all'aperto
12M|religione slave e altre religioni europee e centro-asiatiche (incluse le religioni basche, finniche e magiare)
12M5|funzionari religiosi ~ religione slave e altre religioni europee e centro-asiatiche
12M51|sacerdote ~ religione slave e altre religioni europee e centro-asiatiche (incluse le religioni basche, finniche e magiare)
12MM51|sacerdote ~ religione slave e altre religioni europee e centro-asiatiche (incluse le religioni basche, finniche e magiare) - MM - sacerdotessa
12N|religioni tradizionali cinesi
12N1|visualizzazione di concetti e idee ~ religioni tradizionali cinesi
12N11|rappresentazioni ~ concetti generali (religioni tradizionali cinesi)
12N13|rappresentazioni ~ dei, semidei, eroi, ecc. (religioni tradizionali cinesi)
12N13(...)|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi)
12N13(...)1|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - primo periodo della vita di divinità non cristiane
12N13(...)11|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - nascita di divinità non cristiane
12N13(...)12|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - infanzia, educazione di divinità non cristiane
12N13(...)2|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - relazione amorose di divinità non cristiane
12N13(...)3|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - fatti e gesta principali di divinità non cristiane
12N13(...)4|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - attività e rapporti aggressivi di divinità non cristiane
12N13(...)5|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - attività e rapporti amichevoli o neutrali di divinità non cristiane
12N13(...)6|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - sofferenze, avversità di divinità non cristiane
12N13(...)68|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - morte di divinità non cristiane
12N13(...)69|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - apoteosi, deificazione di divinità non cristiane
12N13(...)7|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - iconografie specifiche o allegorie di divinità non cristiane
12N13(...)78|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - trionfo di divinità non cristiane
12N13(...)79|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - venerazione di divinità non cristiane
12N13(...)8|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - attributi di divinità non cristiane
12N13(...)9|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12N2|pratiche rituali ~ religioni tradizionali cinesi
12N21|culto e devozione ~ religioni tradizionali cinesi
12N218|consacrazione ~ religioni tradizionali cinesi
12N5|funzionari religiosi ~ religioni tradizionali cinesi
12N51|sacerdote ~ religioni tradizionali cinesi
12N511|nomina di un nuovo sacerdote ~ religioni tradizionali cinesi
12N512|monaco ambulante e questuante ~ religioni tradizionali cinesi
12N513|servitori del tempio ~ religioni tradizionali cinesi
12N52|veggente, profeta ~ religioni tradizionali cinesi
12N52(...)|veggente, profeta (col NOME) ~ religioni tradizionali cinesi
12N53|altri funzionari religiosi ~ religioni tradizionali cinesi
12N6|luoghi e oggetti di culto ~ religioni tradizionali cinesi
12N61|tempio, santuario ~ religioni tradizionali cinesi
12N62|altare ~ religioni tradizionali cinesi
12N63|statue, dipinti, ecc. ~ oggetti di culto (religioni tradizionali cinesi)
12N64|altri luoghi sacri ~ religioni tradizionali cinesi
12N64(...)|altri luoghi sacri (col NOME) ~ religioni tradizionali cinesi
12NN13|rappresentazioni ~ dei, semidei, eroi, ecc. (religioni tradizionali cinesi) - NN - dee, semidee, eroine
12NN13(...)|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine
12NN13(...)1|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - primo periodo della vita di divinità non cristiane
12NN13(...)11|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - nascita di divinità non cristiane
12NN13(...)12|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - infanzia, educazione di divinità non cristiane
12NN13(...)2|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - relazione amorose di divinità non cristiane
12NN13(...)3|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - fatti e gesta principali di divinità non cristiane
12NN13(...)4|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - attività e rapporti aggressivi di divinità non cristiane
12NN13(...)5|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - attività e rapporti amichevoli o neutrali di divinità non cristiane
12NN13(...)6|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - sofferenze, avversità di divinità non cristiane
12NN13(...)68|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - morte di divinità non cristiane
12NN13(...)69|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - apoteosi, deificazione di divinità non cristiane
12NN13(...)7|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - iconografie specifiche o allegorie di divinità non cristiane
12NN13(...)78|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - trionfo di divinità non cristiane
12NN13(...)79|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - venerazione di divinità non cristiane
12NN13(...)8|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - attributi di divinità non cristiane
12NN13(...)9|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni tradizionali cinesi) - NN - dee, semidee, eroine - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12NN51|sacerdote ~ religioni tradizionali cinesi - NN - sacerdotessa
12NN511|nomina di un nuovo sacerdote ~ religioni tradizionali cinesi - NN - sacerdotessa
12NN512|monaco ambulante e questuante ~ religioni tradizionali cinesi - NN - sacerdotessa
12NN513|servitori del tempio ~ religioni tradizionali cinesi - NN - sacerdotessa
12NN52|veggente, profeta ~ religioni tradizionali cinesi - NN - profetessa
12NN52(...)|veggente, profeta (col NOME) ~ religioni tradizionali cinesi - NN - profetessa
12NN62|altare ~ religioni tradizionali cinesi - NN - altare all'aperto
12NN63|statue, dipinti, ecc. ~ oggetti di culto (religioni tradizionali cinesi) - NN - statue, dipinti, ecc. all'aperto
12O|scintoismo
12O2|pratiche rituali ~ scintoismo
12O21|culto e devozione ~ scintoismo
12O211|preghiera ~ scintoismo
12O5|funzionari religiosi ~ scintoismo
12O51|sacerdote ~ scintoismo
12O6|luoghi e oggetti di culto ~ scintoismo
12O61|tempio, santuario ~ scintoismo
12OO51|sacerdote ~ scintoismo - OO - sacerdotessa
12P|religioni tribali dell'Asia sud-orientale
12Q|religioni tribali africane
12Q2|pratiche rituali ~ religioni tribali africane
12Q21|culto e devozione ~ religioni tribali africane
12Q211|preghiera ~ religioni tribali africane
12Q212|sacrificio ~ religioni tribali africane
12Q213|fare musica e danzare ~ religioni tribali africane
12Q214|orgia ~ religioni tribali africane
12R|religioni indiane americane
12R1|visualizzazione di concetti e idee ~ religioni indiane americane
12R13|rappresentazioni ~ dei, semidei, eroi, ecc. (religioni indiane americane)
12R13(...)|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane)
12R13(...)1|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - primo periodo della vita di divinità non cristiane
12R13(...)11|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - nascita di divinità non cristiane
12R13(...)12|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - infanzia, educazione di divinità non cristiane
12R13(...)2|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - relazione amorose di divinità non cristiane
12R13(...)3|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - fatti e gesta principali di divinità non cristiane
12R13(...)4|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - attività e rapporti aggressivi di divinità non cristiane
12R13(...)5|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - attività e rapporti amichevoli o neutrali di divinità non cristiane
12R13(...)6|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - sofferenze, avversità di divinità non cristiane
12R13(...)68|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - morte di divinità non cristiane
12R13(...)69|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - apoteosi, deificazione di divinità non cristiane
12R13(...)7|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - iconografie specifiche o allegorie di divinità non cristiane
12R13(...)78|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - trionfo di divinità non cristiane
12R13(...)79|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - venerazione di divinità non cristiane
12R13(...)8|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - attributi di divinità non cristiane
12R13(...)9|rappresentazioni ~ dei, semidei, eroi, ecc. (col NOME) (religioni indiane americane) - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12R13(QUETZALCOATL)|Quetzalcoatl, dio azteco dei venti e delle scienze
12R13(QUETZALCOATL)1|Quetzalcoatl, dio azteco dei venti e delle scienze - primo periodo della vita di divinità non cristiane
12R13(QUETZALCOATL)11|Quetzalcoatl, dio azteco dei venti e delle scienze - nascita di divinità non cristiane
12R13(QUETZALCOATL)12|Quetzalcoatl, dio azteco dei venti e delle scienze - infanzia, educazione di divinità non cristiane
12R13(QUETZALCOATL)2|Quetzalcoatl, dio azteco dei venti e delle scienze - relazione amorose di divinità non cristiane
12R13(QUETZALCOATL)3|gesta principali di Quetzalcoatl
12R13(QUETZALCOATL)31|Quetzalcoatl scende negli inferi, raccoglie le ossa dei morti e li riporta in vita
12R13(QUETZALCOATL)4|Quetzalcoatl, dio azteco dei venti e delle scienze - attività e rapporti aggressivi di divinità non cristiane
12R13(QUETZALCOATL)5|Quetzalcoatl, dio azteco dei venti e delle scienze - attività e rapporti amichevoli o neutrali di divinità non cristiane
12R13(QUETZALCOATL)6|Quetzalcoatl, dio azteco dei venti e delle scienze - sofferenze, avversità di divinità non cristiane
12R13(QUETZALCOATL)68|Quetzalcoatl, dio azteco dei venti e delle scienze - morte di divinità non cristiane
12R13(QUETZALCOATL)69|Quetzalcoatl, dio azteco dei venti e delle scienze - apoteosi, deificazione di divinità non cristiane
12R13(QUETZALCOATL)7|Quetzalcoatl, dio azteco dei venti e delle scienze - iconografie specifiche o allegorie di divinità non cristiane
12R13(QUETZALCOATL)78|Quetzalcoatl, dio azteco dei venti e delle scienze - trionfo di divinità non cristiane
12R13(QUETZALCOATL)79|Quetzalcoatl, dio azteco dei venti e delle scienze - venerazione di divinità non cristiane
12R13(QUETZALCOATL)8|Quetzalcoatl, dio azteco dei venti e delle scienze - attributi di divinità non cristiane
12R13(QUETZALCOATL)9|Quetzalcoatl, dio azteco dei venti e delle scienze - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12R14|rappresentazioni ~ fenomeni naturali (religioni indiane americane)
12R2|pratiche rituali ~ religioni indiane americane
12R21|culto e devozione ~ religioni indiane americane
12R211|preghiera ~ religioni indiane americane
12R212|sacrificio ~ religioni indiane americane
12R2121|sacrificio di animali ~ religioni indiane americane
12R2122|sacrificio umano ~ religioni indiane americane
12R2123|festa sacrificale ~ religioni indiane americane
12R213|fare musica e danzare ~ religioni indiane americane
12R214|orgia ~ religioni indiane americane
12R219|altre pratiche rituali ~ religioni indiane americane
12R3|pratiche rituali con scopi particolari ~ religioni indiane americane
12R31|riti per la fertilità ~ la terra, l'uomo, il bestiame (religioni indiane americane)
12R311|propiziare la pioggia ~ riti per la fertilità(religioni indiane americane)
12R4|pratiche rituali ~ periodi della vita umana (religioni indiane americane)
12R41|pratiche rituali ~ infanzia (religioni indiane americane)
12R42|pratiche rituali ~ pubertà e iniziazione ('riti di passaggio') (religioni indiane americane)
12R43|pratiche rituali ~ purificazione, benedizione (religioni indiane americane)
12R44|pratiche rituali ~ morte e sepoltura (religioni indiane americane)
12R441|riti funebri, culto degli antenati ~ religioni indiane americane
12R5|funzionari religiosi ~ religioni indiane americane
12R51|sacerdote ~ religioni indiane americane
12R53|altri funzionari religiosi ~ religioni indiane americane
12R531|operatori di miracoli ~ religioni indiane americane
12R6|luoghi e oggetti di culto ~ religioni indiane americane
12R61|tempio, santuario ~ religioni indiane americane
12R62|altare ~ religioni indiane americane
12R621|altare domestico ~ religioni indiane americane
12R63|statue, dipinti ~ oggetti di culto (religioni indiane americane)
12R7|oggetti e strumenti rituali ~ religioni indiane americane
12R71|maschera, costume ~ religioni indiane americane
12R72|pittura del corpo ~ religioni indiane americane
12RR13|rappresentazioni ~ dee, semidee, eroine, ecc. (religioni indiane americane)
12RR13(...)|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane)
12RR13(...)1|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - primo periodo della vita di divinità non cristiane
12RR13(...)11|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - nascita di divinità non cristiane
12RR13(...)12|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - infanzia, educazione di divinità non cristiane
12RR13(...)2|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - relazione amorose di divinità non cristiane
12RR13(...)3|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - fatti e gesta principali di divinità non cristiane
12RR13(...)4|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - attività e rapporti aggressivi di divinità non cristiane
12RR13(...)5|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - attività e rapporti amichevoli o neutrali di divinità non cristiane
12RR13(...)6|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - sofferenze, avversità di divinità non cristiane
12RR13(...)68|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - morte di divinità non cristiane
12RR13(...)69|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - apoteosi, deificazione di divinità non cristiane
12RR13(...)7|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - iconografie specifiche o allegorie di divinità non cristiane
12RR13(...)78|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - trionfo di divinità non cristiane
12RR13(...)79|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - venerazione di divinità non cristiane
12RR13(...)8|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - attributi di divinità non cristiane
12RR13(...)9|rappresentazioni ~ dee, semidee, eroine, ecc. (col NOME) (religioni indiane americane) - discendenza, compagno/i, successione, ecc. di divinità non cristiana
12RR42|pratiche rituali ~ pubertà e iniziazione ('riti di passaggio') (religioni indiane americane) - RR - fanciulle
12RR51|sacerdote ~ religioni indiane americane - RR - sacerdotessa
12RR62|altare ~ religioni indiane americane - RR - altare all'aperto
12RR621|altare domestico ~ religioni indiane americane - RR - altare all'aperto
12RR63|statue, dipinti ~ oggetti di culto (religioni indiane americane) - RR - statue, dipinti, ecc. all'aperto
12S|religioni australiane e polinesiane/melanesiane
12S2|pratiche rituali ~ religioni australiane e polinesiane/melanesiane
12S21|culto e devozione ~ religioni australiane e polinesiane/melanesiane
12S211|preghiera ~ religioni australiane e polinesiane/melanesiane
12S212|sacrificio ~ religioni australiane e polinesiane/melanesiane
12S213|fare musica e danzare ~ religioni australiane e polinesiane/melanesiane
12S219|altre pratiche rituali ~ religioni australiane e polinesiane/melanesiane
12S5|funzionari religiosi ~ religioni australiane e polinesiane/melanesiane
12S51|sacerdote ~ religioni australiane e polinesiane/melanesiane
12S6|luoghi e oggetti di culto ~ religioni australiane e polinesiane/melanesiane
12S61|tempio, santuario ~ religioni australiane e polinesiane/melanesiane
12S62|altare ~ religioni australiane e polinesiane/melanesiane
12S621|altare domestico ~ religioni australiane e polinesiane/melanesiane
12S63|statue, dipinti, ecc. ~ oggetti di culto (religioni australiane e polinesiane/melanesiane)
12S7|oggetti e strumenti rituali ~ religioni australiane e polinesiane/melanesiane
12S71|maschera, costume ~ oggetti rituali australiani e polinesiani/melanesiane
12S72|pittura del corpo ~ strumenti rituali australiani e polinesiani/melanesiane
12SS51|sacerdote ~ religioni australiane e polinesiane/melanesiane - SS - sacerdotessa
12SS62|altare ~ religioni australiane e polinesiane/melanesiane - SS - all'aperto
12SS621|altare domestico ~ religioni australiane e polinesiane/melanesiane - SS - all'aperto
12SS63|statue, dipinti, ecc. ~ oggetti di culto (religioni australiane e polinesiane/melanesiane) - SS - all'aperto
12T|religioni artiche (siberiana, lappone, eschimese)
12U|religioni, culti e dottrine eterogenee
12U(...)|religioni, culti e dottrine eterogenee (col NOME)
12U(...)1|religioni, culti e dottrine eterogenee (col NOME) - visualizzazioni di concetti e idee
12U(...)10|religioni, culti e dottrine eterogenee (col NOME) - religioni, culti e dottrine eterogenee personificate o simboleggiate
12U(...)11|religioni, culti e dottrine eterogenee (col NOME) - concetti generali ~ religioni, culti dottrine eterogenee
12U(...)14|religioni, culti e dottrine eterogenee (col NOME) - rappresentazioni ~ fenomeni naturali
12U(...)15|religioni, culti e dottrine eterogenee (col NOME) - rappresentazioni ~ l'uomo e la sua natura
12U(...)17|religioni, culti e dottrine eterogenee (col NOME) - rappresentazioni simboliche
12U(...)18|religioni, culti e dottrine eterogenee (col NOME) - gli inferi
12U(...)181|religioni, culti e dottrine eterogenee (col NOME) - discesa agli inferi
12U(...)19|religioni, culti e dottrine eterogenee (col NOME) - demoni
12U(...)2|religioni, culti e dottrine eterogenee (col NOME) - pratiche rituali
12U(...)21|religioni, culti e dottrine eterogenee (col NOME) - culto e devozione
12U(...)215|religioni, culti e dottrine eterogenee (col NOME) - meditazione
12U(...)216|religioni, culti e dottrine eterogenee (col NOME) - procesione
12U(...)217|religioni, culti e dottrine eterogenee (col NOME) - pasto rituale
12U(...)218|religioni, culti e dottrine eterogenee (col NOME) - consacrazione
12U(...)2181|religioni, culti e dottrine eterogenee (col NOME) - dedicazione, per es. di un santuario
12U(...)219|religioni, culti e dottrine eterogenee (col NOME) - altre pratiche rituali
12U(...)22|religioni, culti e dottrine eterogenee (col NOME) - pratiche rituali quotidiane
12U(...)23|religioni, culti e dottrine eterogenee (col NOME) - ascetismo
12U(...)231|religioni, culti e dottrine eterogenee (col NOME) - digiuno
12U(...)24|religioni, culti e dottrine eterogenee (col NOME) - il credente
12U(...)3|religioni, culti e dottrine eterogenee (col NOME) - pratiche rituali con scopi particolari
12U(...)4|religioni, culti e dottrine eterogenee (col NOME) - pratiche rituali ~ fasi della vita umana
12U(...)44|religioni, culti e dottrine eterogenee (col NOME) - pratiche rituali ~ morte e sepoltura
12U(...)441|religioni, culti e dottrine eterogenee (col NOME) - riti funebri, culto degli antenati
12U(...)5|religioni, culti e dottrine eterogenee (col NOME) - funzionari religiosi
12U(...)6|religioni, culti e dottrine eterogenee (col NOME) - luoghi e oggetti di culto
12U(...)61|religioni, culti e dottrine eterogenee (col NOME) - tempio, santuario
12U(...)62|religioni, culti e dottrine eterogenee (col NOME) - altare
12U(...)63|religioni, culti e dottrine eterogenee (col NOME) - statue, dipinti, ecc. ~ oggetti di culto
12U(...)7|religioni, culti e dottrine eterogenee (col NOME) - oggetti e strumenti rituali
12U(...)8|religioni, culti e dottrine eterogenee (col NOME) - comunità religiose
12U(...)81|religioni, culti e dottrine eterogenee (col NOME) - società segrete
12U(...)82|religioni, culti e dottrine eterogenee (col NOME) - confraternite
12U(...)83|religioni, culti e dottrine eterogenee (col NOME) - gruppi di persone della stessa età
12U(...)84|religioni, culti e dottrine eterogenee (col NOME) - culti misterici
12U(...)9|religioni, culti e dottrine eterogenee (col NOME) - altre attività sociali
12U(...)91|religioni, culti e dottrine eterogenee (col NOME) - feste in onore di divinità
12U(...)92|religioni, culti e dottrine eterogenee (col NOME) - giochi e gare
