2|自然
31AA2541|誰かの腕を掴む - AA - 両腕または両手
31AA25411|腕を組んで歩く - AA - 両腕または両手
31AA2542|按手 - AA - 両腕または両手
31AA2543|誰かの手や手首を掴む; 握り締められた両手 - AA - 両腕または両手
31AA25431|3つ以上の握りしめられた手, '団結は力をつくる' を意味する - AA - 両腕または両手
31AA25432|手や手首で誰かを導く - AA - 両腕または両手
31AA25433|immixtio manuum', 握り締められた両手をその他の人の両手の間に置く - AA - 両腕または両手
31AA2544|誰かの頭を掴む - AA - 両腕または両手
31AA25441|誰かの髪を掴む - AA - 両腕または両手
31AA25442|誰かの首を掴む - AA - 両腕または両手
31AA25443|誰かの喉を掴む - AA - 両腕または両手
31AA2545|誰かの肩を掴む - AA - 両腕または両手
31AA2546|誰かの両足を掴む - AA - 両腕または両手
31AA25461|誰かの足を掴む - AA - 両腕または両手
31AA2549|誰かの身体のその他の部分を掴む - AA - 両腕または両手
31AA255|手と指の位置と身ぶり - AA - 両腕または両手
31AA2551|手の位置と身ぶり - AA - 両腕または両手
31AA25511|指を組む - AA - 両腕または両手
31AA25512|広げられた指 - AA - 両腕または両手
31AA25513|握り拳を作る手 - AA - 両腕または両手
31AA2552|掌の位置と身ぶり - AA - 両腕または両手
31AA25521|上に向けられた掌 - AA - 両腕または両手
31AA25522|下に向けられた掌 - AA - 両腕または両手
31AA2553|親指の位置と手ぶり - AA - 両腕または両手
31AA25531|上に向けられた親指 - AA - 両腕または両手
31AA25532|下に向けれらた親指 - AA - 両腕または両手
31AA2554|親指とその他の指の位置と手ぶり - AA - 両腕または両手
31AA25541|親指で人差し指の先端をなでる - AA - 両腕または両手
31AA25542|人差し指と中指の間に親指 - AA - 両腕または両手
31AA25543|指を鳴らす - AA - 両腕または両手
31AA2555|人差し指の位置と手ぶり - AA - 両腕または両手
31AA25551|上むきの人差し指 - AA - 両腕または両手
31AA25552|前向きの人差し指, 指をさす, 指し示す - AA - 両腕または両手
31AA25553|人に指を曲げる, 手招き - AA - 両腕または両手
31AA2556|人差し指と中指の位置と手ぶり - AA - 両腕または両手
31AA25561|上げられた人差し指と中指, 指は閉じられた状態 - AA - 両腕または両手
31AA25562|上げられた人差し指と中指, 指は開かれた状態; Vサイン - AA - 両腕または両手
31AA2559|その他の指の位置と手ぶり - AA - 両腕または両手
31AA256|身ぶり言語 - AA - 両腕または両手
31AA259| 31 A 25 1 から 31 A 25 6までに言及または示されていない、さらに他の 腕 (両腕)と手(両手) の姿勢と身ぶり - AA - 両腕または両手
31AA26|両脚の位置 - AA - 女性の人体
31AA261|同じ位置にある両脚 - AA - 女性の人体
31AA2611|真っ直ぐな両脚 - AA - 女性の人体
31AA26111|真っ直ぐに並んだ両脚で立つまたは寄りかかる, 地面に対し水平な足 - AA - 女性の人体
31AA26112|真っ直ぐに並んだ両脚で立つまたは寄りかかる, 爪先立ち - AA - 女性の人体
31AA26113|真っ直ぐに並んだ両脚で座るまたは横になる - AA - 女性の人体
31AA26114|両脚を離した状態で立つ、寄りかかる、座るまたは横になる - AA - 女性の人体
31AA26115|両脚を上げて横たわる, 伸びをする - AA - 女性の人体
31AA2612|曲げられた両脚 - AA - 女性の人体
31AA26121|並んだ両脚を曲げて立つ - AA - 女性の人体
31AA26122|並んだ両脚を曲げて座る - AA - 女性の人体
31AA26123|並んだ両脚でしゃがむ - AA - 女性の人体
31AA26124|並んで曲げられた両脚, 地面に跪く; 跪く - AA - 女性の人体
31AA26125|並んで曲げられた両脚, 膝を胸に向けて引き上げる - AA - 女性の人体
31AA26126|両脚を曲げて立つ, またがる - AA - 女性の人体
31AA26127|両脚を曲げて座る, またがる - AA - 女性の人体
31AA26128|曲げた脚を引き上げるまたは持ち上げ、座るまたは横になる - AA - 女性の人体
31AA26129|作業場の仕立て屋のようにあぐらをかいて座る - AA - 女性の人体
31AA261291|仏陀の姿勢, '蓮'の姿勢 - AA - 女性の人体
31AA262|異なる位置にある両脚 - AA - 女性の人体
31AA2621|片方の脚をもう一方の前に置く - AA - 女性の人体
31AA26211|片方の脚をもう一方の前に置く, 歩行姿勢 - AA - 女性の人体
31AA26212|片方の脚をもう一方の前に置く, 片方の膝を曲げる, 突進する - AA - 女性の人体
31AA26213|地面に跪いて両脚を曲げる, 片脚をもう一方の前に - AA - 女性の人体
31AA2622|曲がった脚が前後に伸ばされる, 膝と足は高い位置に置かれている - AA - 女性の人体
31AA2623|片足立ち, もう一方の足は前方に - AA - 女性の人体
31AA26231|片足立ち, もう一方の足は前方に, 真っ直ぐな - AA - 女性の人体
31AA262311|片足立ち, もう一方の足は前方に, (ほぼ) 水平に, グースステップ, 'Hahnentritt' - AA - 女性の人体
31AA26232|片足立ち, もう一方の足は前方に, 曲げられた状態 - AA - 女性の人体
31AA262321|片足立ち, もう一方の足は前方に, 曲げられ、引き上げられた状態 - AA - 女性の人体
31AA262322|片足立ち, もう一方の足は前方に, 手 (両手) で抱えられた状態 - AA - 女性の人体
31AA2624|片足立ち, もう一方は横に保持された状態 - AA - 女性の人体
31AA26241|片足立ち, もう一方は横に保持された状態, 真っ直ぐな - AA - 女性の人体
31AA26242|片足立ち, もう一方は横に保持された状態, 曲げられた状態 - AA - 女性の人体
31AA2625|片足立ち, もう一方の脚は後方へ - AA - 女性の人体
31AA26251|片足立ち, もう一方の脚は後方へ, 真っ直ぐな - AA - 女性の人体
31AA26252|片足立ち, もう一方の脚は後方へ, 曲げられた状態 - AA - 女性の人体
31AA262521|片足立ち, もう一方の脚は後方へ, 曲げられ、引き上げられた状態 - AA - 女性の人体
31AA262522|片足立ち, もう一方の脚は後方へ 手 (両手) で抱えられた状態 - AA - 女性の人体
31AA2626|一方の脚を前方へ伸ばし、もう一方を引き上げた状態で座るまたは横になる - AA - 女性の人体
31AA2627|脚を組んで立つ、寄りかかる、座るまたは横になる - AA - 女性の人体
31AA2628|片方の足の側面を他方の脚の膝の上に乗せる - AA - 女性の人体
31AA27|人体の動き - AA - 女性の人体
31AA271|人体の前方への動き - AA - 女性の人体
31AA2711|歩く - AA - 女性の人体
31AA27111|歩調合わせ, 大股で歩く - AA - 女性の人体
31AA27112|走る - AA - 女性の人体
31AA2712|這う, 四つ這いになる - AA - 女性の人体
31AA27121|跪いて歩く - AA - 女性の人体
31AA2713|よちよち歩く, ふらつく, よろめく - AA - 女性の人体
31AA2714|跳び歩く - AA - 女性の人体
31AA2715|回転 - AA - 女性の人体
31AA2716|でんぐり返し (手は地面に触れいている) - AA - 女性の人体
31AA2717|手の上を歩く - AA - 女性の人体
31AA2719|後方への動き - AA - 女性の人体
31AA272|上方と下方の動き - AA - 女性の人体
31AA2721|跳び上がる - AA - 女性の人体
31AA2722|直立する - AA - 女性の人体
31AA2723|よじ登る - AA - 女性の人体
31AA2724|飛び降りる - AA - 女性の人体
31AA2725|降下する - AA - 女性の人体
31AA2726|踏みつける, 歩く, 誰かまたは何かを踏みつける - AA - 女性の人体
31AA273|受動運動 - AA - 女性の人体
31AA2731|落ちる - AA - 女性の人体
31AA2732|滑る - AA - 女性の人体
31AA27321|つまずく - AA - 女性の人体
31AA2733|運ばれる - AA - 女性の人体
31AA27331|支えられる - AA - 女性の人体
31AA2734|引きずられる - AA - 女性の人体
31AA2735|投げられる - AA - 女性の人体
31AA274|動作 ~ 物体 - AA - 女性の人体
31AA2741|何かを投げる - AA - 女性の人体
31AA27411|何かを放つ - AA - 女性の人体
31AA27412|何かを投げ落とす - AA - 女性の人体
31AA2742|何かに手を伸ばす - AA - 女性の人体
31AA2743|何かを打つ - AA - 女性の人体
31AA2744|何かを蹴る - AA - 女性の人体
31AA2745|何かを掴む - AA - 女性の人体
31AA2746|何かを壊す - AA - 女性の人体
31AA2747|何かを描く、引っ張る - AA - 女性の人体
31AA2748|何かを押す - AA - 女性の人体
31AA27481|何かを回転させる, 循環動作 (を引き起こす)  - AA - 女性の人体
31AA275|その他の動作 - AA - 女性の人体
31AA2751|丸くなる (人体の動作 ) - AA - 女性の人体
31AA2752|伸びをする (人体の動作 ) - AA - 女性の人体
31AA2753|回転する, 捻る (人体の動作 ) - AA - 女性の人体
31AA2754|腕を動かす - AA - 女性の人体
31AA2755|脚を動かす - AA - 女性の人体
31AA2756|後屈 - AA - 女性の人体
31AA2757|側転 (側面宙返り) - AA - 女性の人体
31AA276|空中での動作 - AA - 女性の人体
31AA2761|昇っていく (空中での動作) - AA - 女性の人体
31AA2762|飛ぶ - AA - 女性の人体
31AA2763|空中に浮かぶ - AA - 女性の人体
31AA27631|雲の上に座るまたは立つ - AA - 女性の人体
31AA2764|空中を落下 - AA - 女性の人体
31AA2765|でんぐり返し, 'salto mortale' (空中での動作) - AA - 女性の人体
31AA277|水中での動作 - AA - 女性の人体
31AA2771|水中を歩く, こぐ - AA - 女性の人体
31AA2772|浴びる (水中での動作) - AA - 女性の人体
31AA2773|泳ぐ (水中での動作) - AA - 女性の人体
31AA2774|浮く (水中での動作) - AA - 女性の人体
31AA2775|飛び込む (水中での動作) - AA - 女性の人体
31AA2776|沈む (水中での動作) - AA - 女性の人体
31AA2777|浮いたまま (水中での動作) - AA - 女性の人体
31AA2778|水から出現する - AA - 女性の人体
31AA2779|水上を歩く - AA - 女性の人体
31AA28|人とその影 - AA - 女性の人体
31AA281|悪魔に売られた影 - AA - 女性の人体
31AA2811|影を持たない人 - AA - 女性の人体
31AA282|自身の影を追う人 - AA - 女性の人体
31AA3| (五) 感覚 - AA - 女性の人体
31AA30|Sensi', 'Sensi, come si possono rappresentare in una figura sola', 'Senso', 'Sentimenti del corpo' (リーパ) - AA - 女性の人体
31AA31|視覚, 見る (五感のひとつ) - AA - 女性の人体
31AA310|Viso' (リーパ) - AA - 女性の人体
31AA311|眼鏡 - AA - 女性の人体
31AA3111|片眼鏡, 単眼鏡 - AA - 女性の人体
31AA3112|サングラス, 色眼鏡 - AA - 女性の人体
31AA312|拡大鏡 - AA - 女性の人体
31AA313|figura cuncta videntis' - AA - 女性の人体
31AA314|誰かを見張る - AA - 女性の人体
31AA319|視覚の干渉 - AA - 女性の人体
31AA3191|目隠し - AA - 女性の人体
31AA32|聞こえる, 聞く (五感のひとつ) - AA - 女性の人体
31AA320|Udito' (リーパ) - AA - 女性の人体
31AA321|補聴器 - AA - 女性の人体
31AA329|盗聴者 - AA - 女性の人体
31AA33|嗅覚, 嗅ぐ (五感のひとつ) - AA - 女性の人体
31AA330|Odorato' (リーパ) - AA - 女性の人体
31AA331|心地よい香り - AA - 女性の人体
31AA332|不快な、忌避臭 - AA - 女性の人体
31AA333|嗅覚の概念 - AA - 女性の人体
31AA3331|匂いの原因 - AA - 女性の人体
31AA3332|臭気キャリア - AA - 女性の人体
31AA3333|香りのよい空間 - AA - 女性の人体
31AA334|ぐジェスチャーと行為 ~ 匂いを嗅 - AA - 女性の人体
31AA3341|スニッフィング - AA - 女性の人体
31AA3342|臭気を発生させるジェスチャーおよび行為 - AA - 女性の人体
31AA34|味覚, 味わう (五感のひとつ) - AA - 女性の人体
31AA340|Gusto' (リーパ) - AA - 女性の人体
31AA341|好ましい味対好ましくない味 - AA - 女性の人体
31AA3411|好ましい味 - AA - 女性の人体
31AA3412|好ましくない味 - AA - 女性の人体
31AA342|甘い(味覚) - AA - 女性の人体
31AA343|しょっぱい (味覚) - AA - 女性の人体
31AA344|酸っぱい (味覚) - AA - 女性の人体
31AA345|苦い (味覚) - AA - 女性の人体
31AA35|触覚 (五感のひとつ) - AA - 女性の人体
31AA350|Tatto' (リーパ) - AA - 女性の人体
31AA351|快い触覚 - AA - 女性の人体
31AA352|不快な触覚 - AA - 女性の人体
31AA4|障害, 変形と奇怪; 病気 - AA - 女性の人体
31AA41|障害, 変形 - AA - 女性の人体
31AA411|目に影響を与える障害 - AA - 女性の人体
31AA4111|目の不自由な, 失明 - AA - 比喩的な盲目
31AA4112|内斜視の; 斜視 - AA - 女性の人体
31AA4113|白内障 - AA - 女性の人体
31AA4114|近眼, 近視 - AA - 女性の人体
31AA4115|遠視 - AA - 女性の人体
31AA412|聴覚障害の, 難聴 - AA - 女性の人体
31AA4121|聴覚と発生の不自由な, 聾唖 - AA - 女性の人体
31AA413|頭部の変形 - AA - 女性の人体
31AA4131|口唇裂 - AA - 女性の人体
31AA414|麻痺状態の - AA - 女性の人体
31AA415|肢体の不自由な - AA - 女性の人体
31AA4151|内反足 - AA - 女性の人体
31AA4152|義足 - AA - 女性の人体
31AA4153|松葉杖 - AA - 女性の人体
31AA4154|車椅子, (ほろ付き) 車椅子 - AA - 女性の人体
31AA4155|添え木, 歩行用添え金 - AA - 女性の人体
31AA416|湾曲、曲がった状態の人 - AA - 女性の人体
31AA417|脊柱後彎 - AA - 女性の人体
31AA418|アルビノ - AA - 女性の人体
31AA419|切断された人 - AA - 女性の人体
31AA42|正常ではない均整、サイズ、長さの人間 (伝説上のまたは非伝説上の), 等 - AA - 女性の人体
31AA421|巨人, 巨大な人々 - AA - 女性の人体
31AA422|小人 - AA - 女性の人体
31AA4221|ピグミー, 小人 - AA - 女性の人体
31AA4222|ゴブリン, 悪戯好きな小鬼 - AA - 女性の人体
31AA4223|grylloi' - AA - 女性の人体
31AA423|超人的な力や功績を持つ人間 - AA - 女性の人体
31AA423(...)|超人的な力や功績を持つ人間 (名称 を伴う) - AA - 女性の人体
31AA43|多胎児 (伝説上の) - AA - 女性の人体
31AA431|非常に多い出生数 - AA - 女性の人体
31AA431(...)|非常に多い出生数 (数字 を伴う) - AA - 女性の人体
31AA44|異常な位置にあるまたは異常な形の頭部、手足、または器官を持つ擬人化された生物 (伝説上のまたは非伝説上の) - AA - 女性の人体
31AA441|部分が欠落している擬人化された生物 - AA - 女性の人体
31AA4411|Acephalia', 'Blemyae', すなわち 頭部を持たない生物 - AA - 女性の人体
31AA4412|Scopodes', 'Sciapodes', すなわち 1本脚の生物 - AA - 女性の人体
31AA4413|ひとつ目の生き物 - AA - 女性の人体
31AA4414|Acheiroi', すなわち 手のない生き物 - AA - 女性の人体
31AA442|通常よりも部分の数が多い擬人化された生物 - AA - 女性の人体
31AA4421|3つの顔を持つ生物, 'vultus trifrons' - AA - 女性の人体
31AA44211|caput triciput', 'signum triceps' - AA - 女性の人体
31AA4422|2つの上半身を持つ擬人化された生物 - AA - 女性の人体
31AA443|異常な位置にある頭部、手足、または器官を持つ擬人化された生物 - AA - 女性の人体
31AA4431|oculi in humeris habentes' - AA - 女性の人体
31AA444|異常な形の部分を持つ擬人化された生物 - AA - 女性の人体
31AA4441|過度の多毛 - AA - 女性
31AA44411|未開人 - AA - 女性
31AA44412|顎髭が伸び放題の人 - AA - 女性
31AA45|人間と動物の形が混在する怪物; '怪物 (Mostri)' (リーパ) - AA - 女性の人体
31AA451|怪物 ~ 一般的な動物 (不確定の種の) - AA - 女性の人体
31AA4511|動物の頭部をもつ怪物 - AA - 女性の人体
31AA45111|3体の動物の頭部をもつ怪物 - AA - 女性の人体
31AA4512|人間の頭部をもつ動物 - AA - 女性の人体
31AA4512(...)|人間の頭部をもつ動物 (名称 を伴う) - AA - 女性の人体
31AA452|怪物 ~ 哺乳類 - AA - 女性の人体
31AA4521|怪物 ~ 家畜 - AA - 女性の人体
31AA45211|キュノケファロス - AA - 女性の人体
31AA4522|怪物 ~ 類人猿, 猿類 - AA - 女性の人体
31AA4523|怪物 ~ 肉食動物 (スフィンクス, 'マンティコラ manticora') - AA - 女性の人体
31AA45231|スフィンクス (ライオン/女性); 'Sfinge' (リーパ) - AA - 女性の人体
31AA45232|マンティコラ (manticora)' - AA - 女性の人体
31AA4524|怪物 ~ 有蹄動物 - AA - 女性の人体
31AA4525|怪物 ~ 長鼻目 - AA - 女性の人体
31AA4526|怪物 ~ 齧歯類 - AA - 女性の人体
31AA4527|怪物 ~ 水生哺乳類 - AA - 女性の人体
31AA4528|怪物 ~ 飛行性哺乳類 - AA - 女性の人体
31AA4529|怪物 ~ その他の哺乳類 - AA - 女性の人体
31AA453|怪物 ~ 鳥類 - AA - 女性
31AA4531|セイレーン (女性の頭部を持った架空の鳥) - AA - 女性
31AA454|怪物 ~ 爬虫類 - AA - 女性の人体
31AA4541|怪物 ~ トカゲ亜目 - AA - 女性の人体
31AA4542|怪物 ~ ヘビ亜目 - AA - 女性の人体
31AA455|怪物 ~ 両生類 - AA - 女性の人体
31AA456|怪物 ~ 魚類 - AA - 女性の人体
31AA4561|マーマン - AA - マーメイド, セイレーン
31AA457|怪物 ~ 下等動物 - AA - 女性の人体
31AA458|翼を持つ架空の生物 - AA - 女性の人体
31AA4581|妖精 - AA - 女性の人体
31AA4582|小妖精 - AA - 女性の人体
31AA46|病気 - AA - 女性の人体
31AA461|痛み - AA - 女性の人体
31AA4611|熱 - AA - 女性の人体
31AA46110|Febre' (リーパ) - AA - 女性の人体
31AA462|全身に影響を及ぼす病気 - AA - 伝染性の病気
31AA462(...)|全身に影響を及ぼす病気 (名称 を伴う) - AA - 伝染性の病気
31AA4621|伝染性のペスト
31AA46210|ペストの擬人化 - AA - 伝染性のペストの擬人化; 'Peste overo Pestilentia' (リーパ)
31AA4622|ハンセン病 - AA - 伝染性の病気
31AA46221|ハンセン病患者の鈴 - AA - 伝染性の病気
31AA46222|ハンセン病病院 - AA - 伝染性の病気
31AA46223|ハンセン病患者の行列 - AA - 伝染性の病気
31AA4623|(他の) 伝染病 - AA - 伝染性の病気
31AA4623(...)|(他の) 伝染病 (名称 を伴う) - AA - 伝染性の病気
31AA46230|擬人化された伝染病; 'Contagione' (リーパ) - AA - 伝染性の病気
31AA4624|肌と性病 - AA - 伝染性の病気
31AA4624(...)|肌と性病 (名称 を伴う) - AA - 伝染性の病気
31AA4624(SYPHILIS)|肌と性病: 梅毒 - AA - 伝染性の病気
31AA46241|そう痒 - AA - 伝染性の病気
31AA46242|潰瘍 - AA - 伝染性の病気
31AA4625|浮腫 - AA - 伝染性の病気
31AA4626|エイズ - AA - 伝染性のエイズ
31AA4629|中毒 - AA - 伝染性の病気
31AA4629(...)|中毒 (名称 を伴う) - AA - 伝染性の病気
31AA4629(ERGOTISM)|中毒: 麦角中毒 - AA - 伝染性の病気
31AA463|身体の部分に影響を及ぼす病気 - AA - 女性の人体
31AA463(...)|身体の部分に影響を及ぼす病気 (名称 を伴う) - AA - 女性の人体
31AA4631|骨折 - AA - 女性の人体
31AA4632|感染症と傷 - AA - 女性の人体
31AA46321|傷跡, 瘢痕 - AA - 女性の人体
31AA4633|頭部または頭部の部分の病気 - AA - 女性の人体
31AA46331|頭痛 - AA - 女性の人体
31AA46332|風邪 (病気) - AA - 女性の人体
31AA463321|くしゃみ - AA - 女性の人体
31AA463322|咳 - AA - 女性の人体
31AA46333|歯痛 - AA - 女性の人体
31AA4634|腫瘍 - AA - 女性の人体
31AA46341|外部腫瘍 - AA - 女性の人体
31AA46342|内部腫瘍 - AA - 女性の人体
31AA464|情緒障害, かく乱, 狂気 - AA - 女性の人体
31AA4640|狂気 - AA - 女性の人体
31AA4641|憑依 (悪魔による) - AA - 女性の人体
31AA4642|躁病, 強迫観念 - AA - 女性の人体
31AA46421|伝染性強迫観念 - AA - 女性の人体
31AA464211|ダンシングマニア, 聖ヴァイタス舞踏 (St. Vitus's dance) - AA - 女性の人体
31AA469|健康 - AA - 女性の人体
31AA4690|健康, 'Sanitas'; 'Sanità' (リーパ) - AA - 女性の人体
31AA5|身体のケア, 衛生状態 - AA - 女性の人体
31AA51|身繕い - AA - 女性 (のための) 
31AA511|鏡 - AA - 女性 (のための) 
31AA5111|鏡を見る; (おそらく: 自身の美の熟考 - AA - 女性 (のための) )
31AA51111|反射 (鏡の) - AA - 女性 (のための) 
31AA511111|歪み - AA - 女性 (のための) 
31AA5112|魔法の美装 - AA - 女性 (のための) 
31AA512|宝石をつける - AA - 女性 (のための) 
31AA513|化粧をする - AA - 女性 (のための) 
31AA514|香り、香水、軟膏を使う, 等 - AA - 女性 (のための) 
31AA5141|香り - AA - 女性 (のための) 
31AA5141(...)|香り (名称 を伴う) - AA - 女性 (のための) 
31AA5142|香水 - AA - 女性 (のための) 
31AA5142(...)|香水 (名称 を伴う) - AA - 女性 (のための) 
31AA5143|軟膏 - AA - 女性 (のための) 
31AA5144|粉おしろい ~ 身繕い - AA - 女性 (のための) 
31AA5145|道具 ~ 身繕い - AA - 女性 (のための) 
31AA5145(...)|道具 ~ 身繕い (名称 を伴う) - AA - 女性 (のための) 
31AA51451|匂い玉, 麝香玉 - AA - 女性 (のための) 
31AA51452|香水瓶 - AA - 女性 (のための) 
31AA51453|軟膏壺 - AA - 女性 (のための) 
31AA51454|粉おしろい-ツゲ - AA - 女性 (のための) 
31AA51455|口紅 - AA - 女性 (のための) 
31AA515|身体や顔に描く - AA - 女性 (のための) 
31AA5151|刺青をする - AA - 女性 (のための) 
31AA52|手足のケア - AA - 女性の人体
31AA521|マニキュア - AA - 女性の人体
31AA522|ペディキュア - AA - 女性の人体
31AA523|Spinario', 足から刺を抜く子供 - AA - 少女
31AA53|調髪 - AA - ~ 女性
31AA531|髪のケア - AA - ~ 女性
31AA5311|櫛、ブラシと他の道具 (髪のケア) - AA - ~ 女性
31AA532|散髪 - AA - ~ 女性
31AA5321|美容師 - AA - ~ 女性
31AA533|調髪のスタイル - AA - ~ 女性
31AA533(...)|調髪のスタイル (名称 を伴う) - AA - ~ 女性
31AA5331|かつら - AA - ~ 女性
31AA5332|坊主頭 - AA - ~ 女性
31AA5333|剃髪 - AA - ~ 女性
31AA5334|一房の髪 - AA - ~ 女性
31AA5339|禿頭 - AA - ~ 女性
31AA534|顎髭 - AA - ~ 女性
31AA5341|口髭 - AA - ~ 女性
31AA5342|頰髭 - AA - ~ 女性
31AA5349|偽の顎髭または口髭 - AA - ~ 女性
31AA535|理髪師, 理髪店 - AA - ~ 女性
31AA5351|剃刀 - AA - ~ 女性
31AA5352|理髪師の洗面器 - AA - ~ 女性
31AA5353|剃る, 剃られる - AA - ~ 女性
31AA53531|自身を剃る - AA - ~ 女性
31AA539|乱髪 - AA - ~ 女性
31AA54|洗うそして入浴する - AA - 戸外で
31AA541|手を洗う - AA - 戸外で
31AA542|顔と頭を洗う - AA - 戸外で
31AA5421|歯を磨く - AA - 戸外で
31AA54211|歯ブラシ - AA - 戸外で
31AA54212|爪楊枝 - AA - 戸外で
31AA543|足を洗う - AA - 戸外で
31AA544|他の人の足を洗う - AA - 戸外で
31AA545|風呂に入る - AA - 戸外で
31AA5451|公衆浴場 - AA - 戸外で
31AA5452|腰湯 - AA - 戸外で
31AA5453|シャワー入浴 - AA - 戸外で
31AA5454|行水 - AA - 戸外で
31AA5459|風呂の後 (après le bain)' - AA - 戸外で
31AA546|身ごしらえ ~ 洗うそして入浴する - AA - 戸外で
31AA5461|石鹸 - AA - 戸外で
31AA54611|シャボン玉 - AA - 戸外で
31AA5462|ブラシ, 海綿動物, 等 (身ごしらえ) - AA - 戸外で
31AA5463|タオル - AA - 戸外で
31AA5464|バスローブ, ドレッシングガウン - AA - 戸外で
31AA549|乾かす, 乾く - AA - 戸外で
31AA55|着衣と脱衣 - AA - 女性の人体
31AA551|身繕い, 着替える - AA - 女性の人体
31AA5511|コルセットを締める - AA - 女性の人体
31AA552|脱衣, 服を脱ぐ - AA - 女性の人体
31AA553|サンダルや靴を履く (紐を結ぶ) または 脱ぐ (紐を解く) - AA - 女性の人体
31AA5531|ストッキングを履くまたは脱ぐ - AA - 女性の人体
31AA554|他の誰かに服を着せる - AA - 女性の人体
31AA5541|はぐ, 他の誰かの服を脱がせる - AA - 女性の人体
31AA559|部分的に服を着た状態 - AA - 女性の人体
31AA5591|ネグリジェ - AA - 女性の人体
31AA56|使用人 - AA - 女中
31AA57|虫を体から取り除く - AA - 女性の人体
31AA571|母親らしい心遣い', シラミをとる - AA - 女性の人体
31AA572|ノミを探す - AA - 女性の人体
31AA58|ボディービル - AA - 女性の人体
31AA6|身体的欲求 - AA - 女性の人体
31AA61|排尿 - AA - 女性の人体
31AA611|便器 - AA - 女性の人体
31AA62|排便 - AA - 女性の人体
31AA621|鼓腸 - AA - 女性の人体
31AA622|消化 - AA - 女性の人体
31AA6220|Digestione' (リーパ) - AA - 女性の人体
31AA63|嘔吐 - AA - 女性の人体
31AA631|しゃっくり - AA - 女性の人体
31AA64|擤鼻 - AA - 女性の人体
31AA65|唾を吐く - AA - 女性の人体
31AA651|唾 - AA - 女性の人体
31AA66|発汗, 汗 - AA - 女性の人体
31AA8|機械とみなされる身体 - AA - 女性の人体
31AA9|身体の一部を治したり改善したりするふりをする方法 - AA - 女性の人体
31B|心, 精神
31B0|象徴的な表現, 寓話とエンブレム ~ 心, 精神
31B1|寝る; 意識消失
31B10|Sonno' (リーパ)
31B11|ベッドで寝る
31B12|椅子で寝る
31B13|地面に寝る
31B14|欠伸をする
31B15|伸びをする ~ 眠る
31B16|眠りにつく
31B161|就寝
31B162|シエスタ
31B17|目を覚ます
31B171|ベッドから起き上がる
31B18|意識消失
31B181|気絶する, 気が遠くなる
31B19|休憩
31B2|幻視
31B21|催眠状態または恍惚状態における幻視
31B3|夢
31B31|悪夢
31B32|夢遊病
31B33|正夢
31B34|夢診断
31B4|催眠術と提案
31B5|飲み物、薬、刺激剤の影響を受ける心
31B51|陶酔
31B52|酩酊状態
31B520|Ubriachezza' (リーパ)
31B521|酔っ払い
31B522|酒の上のけんか (通常、宿屋で農民が乱闘している)
31B53|依存
31B531|アルコール依存症
31B59|しらふ; 'Sobrietà', 'Astinenza' (リーパ)
31B591|禁酒, 絶対禁酒主義
31B6|人間の表現形態
31B61|一般的な人間の表現形態
31B62|表情の形態
31B621|表情の形態 ~ 目
31B6211|上方を見る
31B6212|下方を見る
31B6213|横を見る
31B6214|涙を流す
31B62141|涙
31B6215|眉をひそめた
31B6216|眉を上げる
31B6217|閉じた目
31B62171|片目を閉じる, まばたきをする
31B622|表情の形態 ~ 鼻
31B6221|鼻を上に向ける
31B6222|鼻をつまむ
31B6223|鼻孔が大きく開く
31B623|表情の形態 ~ 唇
31B6231|唇をギュッと結ぶ
31B62311|キスをするように唇をギュッと結ぶ
31B62312|口笛を吹くまたはシーッという音を立てる
31B62313|笑みを浮かべる
31B6232|わずかに開いた唇
31B62321|笑う
31B623210|Riso' (リーパ)
31B62322|しかめっ面をする
31B62323|舌を出す
31B6233|大きく開いた唇
31B62331|大きく開いた唇, 歯は固く閉じられている
31B6234|咀嚼する
31B62341|噛む
31B6235|話す
31B62350|声
31B62351|泣く, 叫ぶ
31B62352|囁く
31B62359|沈黙する
31B623591|唇に指を置く, 'Silentium'; 'Silentio' (リーパ)
31B623592|唇に結ばれたひも
31B624|表情の形態 ~ 頬
31B6241|豊頬
31B6242|こけた頬
31B625|表情の形態 ~ 額
31B6251|皺のある額
31B626|表情の形態 ~ 頭頂部
31B6261|育毛
31B6262|髪を抜く
31B6263|頭を掻く
31B7|賢者
31B71|天才
31B710|天才 (Genio)' (リーパ)
31B8|愚か者, 間抜け, 馬鹿者
31B81|間抜けを治すふりをする方法 (民間伝承)
31B811|剃る (間抜けを治すふりをする)
31B812|頭を焼く, 例: エークロのパン職人によって (頭部が一時的にキャベツにすげ替えられる)
31B813|清める (間抜けを治すふりをする)
31B814| 漏斗を使って、体に液体を注ぐ
31B9|賢者対愚者
31BB1|寝る; 意識消失 - BB - 戸外
31BB10|眠り (Sonno)' (リーパ) - BB - 戸外
31BB11|ベッドで寝る - BB - 戸外
31BB12|椅子で寝る - BB - 戸外
31BB13|地面に寝る - BB - 戸外
31BB14|欠伸をする - BB - 戸外
31BB15|伸びをする ~ 眠る - BB - 戸外
31BB16|眠りにつく - BB - 戸外
31BB161|就寝 - BB - 戸外
31BB162|シエスタ - BB - 戸外
31BB17|目を覚ます - BB - 戸外
31BB171|ベッドから起き上がる - BB - 戸外
