4|社会，文明，文化
#48A98211|mask, mascaron ~ ornament
#48A98212|foliated head ~ ornament
#48A9822|ornament ~ human monstrosities
#48A9823|ornament ~ hybrid beings; human and animal forms mixed
#48A983|ornament derived from plant forms
#48A9831|foliage, tendrils, branches ~ ornament
#48A98311|foliage ~ ornament
#48A983111|acanthus ~ ornament
#48A983112|palmette ~ ornament
#48A98312|tendrils ~ ornament
#48A98313|branches, 'Astwerk' ~ ornament
#48A9832|fruits and vegetables ~ ornament
#48A98321|pomegranate ~ ornament
#48A9833|flowers ~ ornament
#48A98331|fleur-de-lis ~ ornament
#48A98332|lotus ~ ornament
#48A98333|bunch of flowers ~ ornament
#48A9834|unidentifiable plant forms ~ ornament
#48A98341|rosette ~ ornament
#48A984|ornament derived from animal forms
#48A9841|bucranium ~ ornament
#48A9842|ram's head ~ ornament
#48A9843|lion's head ~ ornament
#48A9844|dolphin ~ ornament
#48A9845|other ornament derived from animal forms
#48A9846|ornament ~ hybrid animals
#48A985|ornament derived from objects
#48A9851|ribbon, scroll, banderole ~ ornament
#48A9852|linenfold ~ ornament
#48A9853|scallop, shell ~ ornament
#48A9854|vase ~ ornament
#48A9855|lambrequin ~ ornament
#48A9856|ornament derived from architectural details
#48A9857|(other) ornaments derived from objects
#48A9857(...)|(other) ornaments derived from objects (with NAME)
#48A986|fantasy ornament
#48A9861|scrollwork, strapwork ~ ornament
#48A9862|auricular ornament, lobe style ~ ornament
#48A9863|rocaille ornament
#48A9864|other fantasy ornament
#48A987|frequently used ornamental compositions
#48A9871|ornament ~ arabesque
#48A98711|ornament ~ candelabrum
#48A9872|ornament ~ grotesque
#48A9873|ornament ~ moresque
#48A9874|trophy, i.e.: decorative arrangement of symbolic or typical objects ~ ornament
#48A9875|ornament ~ festoon, garland
#48A9876|ornament ~ cartouche
#48A9877|ornament ~ medallion
#48A9878|interlace ~ ornament
#48A98781|abstract interlace, knotwork ~ ornament
#48A98782|animal interlace ~ ornament
#48A98783|floral interlace ~ ornament
#48A9879|'Laub- und Bandelwerk' ~ ornament
#48AA72|buildings for performances - AA - open-air performances
#48AA721|theatre (building) - AA - open-air performances
#48AA722|concert hall - AA - open-air performances
#48AA723|opera house - AA - open-air performances
#48AA724|music-hall - AA - open-air performances
#48AA725|cinema, movie-house - AA - open-air performances
#48AA726|cabaret (locality) - AA - open-air performances
#48AA729|front of house of buildings used for performances - AA - open-air performances
#48AA7291|foyer ~ theatre, etc. - AA - open-air performances
#48AA7292|auditorium ~ theatre, etc. - AA - open-air performances
#48AA7293|stalls ~ theatre, etc. - AA - open-air performances
#48AA7294|galleries ~ theatre, etc. - AA - open-air performances
#48AA7295|boxes, loges ~ theatre, etc. - AA - open-air performances
#48AA982|anthropomorphic ornament - AA - stylized
#48AA9821|ornament ~ human parts - AA - stylized
#48AA98211|mask, mascaron ~ ornament - AA - stylized
#48AA98212|foliated head ~ ornament - AA - stylized
#48AA9822|ornament ~ human monstrosities - AA - stylized
#48AA9823|ornament ~ hybrid beings; human and animal forms mixed - AA - stylized
#48AA983|ornament derived from plant forms - AA - stylized
#48AA9831|foliage, tendrils, branches ~ ornament - AA - stylized
#48AA98311|foliage ~ ornament - AA - stylized
#48AA983111|acanthus ~ ornament - AA - stylized
#48AA983112|palmette ~ ornament - AA - stylized
#48AA98312|tendrils ~ ornament - AA - stylized
#48AA98313|branches, 'Astwerk' ~ ornament - AA - stylized
#48AA9832|fruits and vegetables ~ ornament - AA - stylized
#48AA98321|pomegranate ~ ornament - AA - stylized
#48AA9833|flowers ~ ornament - AA - stylized
#48AA98331|fleur-de-lis ~ ornament - AA - stylized
#48AA98332|lotus ~ ornament - AA - stylized
#48AA98333|bunch of flowers ~ ornament - AA - stylized
#48AA9834|unidentifiable plant forms ~ ornament - AA - stylized
#48AA98341|rosette ~ ornament - AA - stylized
#48AA984|ornament derived from animal forms - AA - stylized
#48AA9841|bucranium ~ ornament - AA - stylized
#48AA9842|ram's head ~ ornament - AA - stylized
#48AA9843|lion's head ~ ornament - AA - stylized
#48AA9844|dolphin ~ ornament - AA - stylized
#48AA9845|other ornament derived from animal forms - AA - stylized
#48AA9846|ornament ~ hybrid animals - AA - stylized
#48AA985|ornament derived from objects - AA - stylized
#48AA9851|ribbon, scroll, banderole ~ ornament - AA - stylized
#48AA9852|linenfold ~ ornament - AA - stylized
#48AA9853|scallop, shell ~ ornament - AA - stylized
#48AA9854|vase ~ ornament - AA - stylized
#48AA9855|lambrequin ~ ornament - AA - stylized
#48AA9856|ornament derived from architectural details - AA - stylized
#48AA9857|(other) ornaments derived from objects - AA - stylized
#48AA9857(...)|(other) ornaments derived from objects (with NAME) - AA - stylized
#48B|artist (in general)
#48B1|artist at work, in his workshop
#48B10|inspiration of the artist (in general)
#48B101|the artist and his muse (in general)
#48B11|workshop, studio of the artist (in general)
#48B111|studio requisites (artist in general)
#48B12|working situations of artist
#48B121|artist (in general) making preliminary designs, sketching
#48B122|artist (in general) studying classical remains
#48B123|artist (in general) making a model
#48B124|artist (in general) working from live model
#48B1241|artist (in general) working from clothed model
#48B1242|artist (in general) working from nude model
#48B13|artist's model, sitter
#48B14|education, tuition of the artist (in general)
#48B141|place or institution of education and training of the artist, e.g.: academy of art
#48B1410|personification of (art) academy; 'Academia' (Ripa)
#48B142|prodigious talent of the young artist
#48B143|artist training pupils
#48B15|artist at work with assistants or pupils
#48B19|artist destroying his own work
#48B2|artist in non-work situation
#48B21|Fame ~ artist
#48B22|the artist and his family, relatives, etc.
#48B23|circle, club of artists
#48B24|Bohemian life of artist
#48B25|the artist's genius unrecognized
#48B26|artist on his deathbed
#48B3|portrait, self-portrait of artist
#48B4|(professional) organization of artists
#48B41|Guild of St. Luke
#48B411|coat of arms of Guild of St. Luke
#48B42|academy, association of artists
#48B43|chamber of rhetoric (Dutch: 'rederijkerskamer')
#48BB1|artist at work, in his workshop - BB - 戶外
#48BB10|inspiration of the artist (in general) - BB - 戶外
#48BB101|the artist and his muse (in general) - BB - 戶外
#48BB11|workshop, studio of the artist (in general) - BB - 戶外
#48BB111|studio requisites (artist in general) - BB - 戶外
#48BB12|working situations of artist - BB - 戶外
#48BB121|artist (in general) making preliminary designs, sketching - BB - 戶外
#48BB122|artist (in general) studying classical remains - BB - 戶外
#48BB123|artist (in general) making a model - BB - 戶外
#48BB124|artist (in general) working from live model - BB - 戶外
#48BB1241|artist (in general) working from clothed model - BB - 戶外
#48BB1242|artist (in general) working from nude model - BB - 戶外
#48BB13|artist's model, sitter - BB - 戶外
#48BB14|education, tuition of the artist (in general) - BB - 戶外
#48BB141|place or institution of education and training of the artist, e.g.: academy of art - BB - 戶外
#48BB1410|personification of (art) academy; 'Academia' (Ripa) - BB - 戶外
#48BB142|prodigious talent of the young artist - BB - 戶外
#48BB143|artist training pupils - BB - 戶外
#48BB15|artist at work with assistants or pupils - BB - 戶外
#48BB19|artist destroying his own work - BB - 戶外
#48C|the arts; artists
#48C1|architecture
#48C10|'Architectura', symbolic representations, allegories and emblems ~ architecture; 'Architettura' (Ripa)
#48C101|origin of architecture
#48C11|architect at work
#48C111|designing, sketching ~ architect
#48C112|architect studying ancient architecture
#48C113|architect offering design or model to patron
#48C114|architect supervising building activities
#48C12|architect in non-work situation
#48C13|portrait, self-portrait of architect
#48C14|architectural representations in general
#48C141|representation of real building (either existing or having existed)
#48C1411|exterior ~ representation of a building
#48C14111|bird's eye view ~ representation of building
#48C1412|interior ~ representation of a building
#48C1413|caricature of a building
#48C142|architectural design or model
#48C1421|series of designs, models, etc. of one architectural project
#48C1422|model ~ architecture
#48C1423|plan ~ architecture
#48C1424|section ~ architectural design or model
#48C1425|exterior ~ architectural design or model
#48C14251|bird's eye view ~ architectural design or model
#48C1426|interior ~ architectural design or model
#48C1427|exterior and interior combined ~ architectural design or model
#48C143|ideal and visionary architecture
#48C1431|fantastic architecture, unrealistic architectural fantasies
#48C1432|model of ideal or visionary architectural project
#48C1433|plan ~ ideal or visionary architectural design or model
#48C1434|section ~ ideal or visionary architectural design or model
#48C1435|exterior ~ ideal or visionary architectural design or model
#48C14351|bird's eye view ~ ideal or visionary architectural design or model
#48C1436|interior ~ ideal or visionary architectural design or model
#48C1437|exterior and interior combined ~ ideal or visionary architectural design or model
#48C144|architectural folly
#48C145|architectural settings in paintings, sculptures, etc.
#48C1451|'Architekturbild'
#48C149|ruin of a building ~ architecture
#48C15|tools, implements of architect
#48C16|architectural detail
#48C161|column, pillar ~ architecture
#48C1611|half-column, pilaster ~ architecture
#48C1612|capital (~ column, pillar)
#48C1613|base (~ column, pillar)
#48C1614|spiral or Solomonic column
#48C1615|colonnade
#48C162|arch, archivolt ~ architecture
#48C1621|arcade ~ architecture
#48C1622|vault ~ architecture
#48C1622(...)|vault (with NAME)
#48C16221|keystone ~ architecture
#48C1623|dome ~ architecture
#48C1624|'concha' ~ architecture
#48C163|orders, order-books ~ architecture
#48C1631|Doric order ~ architecture
#48C1632|Tuscan order ~ architecture
#48C1633|Ionic order ~ architecture
#48C1634|Corinthian order ~ architecture
#48C1635|composite order ~ architecture
#48C164|constructive (architectural) parts ~ human beings
#48C1641|atlantes ~ architecture
#48C1642|caryatids ~ architecture
#48C165|mouldings ~ architecture
#48C165(...)|mouldings ~ architecture (with NAME)
#48C166|surface decorations ~ architecture
#48C1661|rustication ~ surface decorations (architecture)
#48C167|pavement, floor ~ architecture
#48C168|other architectural details
#48C168(...)|other architectural details (with NAME)
#48C168(ARCHITRAVE)|other architectural details: architrave
#48C2|sculpture
#48C20|'Sculptura', symbolic representations, allegories and emblems ~ sculpture; 'Scoltura' (Ripa)
#48C21|sculptor at work
#48C211|sculptor making a model, bozzetto
#48C212|(hollow) casting
#48C213|sculptor studying classical remains
#48C22|sculptor in non-work situation
#48C23|portrait, self-portrait of sculptor
#48C24|piece of sculpture, reproduction of a piece of sculpture
#48C241|gallery of sculptures
#48C242|wax-figure cabinet
#48C243|caricature of a piece of sculpture
#48C244|pedestal of a piece of sculpture (perhaps in the form of a herm)
#48C25|tools, implements of sculptor
#48C25(...)|tools, implements of sculptor (with NAME)
#48C25(MALLET)|tools, implements of sculptor: mallet
#48C26|medal (considered as a piece of sculpture, regardless of its specific function)
#48C27|gem, gemstone
#48C3|applied arts, arts and crafts; industrial design
#48C30|symbolic representations, allegories and emblems ~ applied arts
#48C31|craftsman ~ applied arts
#48C311|jeweller, goldsmith, silversmith
#48C312|craftsman ~ base metal
#48C313|potter, ceramist
#48C314|glass-blower
#48C315|tapestry weaver, gobelin maker
#48C316|joiner, cabinet maker, 'ébéniste'
#48C32|portrait, self-portrait of craftsman in applied arts
#48C33|work of applied art
#48C34|tools, implements of craftsman
#48C34(...)|tools, implements of craftsman (with NAME)
#48C34(POTTER'S WHEEL)|tools, implements of craftsman: potter's wheel
#48C34(TOUCH-STONE)|tools, implements of craftsman: touch-stone
#48C35|ornamenting, decorating ~ applied arts
#48C351|decorating 'en relief', appliquéing
#48C352|decorating 'en creux'
#48C3521|engraving
#48C3522|etching
#48C3523|carving ~ applied arts
#48C35231|chip carving
#48C353|flat decoration ~ applied arts
#48C3531|painting ~ applied arts
#48C35311|lacquering ~ applied arts
#48C3532|printing ~ applied arts
#48C3533|enamelling ~ applied arts
#48C3534|veneering ~ applied arts
#48C35341|making intarsia ~ applied arts
#48C35342|making marquetry ~ applied arts
#48C3535|damascening, niello-ing ~ applied arts
#48C3536|encrusting ~ applied arts
#48C36|industrial design
#48C361|industrial designer
#48C4|the monumental arts
#48C40|symbolic representations, allegories and emblems ~ the monumental arts
#48C41|monumental artist
#48C411|mosaicist
#48C412|mural painter
#48C413|stained-glass artist
#48C42|portrait, self-portrait of monumental artist
#48C43|work of monumental art
#48C44|tools and implements of monumental artist
#48C5|painting, drawing and the graphic arts
#48C51|painting (including book-illumination, miniature-painting)
#48C510|'Pictura', symbolic representations, allegories and emblems ~ painting; 'Pittura' (Ripa)
#48C5101|the origin of painting and drawing
#48C511|painter at work, in his studio
#48C5110|inspiration of the painter
#48C51101|the painter and his muse
#48C51102|painter making music, painter with musical instrument
#48C5111|workshop, studio ~ painter
#48C51111|studio requisites ~ painter
#48C5112|working situations ~ painter
#48C51121|painter making preliminary designs, sketching
#48C51122|painter studying classical remains
#48C51123|painter working from live model
#48C511231|painter working from clothed model
#48C511232|painter working from nude model
#48C5113|model, sitter ~ painting
#48C5114|painter preparing colours
#48C5115|painter training pupils
#48C51151|painter at work with assistants or pupils
#48C5119|painter destroying his own work
#48C512|painter in non-work situation
#48C513|portrait, self-portrait of painter
#48C514|picture, painting
#48C5141|'gemalte Galerie'
#48C5142|picture within picture
#48C5143|caricature of painting
#48C515|tools, implements of painter
#48C5151|easel
#48C5152|palette
#48C5153|brushes ~ implements of painter
#48C5154|manikin, dummy-figure
#48C5155|model-books ~ implements of painter
#48C5156|frame of painting, etc.
#48C51561|'passe-partout'
#48C51562|(feigned) picture curtain
#48C5157|maulstick
#48C52|drawing
#48C520|symbolic representations, allegories and emblems ~ drawing
#48C521|draughtsman at work
#48C5211|draughtsman studying classical remains
#48C5212|drawing-lesson
#48C522|draughtsman in non-work situation
#48C523|portrait, self-portrait of draughtsman
#48C524|drawing, sketch
#48C525|tools, implements of draughtsman
#48C5251|'camera obscura' (~ tools, implements of draughtsman)
#48C5252|'camera lucida' (~ tools, implements of draughtsman)
#48C5253|convex mirror (~ tools, implements of draughtsman)
#48C5254|silhouette-apparatus, 'physionotrace'
#48C5255|instruments for perspective drawing
#48C53|the graphic arts
#48C530|symbolic representations, allegories and emblems ~ the graphic arts
#48C531|graphic artist
#48C5311|woodcutter, wood-engraver
#48C5312|engraver, etcher
#48C5313|lithographer
#48C532|portrait, self-portrait of graphic artist
#48C533|print, e.g.: engraving, etching, lithograph
#48C534|tools, implements of graphic artist
#48C534(...)|tools, implements of graphic artist (with NAME)
#48C6|photography, cinematography
#48C61|photography
#48C610|symbolic representations, allegories and emblems ~ photography
#48C611|photographer at work
#48C6111|studio ~ photographer
#48C61111|studio requisites ~ photographer
#48C6112|taking photographs
#48C61121|taking photographs of model, sitter
#48C6113|dark room
#48C6114|processing film
#48C61141|developing ~ film
#48C61142|printing ~ film
#48C612|photographer in non-work situation
#48C613|portrait, self-portrait of photographer
#48C614|photograph
#48C6141|negative ~ photography
#48C6142|transparency, slide
#48C6143|plate, film ~ photography
#48C6144|digital photograph
#48C615|photographic apparatus
#48C6151|camera ~ photography
#48C62|cinematography
#48C620|symbolic representations, allegories and emblems ~ cinematography
#48C621|cinematographer at work
#48C6211|studio ~ cinematographer
#48C6212|filming, cinematographer at work
#48C62121|making a feature movie
#48C62122|making an animated cartoon
#48C6213|montage, cutting ~ film
#48C622|cinematographer in non-work situation
#48C623|portrait, self-portrait of cinematographer
#48C624|film, celluloid
#48C6241|reel of film
#48C625|cinematographic apparatus
#48C6251|film camera, movie camera, video camera
#48C6252|film projector
#48C63|first beginnings of photography and cinematography
#48C7|music
#48C70|'Musica', symbolic representations, allegories and emblems ~ music; 'Musica'(Ripa)
#48C701|origin of music
#48C702|magic power of music
#48C71|composer
#48C711|composer at work
#48C7110|inspiration of the composer
#48C71101|the composer and his muse
#48C712|composer in non-work situation
#48C713|portrait of composer
#48C72|musician
#48C721|musician at work
#48C7210|inspiration of the musician
#48C72101|the musician and his muse
#48C7211|musician training pupils, music-lesson
#48C722|musician in non-work situation
#48C723|portrait of a musician
#48C723(...)|portrait of a musician (with NAME of profession)
#48C73|musical instruments; group of musical instruments
#48C731|string instruments (bowed)
#48C7311|violin, fiddle
#48C7312|viola, violoncello; double bass
#48C7313|viol, rebec (violin-like instruments)
#48C7314|hurdy-gurdy
#48C7315|other string instruments played with bow
#48C7315(...)|other string instruments played with bow (with NAME)
#48C732|string instruments (plucked)
#48C7321|lyre, cithara, psaltery
#48C7322|harp
#48C7323|lute, and special forms of lute, e.g.: theorbo
#48C7324|cithern, mandolin, guitar, balalaika
#48C7325|dulcimer, zither
#48C7326|other string instruments (plucked)
#48C7326(...)|other string instruments (plucked) (with NAME)
#48C733|keyboard instruments
#48C7331|spinet, virginal
#48C7332|clavichord, harpsichord
#48C7333|pianoforte
#48C73331|grand piano
#48C7334|organ
#48C73341|church organ
#48C7335|accordion
#48C7336|other keyboard instruments
#48C7336(...)|other keyboard instruments (with NAME)
#48C734|percussion instruments
#48C7341|drum (musical instrument)
#48C73411|tambourine
#48C7342|clappers, castanets
#48C7343|carillon, chimes
#48C73431|bell ~ musical instruments
#48C7344|other percussion instruments
#48C7344(...)|other percussion instruments (with NAME)
#48C735|wind instruments
#48C7351|flute, aulos, tibia
#48C73511|recorder (musical instrument)
#48C73512|clarinet, bassoon, oboe, shawm
#48C73513|transverse flute
#48C7352|horn, trumpet, cornet, trombone, tuba
#48C73521|saxophone
#48C7353|panpipes
#48C7354|bagpipe, musette
#48C7355|mouth organ
#48C7356|other wind instruments
#48C7356(...)|other wind instruments (with NAME)
#48C7356(CONCH)|other wind instruments: conch
#48C736|instruments ~ popular music
#48C737|improvised musical instruments (廚房用具, etc.)
#48C737(...)|improvised musical instruments (with NAME)
#48C737(RUMBLING-POT)|improvised musical instruments: rumbling pot
#48C738|accessories ~ music: metronome, music-stand, tuning-fork, etc.
#48C74|notation of music
#48C741|printed edition of musical score
#48C742|manuscript of musical score
#48C7421|autograph ~ notation of music
#48C743|musical theory
#48C75|making music; musician with instrument
#48C751|one person with musical instrument, not playing
#48C7511|tuning an instrument
#48C75111|tuning the lute
#48C7512|person with musical instrument, musing, contemplating
#48C752|one person playing an instrument
#48C7521|one person playing string instrument (bowed)
#48C7522|one person playing string instrument (plucked)
#48C7523|one person playing keyboard instrument
#48C7524|one person playing percussion instrument
#48C7525|one person playing wind instrument
#48C753|more than one musician with instrument
#48C7531|large group of musicians, orchestra
#48C7532|small group of musicians, chamber orchestra, jazz band
#48C754|instrumental and vocal music together
#48C7541|singer accompanying himself
#48C75411|minstrel, 'jongleur'
#48C75412|bard, lyric poet
#48C7542|musician(s) accompanying singer(s)
#48C755|vocal music, singing
#48C7551|singer without accompaniment
#48C75511|male singer
#48C75512|female singer
#48C7552|choir
#48C756|popular music, street music
#48C7561|instrumental popular music
#48C75611|hurdy-gurdy player
#48C75612|barrel-organ player
#48C75613|one person playing several instruments, one-man band
#48C75614|brass band, street band
#48C7562|vocal popular music
#48C75621|ballad singer, ballad seller
#48C76|'automatic' music
#48C761|musical box
#48C762|street-organ, 'pierement'
#48C763|pianola; orchestrion
#48C77|conductor ~ music
#48C771|baton ~ conductor
#48C78|listening to music
#48C8|the arts of the stage: ballet, theatre, musical drama, motion picture
#48C80|symbolic representations, allegories and emblems ~ the arts of the stage
#48C801|symbolic representations, allegories and emblems ~ dance and ballet
#48C802|symbolic representations, allegories and emblems ~ the theatre
#48C8021|symbolic representations, allegories and emblems ~ dramatic literature
#48C803|symbolic representations, allegories and emblems ~ musical drama
#48C804|symbolic representations, allegories, emblems ~ motion picture
#48C81|the stage and its equipment
#48C811|stage design
#48C812|behind the stage
#48C813|set, scenery ~ stage
#48C8131|backdrop
#48C8132|lights ~ stage
#48C8133|curtain ~ stage
#48C814|dressing-room ~ stage
#48C82|people associated with the stage
#48C821|director, producer ~ the stage
#48C822|choreographer
#48C823|prompter
#48C824|stage-hand
#48C83|performer, artiste (non-work situations)
#48C831|portrait of artiste (dancer, actor, etc.)
#48C8311|portrait of dancer
#48C8312|portrait of actor, actress
#48C8313|portrait of opera-singer
#48C8314|portrait of cabaret-artiste
#48C8315|portrait of film actor, film actress
#48C832|artiste in other non-work situation
#48C8321|dancer (non-work situations)
#48C8322|actor, actress (non-work situations)
#48C8323|opera-singer (non-work situations)
#48C8324|cabaret-artiste (non-work situations)
#48C8325|film actor, film actress (non-work situations)
#48C84|the ballet, ballet performance
#48C841|training ~ ballet
#48C842|ballet group; dancers on the stage
#48C8421|male dancer
#48C8422|female dancer
#48C843|ballet steps, positions
#48C844|ballet dress
#48C85|theatre, theatrical performance
#48C851|rehearsal, studying the role ~ theatre
#48C852|group of actors, troupe; actors on the stage
#48C8521|actor (on the stage)
#48C85211|female impersonation by actor
#48C8522|actress (on the stage)
#48C85221|male impersonation by actress
#48C8523|troupe (actors) 'en route'
#48C85231|troupe entering town, announcing the performance
#48C853|stage costume
#48C854|theatrical genres
#48C8541|religious drama
#48C85411|morality ~ theatrical genre
#48C8542|rhetorician's drama
#48C8543|'commedia dell'arte'
#48C85431|types in 'commedia dell'arte'
#48C85431(...)|types in 'commedia dell'arte' (with NAME)
#48C85431(COLOMBINE)|types in 'commedia dell'arte': Colombine
#48C85431(HARLEQUIN)|types in 'commedia dell'arte': Harlequin
#48C85431(PANTALONE)|types in 'commedia dell'arte': Pantalone
#48C85431(PIERROT)|types in 'commedia dell'arte': Pierrot
#48C85431(PULCINELLA)|types in 'commedia dell'arte': Pulcinella
#48C8544|pantomime, dumb show, masque
#48C85441|'tableau vivant'
#48C8545|tragedy
#48C85450|'Tragedia' (Ripa)
#48C8546|comedy
#48C85460|'Comedia', 'Comedia vecchia' (Ripa)
#48C8547|satyr play, farce
#48C8548|other theatrical genres
#48C85481|total theatre, mixed media
#48C85482|happening ~ stage
#48C855|puppet and marionette show
#48C8551|puppet
#48C85511|Punch and Judy
#48C8552|marionette
#48C856|shadow-play
#48C86|musical drama, performance of musical drama
#48C861|rehearsal, studying the role ~ musical drama
#48C862|opera
#48C8621|opera-singer (male)
#48C8622|opera-singer (female)
#48C863|operetta, musical, 'Singspiel'
#48C864|cabaret
#48C8641|cabaret-artiste
#48C865|vaudeville, variety-show
#48C8651|strip-tease
#48C87|motion picture, film show
#48C871|actors on the screen
#48C8711|film actor (on the screen)
#48C8712|film actress (on the sreen)
#48C872|film explicator
#48C873|genres ~ film
#48C8731|feature movie
#48C8732|nature film
#48C8733|documentary film
#48C8734|animated cartoon
#48C9|literature ~ arts
#48C90|'litterae', symbolic representations, allegories and emblems ~ literature; 'Lettere' (Ripa)
#48C901|symbolic representations, allegories and emblems ~ poetry; 'Poesia' (Ripa)
#48C9011|symbolic representations, allegories and emblems ~ epic, narrative poetry
#48C90111|symbolic representations, allegories and emblems ~ heroic poetry; 'Poema heroico' (Ripa)
#48C9012|symbolic representations, allegories and emblems ~ lyric poetry; 'Poema lirico' (Ripa)
#48C90121|symbolic representations, allegories, emblems ~ love poetry
#48C9013|symbolic representations, allegories and emblems ~ elegy
#48C9014|symbolic representations, allegories and emblems ~ satirical poetry; 'Poema satirico' (Ripa)
#48C9015|symbolic representations, allegories and emblems ~ pastoral poetry; 'Poema pastorale' (Ripa)
#48C902|symbolic representations, allegories and emblems ~ prose
#48C9021|symbolic representations, allegories and emblems ~ epic, narrative prose
#48C91|writer, poet, author
#48C910|inspiration of the poet; 'Furore poetico' (Ripa)
#48C9101|the poet and his muse
#48C911|author, poet writing
#48C9111|autograph ~ author, poet
#48C9112|author, poet dictating
#48C912|'poète maudit'
#48C913|author reading from his own work
#48C919|author destroying his own work
#48C92|author in non-work situation
#48C921|Fame ~ writer, 'poeta laureatus'
#48C93|portrait of a writer
#48CC21|sculptor at work - CC - 戶外
#48CC211|sculptor making a model, bozzetto - CC - 戶外
#48CC212|(hollow) casting - CC - 戶外
#48CC213|sculptor studying classical remains - CC - 戶外
#48CC511|painter at work, in his studio - CC - 戶外
#48CC5110|inspiration of the painter - CC - 戶外
#48CC51101|the painter and his muse - CC - 戶外
#48CC51102|painter making music, painter with musical instrument - CC - 戶外
#48CC5111|workshop, studio ~ painter - CC - 戶外
#48CC51111|studio requisites ~ painter - CC - 戶外
#48CC5112|working situations ~ painter - CC - 戶外
#48CC51121|painter making preliminary designs, sketching - CC - 戶外
#48CC51122|painter studying classical remains - CC - 戶外
#48CC51123|painter working from live model - CC - 戶外
#48CC511231|painter working from clothed model - CC - 戶外
#48CC511232|painter working from nude model - CC - 戶外
#48CC5113|model, sitter ~ painting - CC - 戶外
#48CC5114|painter preparing colours - CC - 戶外
#48CC5115|painter training pupils - CC - 戶外
#48CC51151|painter at work with assistants or pupils - CC - 戶外
#48CC5119|painter destroying his own work - CC - 戶外
#48CC521|draughtsman at work - CC - 戶外
#48CC5211|draughtsman studying classical remains - CC - 戶外
#48CC5212|drawing-lesson - CC - 戶外
#48CC611|photographer at work - CC - 戶外
#48CC6111|studio ~ photographer - CC - 戶外
#48CC61111|studio requisites ~ photographer - CC - 戶外
#48CC6112|taking photographs - CC - 戶外
#48CC61121|taking photographs of model, sitter - CC - 戶外
#48CC6113|dark room - CC - 戶外
#48CC6114|processing film - CC - 戶外
#48CC61141|developing ~ film - CC - 戶外
#48CC61142|printing ~ film - CC - 戶外
#48CC621|cinematographer at work - CC - 戶外
#48CC6211|studio ~ cinematographer - CC - 戶外
#48CC6212|filming, cinematographer at work - CC - 戶外
#48CC62121|making a feature movie - CC - 戶外
#48CC62122|making an animated cartoon - CC - 戶外
#48CC6213|montage, cutting ~ film - CC - 戶外
#48CC7|music - CC - 戶外
#48CC70|'Musica', symbolic representations, allegories and emblems ~ music; 'Musica'(Ripa) - CC - 戶外
#48CC701|origin of music - CC - 戶外
#48CC702|magic power of music - CC - 戶外
#48CC71|composer - CC - 戶外
#48CC711|composer at work - CC - 戶外
#48CC7110|inspiration of the composer - CC - 戶外
#48CC71101|the composer and his muse - CC - 戶外
#48CC712|composer in non-work situation - CC - 戶外
#48CC713|portrait of composer - CC - 戶外
#48CC72|musician - CC - 戶外
#48CC721|musician at work - CC - 戶外
#48CC7210|inspiration of the musician - CC - 戶外
#48CC72101|the musician and his muse - CC - 戶外
#48CC7211|musician training pupils, music-lesson - CC - 戶外
#48CC722|musician in non-work situation - CC - 戶外
#48CC723|portrait of a musician - CC - 戶外
#48CC723(...)|portrait of a musician (with NAME of profession) - CC - 戶外
#48CC73|musical instruments; group of musical instruments - CC - 戶外
#48CC731|string instruments (bowed) - CC - 戶外
#48CC7311|violin, fiddle - CC - 戶外
#48CC7312|viola, violoncello; double bass - CC - 戶外
#48CC7313|viol, rebec (violin-like instruments) - CC - 戶外
#48CC7314|hurdy-gurdy - CC - 戶外
#48CC7315|other string instruments played with bow - CC - 戶外
#48CC7315(...)|other string instruments played with bow (with NAME) - CC - 戶外
#48CC732|string instruments (plucked) - CC - 戶外
#48CC7321|lyre, cithara, psaltery - CC - 戶外
#48CC7322|harp - CC - 戶外
#48CC7323|lute, and special forms of lute, e.g.: theorbo - CC - 戶外
#48CC7324|cithern, mandolin, guitar, balalaika - CC - 戶外
#48CC7325|dulcimer, zither - CC - 戶外
#48CC7326|other string instruments (plucked) - CC - 戶外
#48CC7326(...)|other string instruments (plucked) (with NAME) - CC - 戶外
#48CC733|keyboard instruments - CC - 戶外
#48CC7331|spinet, virginal - CC - 戶外
#48CC7332|clavichord, harpsichord - CC - 戶外
#48CC7333|pianoforte - CC - 戶外
#48CC73331|grand piano - CC - 戶外
#48CC7334|organ - CC - 戶外
#48CC73341|church organ - CC - 戶外
#48CC7335|accordion - CC - 戶外
#48CC7336|other keyboard instruments - CC - 戶外
#48CC7336(...)|other keyboard instruments (with NAME) - CC - 戶外
#48CC734|percussion instruments - CC - 戶外
#48CC7341|drum (musical instrument) - CC - 戶外
#48CC73411|tambourine - CC - 戶外
#48CC7342|clappers, castanets - CC - 戶外
#48CC7343|carillon, chimes - CC - 戶外
#48CC73431|bell ~ musical instruments - CC - 戶外
#48CC7344|other percussion instruments - CC - 戶外
#48CC7344(...)|other percussion instruments (with NAME) - CC - 戶外
#48CC735|wind instruments - CC - 戶外
#48CC7351|flute, aulos, tibia - CC - 戶外
#48CC73511|recorder (musical instrument) - CC - 戶外
#48CC73512|clarinet, bassoon, oboe, shawm - CC - 戶外
#48CC73513|transverse flute - CC - 戶外
#48CC7352|horn, trumpet, cornet, trombone, tuba - CC - 戶外
