5|Ideas abstractas y conceptos
73D6714|sangre brotando de las heridas de Cristo
73D67141|angel(es) recogiendo la sangre de Cristo en una(s) copa(s)
73D6715|(los pies reposando en el) "suppedaneum" ~  particularidades iconográficas de las escenas de la crucifixión
73D6716|tres clavos; dos para las manos de Cristo, uno para sus pies ~ particularidades iconográficas de las escenas de la crucifixión
73D6717|Cristo aún vivo ~ particularidades iconográficas de las escenas de la crucifixión
73D6718|Cristo muerto ~ particularidades iconográficas de las escenas de la crucifixión
73D672|(el cráneo o esqueleto de) Adán a los pies de la cruz de Cristo ~ particularidades iconográficas de las escenas de la crucifixión a utilizar sólo como notación complementaria
73D6721|otras personas u objetos a los pies de Cristo en la cruz, p.ej.: Hades (Pluton)
73D673|el diablo o animales diabólicos atacando la cruz de Cristo ~  particularidades iconográficas de las escenas de la crucifixión a utilizar sólo como notación complementaria
73D674|el sol y la luna en el cielo a ambos lados de la cruz de Cristo
#73D675|the soldiers leaving Golgotha
73D68|sucesos durante y alrededor de la muerte de Jesucristo
73D681|el velo del templo se desgarra ~ muerte de Jesucristo
73D682|terremoto, las tumbas se abren y los muertos resucitan ~ muerte de Jesucristo
73D6821|los resucitados se aparecen a sus familiares ~ muerte de Jesucristo
73D69|José de Arimatea le pide el cuerpo de Cristo a Pilatos
73D691|José de Arimatea (en compañía de otros) en camino hacia el Gólgota
73D7|desde el descendimiento de la cruz hasta la sepultura (Mateo 27:58-66; Marcos 15:46-47; Lucas 23:53-56; Juan 19:39-42)
73D71|el descendimiento de la cruz: Cristo es bajado de la cruz, normalmente por Nicodemo y José de Arimatea, subidos a escaleras (ambos brazos de Cristo sueltos)
73D711|Cristo es bajado de la cruz (un brazo de Cristo aún clavado a la cruz)
73D712|Cristo es tendido ~ el descendimiento de la cruz
73D713|los ladrones son descolgados de la cruz
73D714|la cruz o cruces vacías
73D72|lamentaciones por Cristo muerto
73D721|lamentaciones de la familia y amigos por Cristo muerto (Cristo normalmente sin la corona de espinas)
73D7211|el cuerpo de Cristo tendido en el suelo
73D7212|el cuerpo de Cristo sostenido
73D72121|el cuerpo de Cristo sostenido por María, otros personajes presentes
73D7213|el cuerpo de Cristo sobre o en la tumba
73D722|"Pietà", "Vesperbild", "Marienklagá" (nadie más presente): Cristo, con o sin corona de espinas, llorado por María
73D7221|el cuerpo de Cristo sobre las rodillas de María
73D7222|el cuerpo de Cristo a los pies de María
73D7223|sólo las cabezas de Cristo y María ~ Cristo llorado por María
73D723|Cristo llorado por los angeles
73D724|"Epitaphios" ~ lamentaciones por Cristo muerto
73D73|L'Homme de Douleurs, 'Imago Pietatis', 'Erbärmdebild', 'Schmerzensmann'; Jesucristo, mostrando sus heridas, normalmente llevando la corona de espinas, y acompañado por los instrumentos de la Pasión, sentado o de pié en la tumba
73D731|"Imago Pietatis" visto de medio cuerpo o de tres cuartos
73D732|"Imago Pietatis" de cuerpo entero, sentado o de pié
73D733|"Imago Pietatis" acompañado por otros
73D7331|"Imago Pietatis" con María
73D73311|"Imago Pietatis" con María y Juan
73D7332|"Imago Pietatis" sostenido o acompañado por angeles lamentándose, "Engelpietá"
73D74|el cuerpo de Cristo es llevado a la tumba
73D75|preparativos para la sepultura de Cristo
73D751|Cristo tendido sobre la piedra de unción
73D752|la compra de salvia, especias y lienzo ~ la sepultura de Cristo
73D753|el lavado de las heridas ~ la sepultura de Cristo
73D754|las santas mujeres ungen el cuerpo de Cristo
73D755|el cuerpo de Cristo es envuelto en un sudario y vendajes
73D756|la tumba es abierta ~ la sepultura de Cristo
73D76|la sepultura de Cristo (posiblemente por angeles)
73D761|Cristo tendido en el sarcófago
73D77|sucesos siguientes a la sepultura de Cristo
73D771|la vuelta de los funerales de Cristo
73D772|la vela de las santas mujeres
73D773|personas lamentándose ante la tumba de Cristo
73D774|los judíos piden a Pilatos que ponga un guardia en el sepulcro
73D7741|la tumba de Jesucristo es sellada
73D7742|soldados guardan el sepulcro de Jesucristo
73D78|estructuras (arquitectónicas) representando o simbolizando el Santo Sepulcro
73D8|los instrumentos de la Pasión y los cinco miembros heridos
73D81|"Arma Christi"
73D811|"Arma Christi" ~ Cristo
73D82|un solo instumento de la Pasión
73D82(...)|un solo instumento de la Pasión (con NOMBRE)
73D82(COCK ON COLUMN)|el gallo sobre la columna ~ instumentos de la Pasión
73D82(COLUMN)|la columna (de la flagelación) ~ instumentos de la Pasión
73D82(CROSS)|la cruz ~ instumentos de la Pasión
73D82(CROWN OF THORNS)|la corona de espinas ~ instumentos de la Pasión
73D82(FOOTPRINTS OF CHRIST)|las huellas de los pies de Jesucristo ~ instumentos de la Pasión
73D82(HEAD OF JUDAS)|cabeza de Judas ~ instumentos de la Pasión
73D82(LANCE)|la lanza ~ instumentos de la Pasión
73D82(NAILS)|los clavos ~ instumentos de la Pasión
73D82(REED)|la caña ~ instumentos de la Pasión
73D82(SHROUD)|el sudario ~ instumentos de la Pasión
73D83|los cinco miembros heridos de Cristo: el corazón (herido en un costado), las manos y los pies
73D831|la herida en el hombro de Cristo
73D9|Cristo desciende a los infiernos, Cristo en el Limbo, "descensus ad inferos", "Anastasis"
73D91|Cristo llega a la puerta del infierno y rompe la(s) puerta(s)
73D92|Cristo entra en el infierno
73D93|Cristo vence las fuerzas diabólicas
73D931|Cristo predicando en el infierno
73D932|Cristo atraviesa a Satán con su lanza o la cruz
73D933|Cristo de pié sobre el diablo(s)
73D934|Satán encadenado ~ Cristo en los infiernos
73D94|Cristo deja el infierno: libera a los patriarcas, los profetas, reyes y otras personas; entre ellas Adán, Eva, Moisés, David, y Juan Bautista
73D95|entrada triunfal en el Paraíso de Cristo y aquellos que ha liberado; son recibidos por María, Henoch y Elías, o por el Buen Ladrón
73D951|el Buen Ladrón llevando su cruz al paraíso
#73DD55|the erection of the cross: Christ is nailed to the cross which lies on the ground - DD - three crosses
#73DD551|raising of the cross to which Christ is nailed already - DD - three crosses
#73DD56|the erection of the cross: raising of the cross (without Christ) - DD - three crosses
#73DD561|Christ mounting the cross (with the help of a ladder) - DD - three crosses
#73DD562|Christ is nailed to the erected cross - DD - three crosses
#73DD61|comprehensive representations of the events on Golgotha during Christ's hanging on the cross, no particular event emphasized - DD - only Christ on the cross
#73DD611|the cross(es) in the middle distance - DD - only Christ on the cross
#73DD612|the cross(es) in the background - DD - only Christ on the cross
#73DD62|representations of Christ's death on the cross, with a particular event or saying of Christ emphasized (up to Christ's death) - DD - only Christ on the cross
#73DD621|'Father, forgive them ...' ~ saying of Christ on the cross - DD - only Christ on the cross
#73DD622|soldiers throwing dice for Christ's seamless garment ~ Christ's death on the cross - DD - only Christ on the cross
#73DD623|bystanders, usually priests and scribes among them, insulting Christ ~ Christ on the cross - DD - only Christ on the cross
#73DD624|one or both of the malefactors insulting Christ - DD - only Christ on the cross
#73DD6241|'today you will be with me in paradise' ~ saying of Christ on the cross - DD - only Christ on the cross
#73DD625|bystanders at the foot of the cross, among whom Mary, Mary Magdalene and John the Evangelist; Mary may be shown swooning - DD - only Christ on the cross
#73DD6251|'woman, behold, your son ...' ~ saying of Christ on the cross - DD - only Christ on the cross
#73DD626|darkness from the sixth to the ninth hour (represented by a solar eclipse) ~ Christ's death - DD - only Christ on the cross
#73DD6261|'my God, my God, why hast thou forsaken me' ~ saying of Christ on the cross - DD - only Christ on the cross
#73DD6262|bystanders mocking Christ ~ sayings of Christ on the cross - DD - only Christ on the cross
#73DD627|'I thirst' ~ saying of Christ on the cross - DD - only Christ on the cross
#73DD6271|one of the soldiers (Stephaton) gives Christ vinegar on a sponge attached to a pole or lance - DD - only Christ on the cross
#73DD62711|Longinus piercing Christ's side; Stephaton giving Christ vinegar - DD - only Christ on the cross
#73DD628|'It is finished' ~ saying of Christ on the cross - DD - only Christ on the cross
#73DD629|'Father, into thy hands I commend my spirit' ~ saying of Christ on the cross - DD - only Christ on the cross
#73DD6291|Christ utters a loud cry and dies - DD - only Christ on the cross
#73DD63|Christ's death on the cross with a particular event emphasized (just after Christ's death) - DD - only Christ on the cross
#73DD631|the centurion confessing his belief in Christ; sometimes the soldiers do the same - DD - only Christ on the cross
#73DD632|Christ's disciples and the women leaving Golgotha - DD - only Christ on the cross
#73DD633|Longinus pierces Christ's side with a lance - DD - only Christ on the cross
#73DD634|the soldiers breaking the limbs of the malefactors with clubs - DD - only Christ on the cross
#73DD64|crucified Christ, with particular persons under the cross - DD - the three crosses
#73DD641|crucified Christ with Mary and John on either side of the cross; Holy Rood - DD - the three crosses
#73DD6411|Mary and John close together; sometimes Mary swooning ~ crucified Christ - DD - the three crosses
#73DD642|crucified Christ with Mary Magdalene, who usually weeps and embraces the cross - DD - the three crosses
#73DD643|crucified Christ with Mary, John, and Mary Magdalene - DD - the three crosses
#73DD644|crucified Christ with Stephaton and/or Longinus - DD - the three crosses
#73DD645|crucified Christ with Mary, John, Stephaton and Longinus - DD - the three crosses
#73DD646|crucified Christ with other persons - DD - the three crosses
#73DD65|Christ on the cross combined with other scenes from the Passion - DD - the three crosses
#73DD651|Christ on the cross; only scenes preceding the crucifixion added - DD - the three crosses
#73DD652|Christ on the cross; only scenes following the crucifixion added - DD - the three crosses
73E|sucesos desde la Resurrección hasta Pentecostés (Mateo 28; Marcos 16; Lucas 4; Juan 20-21; Hechos 1:3-11); muerte de María y José
73E1|Resurrección de Cristo
73E11|sucesos justo antes de la Resurrección
73E111|la mano de Dios despierta a Cristo
73E112|angel(es) abriendo el sepulcro de Cristo, p.ej.: desplazando la piedra hacia un lado
73E113|David cerca del sepulcro de Cristo
73E12|Cristo, generalmente sosteniendo un estandarte, se levanta de su tumba; a menudo combinado con soldados durmiendo y/o asustados
73E121|Cristo empujando (abriendo) la tapa del sarcófago ~ Resurrección
73E1211|la tapa del sarcófago abierta por un ángel ~ Resurrección de Cristo
73E122|Cristo, parcialmente visible, de pié en el sarcófago abierto
73E123|Cristo saliendo de la tumba
73E1231|Cristo pasa a través de las puertas cerradas del templo
73E13|sucesos inmediatamente después de la Resurrección
73E131|Cristo de pié, sobre o cerca de la tumba ~ sucesos tras la Resurrección
73E132|Cristo sentado (sobre un trono) encima de la tumba
73E133|Cristo flotando por encima o cerca de la tumba
73E14|representaciones simbólicas de la Resurrección
73E15|Cristo resucitado (con heridas, pero sin corona de espinas), a veces sosteniendo la cruz
73E16|soldados asustados ante la tumba de Cristo
73E161|los ancianos sobornan a los soldados con dinero ~ Resurrección de Cristo
#73E162|sleeping soldiers at the tomb of Christ
73E2|el sepulcro vacío ~ Resurrección de Cristo
73E21|angel(es) en ó ante el sepulcro vacío de Cristo
73E22|las Santas Mujeres (las tres Marías) se dirigen hacia la tumba, para embalsamar el cuerpo de Cristo
73E23|angel(es) dirigiéndose a las Santas Mujeres ~ Resurrección de Cristo
73E231|angel(es) dirigiéndose a María Magdalena ~ Resurrección de Cristo
73E232|María Magdalena envuelta en el sudario de Cristo
73E24|las Santas Mujeres anuncian a los apóstoles que el sepulcro está vacío ~ Resurrección de Cristo
73E25|Juan, Pedro y María Magdalena se aproximan a la tumba abierta de Cristo
73E251|Pedro y/o Juan se aseguran de que la tumba está vacía
73E3|apariciones de Cristo tras la Resurrección
73E31|María Magdalena arrodillándose ante Cristo, que generalmente se representa como un jardinero con una hoz y/o una pala; "Noli me tangerá"
73E32|Cristo, quizás vestido de peregrino, se aparece a su madre, que normalmente es representada orando
73E321|Cristo y María se abrazan ~ tras la Resurrección
73E33|Cristo se aparece a las Santas Mujeres, normalmente las tres Marías
73E34|por el camino de Emaús: dos discípulos (Cleofás y Pedro) en camino
73E341|Cleofás y Pedro encuentran a Cristo (puede que vayan vestidos de peregrinos)
73E342|Cleofás y Pedro llegan a la puerta de Emaús, o al albergue; piden a Cristo que se quede
73E3421|los discípulos, Cleofás y Pedro, impiden a Jesucristo que continúe su camino tirando de sus ropas ~ el camino de Emaús
73E343|la cena de Emaús: Cristo es reconocido cuando bendice o divide el pan
73E344|Cristo desaparece ~ la cena de Emaús
73E3441|los dos discípulos, Cleofás y Pedro, en la mesa, sin Cristo ~ la cena de Emaús
73E345|Cleofás y Pedro vuelven a Jerusalén
73E3451|Cleofás y Pedro informan a los apóstoles ~ el camino de Emaús
73E35|Jesucristo se aparece a los apóstoles (reunidos tras puertas con cerrojo)
73E351|Cristo a la mesa con los apóstoles ~ tras la Resurrección
73E3511|los apóstoles le traen comida a Jesucristo
73E352|Jesucristo mostrándo sus heridas a los apóstoles
73E353|Jesucristo bendiciéndo a los apóstoles ~ tras la Resurrección
73E354|Jesucristo soplando sobre los apóstoles (a veces una paloma sale de la boca de Cristo)
73E355|Cristo exhortando a los apóstoles a que se queden en Jerusalén
73E36|la incredulidad de Tomás
73E361|los apóstoles le dicen a Tomás que han visto al Señor; Tomás duda
73E362|Cristo se aparece de nuevo a los apóstoles (Tomás presente)
73E363|Cristo muestra a Tomás sus llagas
73E364|Tomás tocando o alargando la mano para tocar las llagas del costado de Cristo, a veces Cristo le lleva la mano
73E3641|Jesucristo con los brazos en cruz ~ la incredulidad de Tomás
73E3642|Cristo abrazando a Tomás
73E36421|Tomás pone la mano sobre los hombros de Jesús
73E365|Tomás alarga la mano para tocar las llagas de las manos de Cristo
73E366|Cristo hace reproches a Tomás y a los apóstoles
73E37|aparición de Cristo en el lago de Gennesaret (mar de Galilea, lago Tiberiades): pesca milagrosa (tras la Resurrección)
73E371|Cristo, desde la orilla, les dice a los apóstoles que echen las redes del lado derecho de la barca
73E372|cuando las redes están llenas, Juan reconoce al Señor ~ aparición de Cristo en el lago de Gennesaret
73E373|Pedro se tira al agua y nada o anda hacia Jesucristo
73E3731|Pedro andando sobre el agua hacia Jesucristo que está en la orilla
73E374|la pesca es llevada a tierra: Pedro lleva la pesada red llena de peces ~ el lago de Gennesaret
73E375|Cristo en la mesa con los apóstoles: les ofrece peces y pan
73E376|la misión de Pedro ('Pasce oves meas'): Cristo señalando a un cordero, Pedro quizás con las llaves en la mano
73E3761|Cristo lleva a Pedro de la mano a una catedral
73E38|otras apariciones de Cristo antes de la Ascensión
73E381|Cristo se aparece en una cueva a Pedro, arrepentido
73E4|Cristo y sus apóstoles en el Monte de los Olivos
73E41|escenas precedentes a la Ascensión
73E411|misión de los apóstoles tras la Resurrección
73E412|Cristo predicando o hablando a los apóstoles
73E413|Cristo bendiciendo a los apóstoles en el Monte de los Olivos
73E42|la Ascensión (Jesucristo rodeado de rayos de luz o en una gloria oval) (aureola)
73E421|Jesucristo elevado a los cielos, de la mano de Dios o ayudado por angeles
73E422|Jesucristo flotando en los aires ~ Ascensión
73E4221|Jesucristo llevado por angeles ~ Ascensión
73E423|Jesucristo transportado por una nube ~ Ascensión
73E424|Jesucristo montado en un carro ~ Ascensión
73E425|Jesucristo casi desaparecido: sólo los pies son aún visibles ~ Ascensión
73E426|Jesucristo asciende al cielo mientras los apóstoles están sentados a la mesa (~ Marcos 16:14-19)
#73E427|Christ ascends into heaven; apostles (and Mary) beneath
73E43|angel(es) dirigiéndose a los apóstoles, y quizás a otros testigos de la Ascensión
73E44|las huellas de los pies de Jesucristo en el Monte de los Olivos ~ Ascensión
73E5|Pentecostés: el Espíritu Santo desciende sobre (María y) los apóstoles, a veces Pablo y/o representantes de las diferentes naciones están presentes (Hechos 2:1-4)
73E51|el Espíritu Santo sale de Dios Padre (o está junto con Dios Padre presente)
73E52|el Espíritu Santo sale  de Jesucristo
73E53|el Espíritu Santo sale del trono vacío de Jesucristo
73E54|el Espíritu Santo sale de Dios Padre y de Jesucristo
73E6|los apóstoles, inspirados por el Espíritu Santo, se dirigen a los representantes de las diferentes naciones ~ Pentecostés (Hechos 2:5-41)
73E61|Pedro da un sermón
73E62|Pedro y otros apóstoles bautizando
73E63|los apóstoles se despiden y parten en todas direcciones
73E7|la muerte de María, la Asunción y la Coronación (a veces en presencia de alguna de las "hijas de los Hebreos"
73E71|la anunciación de la muerte de María por un ángel (Gabriel) con un ramo de palma
73E711|la oración de María (generalmente en un jardín) ~ anunciación de la muerte de María
73E712|María en conversación con sus sirvientas ~ anunciación de la muerte de María
73E72|la reunión milagrosa de los apóstoles: cada uno es llevado en una nube hacia María en su lecho de muerte
73E73|María recibe la última comunión de Juan Evangelista o de Jesucristo
73E74|la Dormición: María en su lecho de muerte, rodeada por los apóstoles (puede que Juan Evangelista aparezca dormido o soñando)
73E741|Jesucristo aparece y se lleva el alma de María ("assumptio anima")
73E7411|conversación entre María y Jesucristo ~ la Dormición
73E742|otras representaciones ~ la muerte de María, p.ej.: María arrodillándose ante su cama
73E75|la sepultura de María
73E751|la procesión funeraria ~ la muerte de María
73E7511|el sumo sacerdote Jeconías es castigado por intentar volcar el sepulcro de María: sus manos se quedan pegadas a él
73E752|los apóstoles montan guardia ante la tumba de María
73E76|Jesucristo devuelve a María a la vida
73E77|la Asunción de María ("assumptio corporis"): María es llevada al cielo por los angeles
73E771|la tumba de María llena de flores
73E772|María deja caer su ceñidor en las manos de Tomás ~ la Asunción
73E78|la Asunción de María combinada con su coronación
73E79|coronación de María en el cielo (normalmente en presencia de la Santa Trinidad)
73E791|coronación de María por Dios Padre
73E792|coronación de María por Jesucristo
73E793|coronación de María por Dios Padre y Jesucristo
73E794|coronación de María y el Espíritu Santo
73E795|coronación de María por uno o más angeles
73E8|la muerte de José y su coronación
73E81|José en su lecho de muerte; Jesucristo y María presentes
73E82|coronación de José en el cielo
#73EE1|Resurrection of Christ - EE - the tomb closed (with unbroken seals)
#73EE11|events just before the Resurrection - EE - the tomb closed (with unbroken seals)
#73EE111|the hand of God awakens Christ - EE - the tomb closed (with unbroken seals)
#73EE112|angel(s) opening the tomb of Christ, e.g.: by rolling aside the stone - EE - the tomb closed (with unbroken seals)
#73EE113|David near the tomb of Christ - EE - the tomb closed (with unbroken seals)
#73EE12|Christ, usually holding a banner, arises from the grave; often combined with sleeping and/or frightened soldiers - EE - the tomb closed (with unbroken seals)
#73EE121|Christ pushing away the lid of the sarcophagus ~ Resurrection - EE - the tomb closed (with unbroken seals)
#73EE1211|the lid of the sarcophagus opened by an angel ~ Resurrection of Christ - EE - the tomb closed (with unbroken seals)
#73EE122|Christ, partly visible, standing in the opened sarcophagus - EE - the tomb closed (with unbroken seals)
#73EE123|Christ stepping out of the tomb - EE - the tomb closed (with unbroken seals)
#73EE1231|Christ stepping through the closed temple-door - EE - the tomb closed (with unbroken seals)
#73EE13|events immediately after the Resurrection - EE - the tomb closed (with unbroken seals)
#73EE131|Christ standing on or near the tomb ~ events after the Resurrection - EE - the tomb closed (with unbroken seals)
#73EE132|Christ sitting (enthroned) on the tomb - EE - the tomb closed (with unbroken seals)
#73EE133|Christ floating above or near the tomb - EE - the tomb closed (with unbroken seals)
#73EE14|symbolic representations of the Resurrection - EE - the tomb closed (with unbroken seals)
#73EE15|the risen Christ (with wounds, but without crown of thorns), sometimes holding the cross - EE - the tomb closed (with unbroken seals)
#73EE16|frightened and/or sleeping soldiers at the tomb of Christ - EE - the tomb closed (with unbroken seals)
#73EE161|the elders bribe the soldiers with money ~ Resurrection of Christ - EE - the tomb closed (with unbroken seals)
#73EE162|sleeping soldiers at the tomb of Christ - EE - the tomb closed (with unbroken seals)
#73EE35|Christ appears to the apostles (gathered behind locked doors) - EE - Thomas not present
#73EE351|Christ at table with the apostles ~ after the Resurrection - EE - Thomas not present
#73EE3511|the apostles bring food to Christ - EE - Thomas not present
#73EE352|Christ showing his wounds to the apostles - EE - Thomas not present
#73EE353|Christ blessing the apostles ~ after the Resurrection - EE - Thomas not present
#73EE354|Christ breathing on the apostles (sometimes a dove comes out of Christ's mouth) - EE - Thomas not present
#73EE355|Christ exhorting the apostles to stay in Jerusalem - EE - Thomas not present
73F|vidas y hechos de los apóstoles de Jesucristo; epístolas
73F1|primeras comunidades cristianas (sermones, curaciones,etc.: en general) (Hechos 2:42-47, 4:32 - 5:11)
73F11|los discípulos esperan la vuelta de Jesucristo
73F12|los discípulos orando y bautizando (en general)
73F13|los discípulos sanando enfermos (en general)
73F14|los discípulos perseguidos
73F141|los discípulos perseguidos por Saulo (Pablo)
73F1411|la congregación es dispersada por la persecución de Saulo
73F142|los discípulos sometidos a burlas (o golpeados)
73F143|los discípulos son arrestados
73F15|los discípulos viven compartiendo todo
73F151|los discípulos venden tierras, casas, etc.
73F1511|José (Bernabé) vende su campo y da el dinero a los apóstoles
73F152|los discípulos reciben regalos
73F153|los discípulos de Jesucristo distribuyen las ofrendas a cada cual según sus necesidades
73F154|historia de Ananías y de Safira
73F1541|Ananías vende un campo y lleva parte de lo cobrado a los apóstoles
73F1542|Ananías, reprochado por Pedro, cae y expira en medio de su donativo
73F1543|Ananías es sacado y enterrado por unos jóvenes
73F1544|Pedro interroga a Safira, que también muere
73F1545|Safira es sacada y enterrada por unos jóvenes
73F16|siete diáconos son elegidos, entre ellos Estéban, que puede aparecer arrodillándose ante Pedro ~ primeras comunidades cristianas (Hechos 6:1-6)
73F17|tras predecir Agabus una gran hambruna, Saulo (Pablo) y Bernabé son encargados de llevar a Jerusalén los donativos recogidos en Antioquía  (Hechos 11:27-30)
73F2|vidas y hechos de los apóstoles (1era parte)
73F21|vida y hechos de Pedro
73F211|Pedro, en medio de los discípulos, propone elegir un apóstol que ocupe el lugar de Judas (Hechos 1:15-26)
73F2111|dos discípulos son nominados: José, llamado Bernabé (Barsabas, Justus); y Matías
73F2112|los discípulos oran por la buena decisión ~ sustitución de Judas
73F2113|la suerte recae en Matías ~ sustitución de Judas
73F2114|Matías es elegido por inspiración del Espíritu Santo
73F212|milagros de Pedro (a veces con ayuda de otros)
73F2121|curación de un mendigo paralítico por Pedro y Juan en la puerta Hermosa del templo (Hechos 3 - 4:31)
73F21211|Pedro, Juan y el hombre sanado entran en el Templo, donde Pedro da un sermón
73F21212|Pedro y Juan son arrestados
73F21213|Pedro y Juan son interrogados por el sumo sacerdote y el Sanedrín
73F21214|Pedro y Juan son liberados y relatan lo ocurrido a los discípulos
73F21215|los discípulos alaban al Señor; el lugar donde estaban reunidos tiembla
73F2122|una multitud de enfermos curada por Pedro y por otros discípulos (Hechos 5:12-16)
73F21221|los enfermos son sacados a la calle, para que les toque la sombra de Pedro
73F2123|el sumo sacerdote y los saduceos meten a Pedro en la cárcel (Hechos 5:17-42)
73F21231|por la noche un ángel abre las puertas de la prisión ~ vida y hechos de Pedro
73F21232|por la mañana los oficiales encuentran las puertas cerradas pero no hay nadie en su interior; los apóstoles están predicando en el templo
73F21233|Pedro y los apóstoles son llevados ante el Sanedrín
73F212331|el aviso de Gamaliel
73F21234|los apóstoles son azotados y después liberados ~ Pedro y los apóstoles en prisión
73F2124|Pedro y Juan imponen las manos a creyentes en Samaria, para que reciban al Espíritu Santo (Hechos 8:14-17)
73F21241|Simón el Mago ofrece dinero a Pedro para comprarle los secretos de su poder (Hechos 8:18-24)
73F212411|Pedro declina el dinero ofrecido por Simón el Mago
73F2125|Pedro en Lida sana a Eneas, que había estado confinado en cama durante ocho años (Hechos 9:32-35)
73F2126|Pedro y Tabita (Dorcas) (Hechos 9:36-42)
73F21261|las obras de caridad de Tabita: confecciona ropas para los pobres
73F21262|Tabita en su lecho de muerte
73F21263|dos mensajeros piden a Pedro que vaya a Joppe
73F21264|se muestran a Pedro las ropas confeccionadas por Tabita
73F21265|Tabita es devuelta a la vida por la oración de Pedro
73F2127|el bastón de Pedro devuelve a la vida a Gregorio Presbiterio
73F2128|Pedro y su "hija" Petronila
73F21281|Petronila es curada temporalmente por Pedro
73F21282|Pedro explica la utilidad de la enfermedad de Petronila al pueblo
73F21283|Tolomeo (Flacus) viendo la belleza de Petronila, se enamora de ella
73F212831|la aflicción de Tolomeo cuando la enfermedad de Petronila reaparece
73F212832|Tolomeo va a ver a Pedro y se convierte en creyente
73F2129|Pedro y la hija del jardinero
73F21291|un jardinero le pide a Pedro que ore por su hija, quien en ese momento muere
73F21292|Pedro devuelve la vida a a la hija del jardinero
73F21293|la hija del jardinero es violada por un extraño
73F213|Pedro y el centurión Cornelio (Hechos 10)
73F2131|Cornelio el Centurión y el ángel
73F2132|Cornelio envía dos sirvientes y un soldado a ver a Pedro en Joppe
73F2133|la visión de Pedro de las bestias impuras, en la azotea de la casa de Simón el curtidor: un toldo desciende del cielo lleno de animales cuadrúpedos, reptiles y pájaros
73F2134|Pedro recibe a los tres mensajeros de Cornelio
73F2135|Pedro en casa de Cornelio: el Espíritu Santo desciende sobre Cornelio y su familia, que son bautizados por Pedro
73F21351|el Espíritu Santo desciende sobre los gentiles tras la plegaria de Pedro
73F2136|los discípulos discuten con Pedro acerca de los gentiles (Hechos 11:1-18)
73F21361|tras narrar Pedro la historia de la conversión de Cornelio, los discípulos dan gracias a Dios
73F214|Pedro perseguido en Jerusalén (Hechos 12:1-23)
73F2141|el rey Herodes Agripa hace arrestar a Pedro
73F2142|Pedro durmiendo entre dos soldados
73F2143|un ángel aparece, y exhorta a Pedro a levantarse ~ Pedro en prisión
73F2144|el ángel guía a Pedro entre los guardias dormidos
73F2145|el ángel desaparece y deja a Pedro solo en la calle
73F2146|Pedro va a la casa de "María, madre de Juan", donde muchos discípulos están reunidos, y llama a la puerta
73F21461|Rhoda, la sirvienta, reconoce a Pedro
73F21462|Rhoda anuncia a los discípulos que Pedro está a la puerta; le abren la puerta
73F21463|Pedro cuenta su liberación
73F2147|cuando se descubre que Pedro ha escapado, Herodes Agripa condena a los guardias
73F2148|el rey Herodes Agripa se dirige al pueblo; es herido por el ángel y muere
73F215|Pedro en Roma
73F2151|el viaje de Pedro a Roma
73F21511|Pedro embarcándose ~ el viaje a Roma
73F21512|Pedro instruyendo a Theon, el capitán del barco, que tuvo una visión acerca del apóstol
73F21513|Pedro bautiza a Theon en el mar: ven a Jesucristo
73F2152|Simón el Mago llega a Roma en una nube
73F21521|Simón el Mago engaña a los cristianos de Roma con su magia
73F2153|Pedro en Roma; la competición con Simón el Mago
73F21531|Pedro predicando en Roma
73F21532|Pedro ante la mansión de Marcelo el Senador, donde Simón reside
73F215321|Pedro envía un perro dentro de la casa para buscar a Simón y que salga
73F215322|Marcelo arrepentido se arroja a los pies de Pedro
73F215323|Pedro exorciza a un jóven
73F2153231|el demonio, al que Pedro había expulsado de un jóven, daña la estatua del César
73F215324|Marcelo repara milagrosamente la estatua salpicando agua sobre los pedazos
73F215325|Simón el Mago y el perro en discusión
73F2153251|el perro vuelve a Pedro y muere ~ la competición con Simón el Mago
73F215326|Pedro hace nadar a un atún ahumado
73F215327|Simón el Mago es maltratado por los sirvientes de Marcelo y expulsado de la casa
73F21533|un bebé se dirige a Simón el Mago delante de la casa de Narciso, donde Pedro reside
73F21534|Jesucristo se aparece a Pedro por la noche
73F21535|Pedro cura a una viuda ciega
73F215351|otras viudas ciegas, en casa de Marcelo, son sanadas por una luz en la que aparece Jesucristo
73F21536|la competición entre Pedro y Simón el Mago en el Forum (ante Nerón; Pablo puede estar presente)
73F215361|Simón el Mago mata a un jóven con ayuda de su magia
73F2153611|Pedro devuelve la vida al jóven al que mató Simón el Mago
73F215362|el hijo de la viuda es devuelto a la vida por Pedro
73F215363|con su magia, Simón el Mago intenta devolver la vida al senador muerto Nicostratus, pero solo es capaz de mover su cabeza
73F2153631|Pedro resucita completamente a Nicostratus
73F2153632|la madre de Nicostratus lleva dinero a Pedro para las "hijas de Cristo"
73F2153633|Nicostratus ofrece también dinero
73F215364|ayudado por los demonios, Simón se arroja desde una torre y vuela sobre Roma
73F215365|Pedro ora: Simón cae y muere
73F2154|otras escenas ~ hechos y viajes de Pedro
73F21541|Pablo visita a Pedro en la cárcel en Antioquía, y le obliga a comer
73F216|martirio y muerte de Pedro
73F2161|Pedro intenta abandonar Roma a escondidas: a la puerta de la ciudad encuentra a Jesucristo, que generalmente lleva su cruz ("Domine, quo vadis?")
73F2162|Pedro vuelve a Roma para ser crucificado
