4|Sociedade, Civilização, Cultura
48C141|representação de um edifício real (que existe ou que existiu)
48C1411|exterior ~ representação de um edifício
48C14111|vista de pássaro, vista aérea ou vista de topo ~ representação de um edifício
48C1412|interior ~ representação de um edifício
48C1413|caricatura de um edifício
48C142|desenho ou modelo arquitectónico
48C1421|série de desenhos, modelos, etc. de um projecto arquitectónico
48C1422|modelo ~ arquitectura 
48C1423|planta, projecto ~ arquitectura
48C1424|secção ~ desenho ou modelo arquitectónico
48C1425|exterior ~ desenho ou modelo arquitectónico
48C14251|vista de pássaro, vista aérea ou vista de topo ~ desenho ou modelo arquitectónico
48C1426|interior ~ desenho ou modelo arquitectónico
48C1427|combinação de exterior e interior ~ desenho ou modelo arquitectónico
48C143|arquitectura ideal e visionária
48C1431|arquitectura fantástica, fantasias irrealistas arquitectónicas
48C1432|modelo de projecto de arquitectura ideal e visionária
48C1433|planta, projecto ~ desenho ou modelo arquitectónico ideal ou visionário
48C1434|secção ~ desenho ou modelo arquitectónico ideal ou visionário
48C1435|exterior ~ desenho ou modelo arquitectónico ideal ou visionário
48C14351|vista de pássaro, vista aérea ou vista de topo ~ desenho ou modelo arquitectónico ideal ou visionário
48C1436|interior ~ desenho ou modelo arquitectónico ideal ou visionário
48C1437|combinação de exterior e interior ~ desenho ou modelo arquitectónico ideal ou visionário
48C144|loucura, extravagância arquitectónica
48C145|cenários arquitectónicos em pinturas, esculturas, etc.
48C1451|"Architekturbild"
48C149|ruína de um edifício ~ arquitectura
48C15|ferramentas, instrumentos do arquitecto
48C16|detalhe arquitectónico
48C161|coluna, pilar ~ arquitectura
48C1611|meia-coluna, pilastra ~ arquitectura
48C1612|capitel (~ coluna, pilar)
48C1613|base (~ coluna, pilar)
48C1614|coluna salomónica; coluna torsa, espiralada
48C1615|colunata
48C162|arco, arquivolta ~ arquitectura
48C1621|arcada ~ arquitectura
48C1622|abóbada ~ arquitectura
48C1622(...)|abóbada (com NOME)
48C16221|chave de abóbada ~ arquitectura
48C1623|cúpula ~ arquitectura
48C1624|"concha" ~ arquitectura
48C163|ordens arquitectónicas, tratados sobre as ordens arquitectónicas ~ arquitectura
48C1631|ordem Dórica ~ arquitectura
48C1632|ordem Toscana ~ arquitectura 
48C1633|ordem Jónica ~ arquitectura
48C1634|ordem Coríntia ~ arquitectura
48C1635|ordem compósita ~ arquitectura
48C164|elementos estruturais (arquitectónicos) ~ seres humanos
48C1641|atlantes ~ arquitectura
48C1642|cariátides ~ arquitectura
48C165|molduras, cornijas ~ arquitectura
48C165(...)|molduras, cornijas ~ arquitectura (com NOME)
48C166|decorações de superfície ~ arquitectura
48C1661|rusticado ou rusticão (tipo de aparelho) ~ decorações de superfície (arquitectura)
48C167|pavimento, chão ~ arquitectura
48C168|outros detalhes arquitectónicos
48C168(...)|outros detalhes arquitectónicos (com NOME)
48C168(ARCHITRAVE)|outros detalhes arquitectónicos: arquitrave
48C2|escultura
48C20|"Sculptura", representações simbólicas, alegorias e emblemas ~ escultura; "Scoltura" (Ripa)
48C21|escultor a trabalhar
48C211|escultor a fazer um modelo, bosquejo (bozzetto)
48C212|molde (oco)
48C213|escultor a estudar as ruínas clássicas
48C22|escultor fora do contexto de trabalho
48C23|retrato, auto-retrato do escultor
48C24|escultura, reprodução de uma escultura
48C241|galeria de esculturas
48C242|gabinete de figuras de cera
48C243|caricatura de uma escultura
48C244|pedestal de uma escultura (talvez na forma de uma herma)
48C25|ferramentas, instrumentos do escultor
48C25(...)|ferramentas, instrumentos do escultor (com NOME)
48C25(MALLET)|ferramentas, instrumentos do escultor: maço, malho
48C26|medalha (considerada como uma peça de escultura, independentemente da sua função específica)
48C27|gema
48C3|artes aplicadas, artes e ofícios; desenho industrial
48C30|representações simbólicas, alegorias e emblemas ~ artes aplicadas
48C31|artesão ~ artes aplicadas
48C311|joalheiro, ourives, prateiro
48C312|artesão ~ base de metal
48C313|oleiro, ceramista
48C314|soprador de vidro
48C315|tecelão de tapeçarias, fabricante de tapeçaria de "gobelin"
48C316|marceneiro, carpinteiro, "ébéniste"
48C32|retrato, auto-retrato do artesão em artes aplicadas
48C33|obras de arte aplicada
48C34|ferramentas, instrumentos do artesão
48C34(...)|ferramentas, instrumentos do artesão (com NOME)
48C34(TOUCH-STONE)|ferramentas, instrumentos do artesão: pedra-de-toque
48C35|ornamentar, decorar ~ artes aplicadas
48C351|decoração "en relief", aplicação
48C352|decoração "en creux"
48C3521|gravura
48C3522|água-forte
48C3523|talhe ~ artes aplicadas
48C35231|entalhar
48C353|decoração plana ~ artes aplicadas
48C3531|pintura ~ artes aplicadas
48C35311|lacagem ~ artes aplicadas
48C3532|impressão ~ artes aplicadas
48C3533|esmaltagem ~ artes aplicadas
48C3534|folheado de madeira ~ artes aplicadas
48C35341|embutidos ~ artes aplicadas
48C35342|marchetaria, marqueteria ~ artes aplicadas
48C3535|damasquino, nielo, nigelo ~ artes aplicadas
48C3536|incrustar ~ artes aplicadas
48C36|desenho industrial, design industrial
48C361|desenhador, designer industrial
48C4|artes monumentais
48C40|representações simbólicas, alegorias e emblemas ~ artes monumentais
48C41|artista das artes monumentais
48C411|mosaicista
48C412|especialista em pintura mural
48C413|artista de vitrais
48C42|retrato, auto-retrato de artista (artes monumentais)
48C43|obra de arte monumental
48C44|ferramentas e instrumentos do artista (artes monumentais)
48C5|pintura, desenho e artes gráficas
48C51|pintura (incluindo iluminura e miniatura)
48C510|"Pictura", representações simbólicas, alegorias e emblemas ~ pintura; "Pittura" (Ripa)
48C5101|a origem da pintura e do desenho
48C511|pintor no trabalho, no seu ateliê
48C5110|inspiração do pintor
48C51101|o pintor e sua musa
48C51102|pintor a tocar, pintor com instrumento musical
48C5111|oficina, ateliê ~ pintor
48C51111|requisitos do ateliê ~ pintor
48C5112|situações de trabalho ~ pintor
48C51121|pintor a fazer desenhos preliminares, esboços 
48C51122|pintor a estudar as ruínas clássicas 
48C51123|pintor a trabalhar a partir de um modelo vivo
48C511231|pintor a trabalhar a partir de um modelo vestido
48C511232|pintor a trabalhar a partir de um modelo nu
48C5113|modelo, que posa sentado(a) ~ pintura
48C5114|pintor a preparar cores
48C5115|pintor a instruir os aprendizes, assistentes ou alunos
48C51151|pintor no trabalho com aprendizes, assistentes ou alunos
48C5119|pintor a destruir o próprio trabalho
48C512|pintor fora do contexto de trabalho
48C513|retrato, auto-retrato de pintor
48C514|quadro, pintura
48C5141|"gemalte Galerie"
48C5142|quadro dentro de um quadro
48C5143|caricatura da pintura
48C515|ferramentas, instrumentos do pintor
48C5151|cavalete
48C5152|paleta
48C5153|pincéis ~ instrumentos do pintor
48C5154|manequim, boneco articulado
48C5155|livro de desenhos preparatórios ~ instrumentos do pintor
48C5156|moldura, etc.
48C51561|"passe-partout"
48C51562|cortina (fingida)
48C52|desenho
48C520|representações simbólicas, alegorias e emblemas ~ desenho
48C521|desenhador no trabalho
48C5211|desenhador a estudar as ruínas clássicas
48C5212|lição, aula de desenho
48C522|desenhador fora do contexto de trabalho
48C523|retrato, auto-retrato de desenhador
48C524|desenho, esboço
48C525|ferramentas, instrumentos do desenhador
48C5251|"camera obscura" (~ ferramentas, instrumentos do desenhador)
48C5252|"camera lucida" (~ ferramentas, instrumentos do desenhador)
48C5253|espelho convexo (~ ferramentas, instrumentos do desenhador)
48C5254|"physionotrace"
48C5255|instrumentos para desenho de perspectiva
48C53|as artes gráficas
48C530|representações simbólicas, alegorias e emblemas ~ artes gráficas
48C531|artista gráfico
48C5311|entalhador, xilógrafo
48C5312|gravador, gravador a água-forte
48C5313|litógrafo
48C532|retrato, auto-retrato de artista gráfico
48C533|impressão, e.g.: gravura, gravura a água-forte, litografia
48C534|ferramentas, instrumentos de artista gráfico
48C534(...)|ferramentas, instrumentos de artista gráfico (com NOME)
48C6|fotografia, cinematografia
48C61|fotografia
48C610|representações simbólicas, alegóricas e emblemas ~ fotografia
48C611|fotógrafo no trabalho
48C6111|estúdio ~ fotógrafo
48C61111|características e equipamento do estúdio fotográfico ~ fotógrafo
48C6112|fotografar
48C61121|fotografar um modelo, que posa sentado(a)
48C6113|câmara escura
48C6114|processamento de película
48C61141|revelar ~ película
48C61142|imprimir ~ película
48C612|fotógrafo fora do contexto de trabalho
48C613|retrato, auto-retrato de fotógrafo
48C614|fotografia
48C6141|negativo ~ fotografia
48C6142|transparência, slide
48C6143|chapa fotográfica, película ~ fotografia
48C6144|fotografia digital
48C615|aparato fotográfico
48C6151|câmara ~ fotografia
48C62|direcção de fotografia
48C620|representações simbólicas, alegorias e emblemas ~ direcção de fotografia
48C621|director de fotografia no trabalho 
48C6211|estúdio ~ director de fotografia
48C6212|filmar, director de fotografia no trabalho
48C62121|fazer um filme de longa metragem
48C62122|fazer um desenho animado
48C6213|montagem, corte ~ filme
48C622|director de fotografia fora do contexto de trabalho
48C623|retrato, auto-retrato de director de fotografia
48C624|película, celulóide
48C6241|bobina de película
48C625|aparato cinematográfico
48C6251|câmara de filmar, câmara de vídeo
48C6252|projector de filme
48C63|os primórdios da fotografia e do cinema
48C7|música
48C70|"Musica", representações simbólicas, alegorias e emblemas ~ música; "Musica" (Ripa)
48C701|origem da música
48C702|poder mágico da música
48C71|compositor
48C711|compositor no trabalho
48C7110|inspiração do compositor
48C71101|o compositor e sua musa
48C712|compositor fora do contexto de trabalho
48C713|retrato de compositor
48C72|músico
48C721|músico no trabalho
48C7210|inspiração do músico
48C72101|o músico e sua musa
48C7211|músico a instruir alunos, aula de música
48C722|músico fora do contexto de trabalho
48C723|retrato de músico
48C723(...)|retrato de músico (com o NOME da profissão)
48C73|instrumentos musicais; grupo de instrumentos musicais
48C731|instrumentos de cordas (friccionados)
48C7311|violino, viola
48C7312|viola, violoncelo; contrabaixo
48C7313|viola, rebeque (instrumentos similares ao violino)
48C7314|sanfona
48C7315|outros instrumentos de cordas tocados com arco
48C7315(...)|outros instrumentos de cordas tocados com arco (com NOME)
48C732|instrumentos de cordas (dedilhados)
48C7321|lira, cítara, saltério
48C7322|harpa
48C7323|alaúde, e formas específicas de alaúde, e.g.: tiorba
48C7324|cistre, bandolim, guitarra, balalaika
48C7325|dulcimer, cítara
48C7326|outros instrumentos de cordas (dedilhados)
48C7326(...)|outros instrumentos de cordas (dedilhados) (com NOME)
48C733|instrumentos com teclado
48C7331|espineta, virginal
48C7332|clavicórdio, cravo
48C7333|piano
48C73331|piano de cauda
48C7334|órgão
48C73341|órgão de igreja
48C7335|acordeão
48C7336|outros instrumentos com teclado
48C7336(...)|outros instrumentos de teclas (com NOME)
48C734|instrumentos de percussão
48C7341|tambor (instrumento musical)
48C73411|pandeiro
48C7342|clappers, castanholas
48C7343|carrilhão, jogo de sinos
48C73431|sino ~ instrumentos musicais
48C7344|outros instrumentos de percussão
48C7344(...)|outros instrumentos de percussão (com NOME)
48C735|instrumentos de sopro
48C7351|flauta, aulos, tíbia
48C73511|flauta doce ou flauta de bisel
48C73512|clarinete, fagote, oboé, charamela
48C73513|flauta transversal
48C7352|trompa, trompete, corneto, trombone, tuba
48C73521|saxofone
48C7353|flauta de pã
48C7354|gaita-de-foles,  musette
48C7355|órgão de boca
48C7356|outros instrumentos de sopro
48C7356(...)|outros instrumentos de sopro (com NOME)
48C736|instrumentos ~ música popular
48C737|instrumentos musicais improvisados ​​(utensílios de cozinha, etc.)
48C738|acessórios ~ música: metrónomo, estante, diapasão, etc.
48C74|notação musical
48C741|edição impressa de partitura musical
48C742|manuscrito de partitura musical
48C7421|autógrafo ~ notação musical
48C743|teoria musical
48C75|tocar; músico com instrumento 
48C751|uma pessoa com instrumento musical, sem tocar
48C7511|afinando um instrumento
48C75111|afinando o alaúde
48C7512|pessoa com instrumento musical, em meditação, em contemplação
48C752|uma pessoa a tocar um instrumento
48C7521|uma pessoa a tocar um instrumento de cordas (friccionado)
48C7522|uma pessoa a tocar um instrumento de cordas (dedilhado)
48C7523|uma pessoa a tocar um instrumento com teclado
48C7524|uma pessoa a tocar um instrumento de percurssão
48C7525|uma pessoa a tocar um instrumento de sopro
48C753|mais do que um músico com um instrumento
48C7531|grande grupo de músicos, orquestra
48C7532|pequeno grupo de músicos, orquestra de câmara, banda de jazz
48C754|música instrumental e vocal, em conjunto
48C7541|cantor(a) acompanhando-se a si próprio(a)
48C75411|menestrel, jogral
48C75412|bardo, poeta lírico
48C7542|músico(s) acompanhando cantor(es)
48C755|música vocal, canto
48C7551|cantor(a) sem acompanhamento
48C75511|cantor 
48C75512|cantora
48C7552|coro
48C756|música popular, música de rua
48C7561|música popular instrumental
48C75611|tocador de sanfona
48C75612|tocador de realejo
48C75613|uma pessoa a tocar vários instrumentos, "homem dos sete instrumentos"
48C75614|banda de metais, banda de rua
48C7562|música popular vocal
48C75621|cantor(a) de baladas, compositor(a) de baladas
48C76|música por autómatos musicais
48C761|caixa de música
48C762|órgão de rua, "pierement"
48C763|pianola; orquestração
48C77|maestro ~ música
48C771|batuta ~ maestro
48C78|ouvir música
48C8|as artes do palco: ballet, teatro, drama musical, filme 
48C80|representações simbólicas, alegorias e emblemas ~ as artes do palco
48C801|representações simbólicas, alegorias e emblemas ~ dança e ballet
48C802|representações simbólicas, alegorias e emblemas ~ o teatro
48C8021|representações simbólicas, alegorias e emblemas ~  literatura dramática
48C803|representações simbólicas, alegorias e emblemas ~ drama musical
48C804|representações simbólicas, alegorias e emblemas ~ filme
48C81|o palco e os seus equipamentos
48C811|cenografia
48C812|atrás do palco
48C813|cenário ~ palco
48C8131|pano de fundo
48C8132|luzes ~ palco
48C8133|cortina ~ palco
48C814|camarim ~ palco
48C82|pessoas que trabalham no palco
48C821|director, produtor ~ palco
48C822|coreógrafo
48C823|ponto
48C824|maquinista
48C83|performer, artista (fora do contexto de trabalho)
48C831|retrato de artista (bailarino, actor, etc.)
48C8311|retrato de bailarino, bailarina
48C8312|retrato de actor, actriz
48C8313|retrato de cantora de ópera
48C8314|retrato de artista de cabaré
48C8315|retrato de actor, actriz de cinema
48C832|artista em outras situações fora do contexto de trabalho
48C8321|bailarino (fora do contexto de trabalho)
48C8322|actor, actriz (fora do contexto de trabalho)
48C8323|cantora de ópera (fora do contexto de trabalho)
48C8324|artista de cabaré (fora do contexto de trabalho)
48C8325|actor de cinema, actriz de cinema (fora do contexto de trabalho)
48C84|o ballet, espectáculo de ballet
48C841|treino ~ ballet
48C842|corpo de ballet; bailarinos no palco
48C8421|bailarino 
48C8422|bailarina 
48C843|passos de ballet, posições
48C844|figurino de ballet
48C85|teatro, representação teatral
48C851|ensaio, estudar o papel ~ teatro
48C852|grupo de actores, troupe; actores no palco, em cena
48C8521|actor (no palco, em cena)
48C85211|interpretação de uma personagem feminina por um actor
48C8522|actriz (no palco, em cena)
48C85221|interpretação de um personagem masculino por uma actriz
48C8523|troupe (actores) "en route"
48C85231|troupe que faz a sua entrada na cidade, anunciando a representação
48C853|guarda-roupa, figurinos
48C854|géneros teatrais
48C8541|drama religioso
48C85411|moralidade ~ género teatral
48C8542|drama retórico
48C8543|"commedia dell'arte"
48C85431|personagens da "commedia dell'arte"
48C85431(...)|personagens da "commedia dell'arte" (com NOME)
48C85431(HARLEQUIN)|personagens da "commedia dell'arte": Harlequin, Arlequim
48C85431(PANTALONE)|personagens da "commedia dell'arte": Pantalone, Pantaleão
48C85431(PIERROT)|personagens da "commedia dell'arte": Pierrot, Pedrolino, palhaço triste
48C85431(PULCINELLA)|personagens da "commedia dell'arte": Pulcinella, Polichinelo
48C8544|pantomima, mímica, mascarada
48C85441|"tableau vivant"
48C8545|tragédia
48C85450|"Tragedia" (Ripa)
48C8546|comédia
48C85460|"Comedia", "Comedia vecchia" (Ripa)
48C8547|farsa satírica, farsa
48C8548|outros géneros teatrais
48C85481|teatro total, multimédia
48C85482|happening ~ palco
48C855|teatro de fantoches e marionetes
48C8551|fantoche
48C85511|Punch e Judy
48C8552|marioneta
48C856|sombras chinesas
48C86|drama musical, representação de um drama musical
48C861|ensaio, estudar o papel ~ drama musical
48C862|ópera
48C8621|cantor de ópera 
48C8622|cantora de ópera 
48C863|opereta, musical, "Singspiel"
48C864|cabaré
48C8641|artista de cabaré 
48C865|teatro de variedades
48C8651|striptease
48C87|filme, mostra de filme
48C871|actores no écran
48C8711|actor de cinema (no écran)
48C8712|actriz de cinema (no écran)
48C872|crítico de cinema
48C873|géneros ~ cinema
48C8731|filme (longa metragem)
48C8732|documentário sobre a natureza
48C8733|documentário
48C8734|desenhos animados
48C9|literatura ~ artes
48C90|"litterae", representações simbólicas, alegorias e emblemas ~ literature; "Lettere" (Ripa)
48C901|representações simbólicas, alegorias e emblemas ~ poesia; "Poesia" (Ripa)
48C9011|representações simbólicas, alegorias e emblemas ~ épica, poesia narrativa
48C90111|representações simbólicas, alegorias e emblemas ~ poesia heróica; "Poema heroico" (Ripa)
48C9012|representações simbólicas, alegorias e emblemas ~ poesia lírica; "Poema lirico" (Ripa)
48C90121|representações simbólicas, alegorias e emblemas ~ poesia de amor
48C9013|representações simbólicas, alegorias e emblemas ~ elegia
48C9014|representações simbólicas, alegorias e emblemas ~ poesia satírica; "Poema satirico" (Ripa)
48C9015|representações simbólicas, alegorias e emblemas ~ poesia idílica; "Poema pastorale" (Ripa)
48C902|representações simbólicas, alegorias e emblemas ~ prosa
48C9021|representações simbólicas, alegorias e emblemas ~ épica, prosa narrativa
48C91|escritor, poeta, autor
48C910|inspiração do poeta, "Furore poetico" (Ripa)
48C9101|o poeta e sua musa
48C911|autor, poeta a escrever
48C9111|autógrafo ~ autor, poeta
48C9112|autor, poeta a ditar
48C912|"poète maudit"
48C913|autor a ler a sua obra
48C919|autor que destrói o seu trabalho
48C92|autor fora do contexto de trabalho
48C921|Fama ~ escritor, "poeta laureatus"
48C93|retrato de escritor
48CC21|escultor a trabalhar - CC - no exterior
48CC211|escultor a fazer um modelo, bosquejo (bozzetto) - CC - no exterior
48CC212|molde (oco) - CC - no exterior
48CC213|escultor a estudar as ruínas clássicas - CC - no exterior
48CC511|pintor no trabalho, no seu ateliê - CC - no exterior
48CC5110|inspiração do pintor - CC - no exterior
48CC51101|o pintor e sua musa - CC - no exterior
48CC51102|pintor a tocar, pintor com instrumento musical - CC - no exterior
48CC5111|oficina, ateliê ~ pintor - CC - no exterior
48CC51111|requisitos do ateliê ~ pintor - CC - no exterior
48CC5112|situações de trabalho ~ pintor - CC - no exterior
48CC51121|pintor a fazer desenhos preliminares, esboços - CC - no exterior
48CC51122|pintor a estudar as ruínas clássicas - CC - no exterior
48CC51123|pintor a trabalhar a partir de um modelo vivo - CC - no exterior
48CC511231|pintor a trabalhar a partir de um modelo vestido - CC - no exterior
48CC511232|pintor a trabalhar a partir de um modelo nu - CC - no exterior
48CC5113|modelo, que posa sentado(a) ~ pintura - CC - no exterior
48CC5114|pintor a preparar cores - CC - no exterior
48CC5115|pintor a instruir os aprendizes, assistentes ou alunos - CC - no exterior
48CC51151|pintor no trabalho com aprendizes, assistentes ou alunos - CC - no exterior
48CC5119|pintor a destruir o próprio trabalho - CC - no exterior
48CC521|desenhador no trabalho - CC - no exterior
48CC5211|desenhador a estudar as ruínas clássicas - CC - no exterior
48CC5212|lição, aula de desenho - CC - no exterior
48CC611|fotógrafo no trabalho - CC - no exterior
48CC6111|estúdio ~ fotógrafo - CC - no exterior
48CC61111|requisitos do estúdio ~ fotógrafo - CC - no exterior
48CC6112|fotografar - CC - no exterior
48CC61121|fotografar um modelo, que posa sentado(a) - CC - no exterior
48CC6113|câmara escura - CC - no exterior
48CC6114|película fotográfica, rolo fotográfico?? Ou processo fotográfico - CC - no exterior
48CC61141|revelar ~ película - CC - no exterior
48CC61142|imprimir ~ película - CC - no exterior
48CC621|director de fotografia no trabalho - CC - no exterior
48CC6211|estúdio ~ director de fotografia - CC - no exterior
48CC6212|filmar, director de fotografia no trabalho - CC - no exterior
48CC62121|fazer um filme de longa metragem - CC - no exterior
48CC62122|making an animated cartoon - CC - no exterior
48CC6213|montagem, corte ~ filme - CC - no exterior
48CC7|música - CC - no exterior
48CC70|"Musica", representações simbólicas, alegorias e emblemas ~ música; "Musica" (Ripa) - CC - no exterior
48CC701|origem da música - CC - no exterior
48CC702|poder mágico da música - CC - no exterior
48CC71|compositor - CC - no exterior
48CC711|compositor no trabalho - CC - no exterior
48CC7110|inspiração do compositor - CC - no exterior
48CC71101|o compositor e sua musa - CC - no exterior
48CC712|compositor fora do contexto de trabalho - CC - no exterior
48CC713|retrato de compositor - CC - no exterior
48CC72|músico - CC - no exterior
48CC721|músico no trabalho - CC - no exterior
48CC7210|inspiração do músico - CC - no exterior
48CC72101|o músico e sua musa - CC - no exterior
48CC7211|músico a instruir os aprendizes, assistentes ou alunos, aula de música - CC - no exterior
48CC722|músico fora do contexto de trabalho - CC - no exterior
48CC723|retrato de músico - CC - no exterior
48CC723(...)|retrato de músico (com o NOME da profissão) - CC - no exterior
48CC73|instrumentos musicais; grupo de instrumentos musicais - CC - no exterior
48CC731|instrumentos de cordas (tocado com arco) - CC - no exterior
48CC7311|violino, rabeca - CC - no exterior
48CC7312|viola, violoncelo; contrabaixo - CC - no exterior
48CC7313|viola, rebeque (instrumentos similares ao violino) - CC - no exterior
48CC7314|sanfona - CC - no exterior
48CC7315|outros instrumentos de cordas tocados com arco - CC - no exterior
48CC7315(...)|outros instrumentos de cordas tocados com arco (com NOME) - CC - no exterior
48CC732|instrumentos de cordas (dedilhados) - CC - no exterior
48CC7321|lira, cítara, saltério - CC - no exterior
48CC7322|harpa - CC - no exterior
48CC7323|alaúde, e formas específicas de alaúde, e.g.: tiorba - CC - no exterior
48CC7324|cítola ou cistre, bandolim, guitarra, balalaika - CC - no exterior
48CC7325|dulcimer, cítara - CC - no exterior
48CC7326|outros instrumentos de cordas (dedilhados) - CC - no exterior
48CC7326(...)|outros instrumentos de cordas (dedilhados) (com NOME) - CC - no exterior
48CC733|instrumentos com teclado - CC - no exterior
48CC7331|espineta, virginal - no exterior
48CC7332|clavicórdio, cravo - CC - no exterior
48CC7333|piano - CC - no exterior
48CC73331|piano de cauda - CC - no exterior
48CC7334|órgão - CC - no exterior
48CC73341|órgão de igreja - CC - no exterior
48CC7335|acordeão - CC - no exterior
48CC7336|outros instrumentos com teclado - CC - no exterior
48CC7336(...)|outros instrumentos com teclado (com NOME) - CC - no exterior
48CC734|instrumentos de percussão - CC - no exterior
48CC7341|tambor (instrumento musical) - CC - no exterior
48CC73411|pandeireta - CC - no exterior
48CC7342|clappers, castanholas - CC - no exterior
48CC7343|carrilhão - CC - no exterior
48CC73431|sino ~ instrumentos musicais - CC - no exterior
48CC7344|outros instrumentos de percussão - CC - no exterior
48CC7344(...)|outros instrumentos de percussão (com NOME) - CC - no exterior
48CC735|instrumentos de sopro - CC - no exterior
48CC7351|flauta, aulos, tíbia - CC - no exterior
48CC73511|flauta doce ou flauta de bisel - CC - no exterior
48CC73512|clarinete, fagote, oboé, charamela - CC - no exterior
48CC73513|flauta transversal - CC - no exterior
48CC7352|chifre, trompete, corneta, trombone, tuba - CC - no exterior
48CC73521|saxofone - CC - no exterior
48CC7353|flauta de pã - CC - no exterior
48CC7354|gaitas-de-foles, museta - CC - no exterior
48CC7355|gaita-de-beiços, harmónica - CC - no exterior
48CC7356|outros instrumentos de sopro - CC - no exterior
48CC7356(...)|outros instrumentos de sopro (com NOME) - CC - no exterior
48CC736|instrumentos ~ música popular - CC - no exterior
48CC737|instrumentos musicais improvisados ​​(utensílios de cozinha, etc.) - CC - no exterior
48CC738|acessórios ~ metrónomo, estante, diapasão, etc. - CC - no exterior
48CC74|notação musical - CC - no exterior
48CC741|edição impressa de partitura musical - CC - no exterior
48CC742|manuscrito de partitura musical - CC - no exterior
48CC7421|autógrafo ~ notação musical ~ - CC - no exterior
48CC743|teoria musical - CC - no exterior
48CC75|tocar; músico com instrumento - CC - no exterior
48CC751|uma pessoa com instrumento musical, sem tocar - CC - no exterior
48CC7511|afinando um instrumento - CC - no exterior
48CC75111|afinando o alaúde - CC - no exterior
48CC7512|pessoa com instrumento musical, em meditação, em contemplação - CC - no exterior
48CC752|uma pessoa a tocar um instrumento - CC - no exterior
48CC7521|uma pessoa a tocar um instrumento de cordas (friccionado) - CC - no exterior
48CC7522|uma pessoa a tocar um instrumento de cordas (dedilhado) - CC - no exterior
48CC7523|uma pessoa a tocar um instrumento de teclas - CC - no exterior
48CC7524|uma pessoa a tocar um instrumento de percurssão - CC - no exterior
48CC7525|uma pessoa a tocar um instrumento de sopro - CC - no exterior
48CC753|mais do que um músico com um instrumento - CC - "concert champêtre" ("concerto campestre")
48CC7531|grupo de músicos, orquestra - CC - "concert champêtre" ("concerto campestre")
48CC7532|pequeno grupo de músicos, orquestra de câmara, banda de jazz - CC - "concert champêtre" ("concerto campestre")
48CC754|conjunto de música instrumental e vocal - CC - no exterior
48CC7541|cantor(a) acompanhando-se a si próprio(a) - CC - no exterior
48CC75411|menestrel, "jongleur" - CC - no exterior
48CC75412|bardo, poeta lírico - CC - no exterior
48CC7542|músico(s) acompanhando cantor(es) - CC - no exterior
48CC755|música vocal, canto - CC - no exterior
48CC7551|cantor(a) sem acompanhamento - CC - no exterior
48CC75511|cantor - CC - no exterior
48CC75512|cantora - CC - no exterior
48CC7552|coro - CC - no exterior
48CC756|música popular, música de rua - CC - no exterior
48CC7561|música popular instrumental - CC - no exterior
48CC75611|tocar sanfona - CC - no exterior
48CC75612|tocar realejo - CC - no exterior
48CC75613|uma pessoa a tocar vários instrumentos, orquestra de uma pessoa - CC - no exterior
48CC75614|banda de música, banda de rua - CC - no exterior
48CC7562|música popular vocal - CC - no exterior
48CC75621|cantor(a) de baladas, compositor(a) de baladas - CC - no exterior
48CC76|música "automática" - CC - no exterior
48CC761|caixa de música - CC - no exterior
48CC762|órgão, "pierement" - CC - no exterior
48CC763|pianola; orquestração - CC - no exterior
48CC77|maestro ~ música - CC - no exterior
48CC771|baqueta ~ maestro - CC - no exterior
48CC78|ouvir música - CC - no exterior
48CC841|treino ~ ballet - CC - feminino
48CC844|vestuário de ballet - CC - feminino
48CC853|guarda-roupa, figurinos - CC - feminino
49|educação, ciência e educação
49A|educação
49A0|representações simbólicas, alegorias e emblemas ~ educação; "Ammaestramento", "Dottrina", "Educatione", "Istitutione" (Ripa)
49A1|estudo e recreação 
49A11|estudo e recreação considerados como os dois principais aspectos da educação
49B|educação escolástica, ensino
49B1|jardim de infância
49B2|escola básica (primária), classe, curso
49B21|ir à escola
49B211|ser levado à escola, primeiro dia de escola
49B22|voltar da escola para casa
49B23|despedida da escola, último dia de aulas
49B24|professor e aluno
49B241|criança a ensinar o professor, pais, ou outros adultos
49B25|castigo na escola
49B251|limitação de liberdade (na escola); no canto de pé,  a ser vigiado, etc.
49B252|castigo corporal na escola: castigar, bater, etc.
49B2521|vara, régua ~ castigo na escola
49B2522|aluno a castigar professor
49B253|estar na fila ~ castigo na escola
49B3|continuação da edução
49B31|educação secundária
49B32|ensino profissional, e.g.: escola politéctica
49B33|ensino superior.e.g.: escola superior de educação
49B4|universidade
49B40|personificação da universidade; "Academia" (Ripa)
49B41|organização universitária
49B411|fundação de uma universidade
49B4111|comemoração da fundação de uma universidade
49B412|conselho directivo, académicos de uma universidade
49B413|bedel, zelador
49B4131|bastão do bedel
49B414|insígnia, selo ~ universidade
49B415|faculdades ~ universidade
49B416|edíficio universitário, colégio 
49B42|educação universitária
49B421|aulas ~ universidade
49B4211|discurso inaugural ~ universidade
49B4212|"magister cum discipulis" ~ universidade
49B4213|xilogravura - "Accipies", "accipies tanti doctoris dogmata sacra"
49B4214|aulas prácticas ~ universidade
49B422|exame ~ universidade
49B423|receber o título de doutor
49B4231|tese de doutoramento
49B4232|diploma universitário
49B4233|grau honorífico
49B43|professor
49B431|grupo de professores
49B44|estudante
49B441|estudar ~ universidade
