2|Natureza
31BB162|sesta - BB - no exterior
31BB17|acordar - BB - no exterior
31BB171|levantar da cama - BB - no exterior
31BB18|inconsciência - BB - no exterior
31BB181|desmaiar, desfalecimento - BB - no exterior
31BB19|repousar - BB - no exterior
31C|espírito (ou alma) versus corpo
31D|vida humana e suas idades (jovem, adulto, idoso, etc.)
31D1|as idades do homem
31D11|os primeiros anos ~ as idades do homem
31D110|Infância (alleg.)
31D111|bébé, recém-nascido ~ as idades do homem
31D1111|bébé do sexo masculino
31D1112|bébé do sexo feminino
31D112|criança
31D1120|Infância (alleg.)
31D1121|criança pequena ~ as idades do homem
31D11211|criança pequena (sexo masculino)
31D11212|criança pequena (sexo feminino)
31D1122|criança entre a infância e a juventude (de sexo indeterminado)
31D11221|rapaz (criança entre a infância e a juventude)
31D112210|adolescência (masculina) (alleg.)
31D11222|rapariga (criança entre a infância e a juventude)
31D112220|adolescência (feminina) (alleg.)
31D12|jovem, adolescente
31D120|juventude, adolescência, "Iuventus"; "Adolescenza", "Gioventù" (Ripa)
31D13|adolescente, rapariga, virgem
31D130|virgindade
31D14|homem adulto
31D140|idade adulta, maioridade; "Virilità" (Ripa)
31D15|mulher adulta
31D150|feminilidade
31D16|velho
31D160|velhice, "Senectus"; "Vecchiezza" (Ripa)
31D161|"beau vieillard"
31D162|velho feio
31D17|velha 
31D171|velha bonita, "belle vieille"
31D172|velha feia, bruxa
31D2|vida humana dividida em fases
31D2(...)|vida humana dividida em fases, e.g. três, quatro, sete, doze fases (com NÚMERO)
31D21|representação das idades do homem por uma escada
31D21(...)|representação das idades do homem por uma escada (com o NÚMERO de degraus)
31D3|vida humana dividida em décadas
31D30|0-10 anos, dos zero aos dez anos
31D31|10-20 anos,dos dez aos vinte anos
31D32|20-30 anos, dos vinte aos trinta anos
31D33|30-40 anos, dos trinta aos quarenta anos
31D34|40-50 anos, dos quarenta aos cinquenta anos
31D35|50-60 anos, dos cinquenta aos sessenta anos
31D36|60-70 anos, dos sessenta aos setenta anos
31D37|70-80 anos, dos setenta aos oitenta anos
31D38|80-90 anos, dos oitenta aos noventa anos
31D39|90-100 anos, dos noventa aos cem anos
31D4|aniversário
31D4(...)|aniversário (com o NÚMERO de anos)
31D41|… anos de idade
31D41(...)|… anos de idade (com o NÚMERO de anos)
31D5|juventude versus velhice; jovem e velho
31D51|crianças comportando-se como adultos
31D52|adultos comportando-se como crianças
31D6|rejuvenescimento
31D61|fonte da juventude, "Fontaine de Jouvence"
31D62|rejuvenescimento através do fogo, ou por ebulição
31D7|envelhecimento artificial
31D71|"paidogeron", i.e. criança ou jovem com barba ou outro sinal de velhice
31D8|nome próprio
31D81|dia onomástico
31D82|o indivíduo e o seu nome
31D83|pseudónimo
31D84|apelido, alcunha
31D85|dar ou receber um nome
31D9|tempo de vida
31D90|"Età in generale" (Ripa)
31D91|vida longa
31D910|"Vita longa" (Ripa)
31D92|vida curta 
31D920|"Velocità della vita humana", "Vita breve" (Ripa)
31DD3|vida humana dividida em décadas - DD - décadas acima dos 100 anos
31DD30|0-10 anos, dos zero aos dez anos - DD - décadas acima dos 100 anos
31DD31|10-20 anos, dos dez aos vinte anos - DD - décadas acima dos 100 anos
31DD32|20-30 anos, dos vinte aos trinta anos - DD - décadas acima dos 100 anos
31DD33|30-40 anos, dos trinta aos quarenta anos - DD - décadas acima dos 100 anos
31DD34|40-50 anos, dos quarenta aos cinquenta anos - DD - décadas acima dos 100 anos
31DD35|50-60 anos, dos cinquenta aos sessenta anos - DD - décadas acima dos 100 anos
31DD36|60-70 anos, dos sessenta aos setenta anos - DD - décadas acima dos 100 anos
31DD37|70-80 anos, dos setenta aos oitenta anos - DD - décadas acima dos 100 anos
31DD38|80-90 anos, dos oitenta aos noventa anos - DD - décadas acima dos 100 anos
31DD39|90-100 anos, dos noventa aos cem anos - DD - décadas acima dos 100 anos
31E|morte do ser humano
31E1|morrer
31E11|deixar os assuntos em ordem ~ morrer
31E111|fazer testamento
31E112|reunião de parentes ~ moribundo
31E113|últimas palavras e últimos desejos (expressos oralmente), testamento nuncupativo
31E12|leito de morte
31E121|morte com fé (morte pacífica) versus morte sem fé (medo da morte)
31E122|morrer pacificamente, boa morte
31E1221|eutanásia, ser a causa de uma morte fácil
31E123|agonia, morte inquieta; medo da morte
31E13|"Ars moriendi"
31E14|morte em idades diferentes
31E141|nado-morto
31E142|morte de uma criança
31E143|morte de um jovem
31E144|morte de um adulto
31E15|ir para o Céu sem morrer, assunção
31E2|causas de morte
31E21|morte natural
31E211|morte na velhice
31E212|morte por doença
31E213|"sudden death" (morte súbita)
31E22|morte por acidente (morte não violenta)
31E221|morte acidental ~ água
31E2211|morte por afogamento (não-violento)
31E2212|afogado
31E222|morte acidental ~ temperatura
31E2221|morte acidental por calor
31E22211|morte acidental ~ fogo
31E2222|morte acidental ~ frio
31E223|morte acidental ~ causas internas
31E2231|morte acidental ~ fome 
31E2232|morte acidental ~ sede 
31E2233|morte acidental ~ falta de ar, sufocar
31E2234|morte acidental ~ veneno
31E224|morte acidental por queda de objectos
31E225|morrer dos efeitos de uma queda
31E228|morte devido a causas relacionadas com o ambiente natural, em particular catástrofes naturais
31E229|morte causada por efeitos indesejados de actividades humanas, no trânsito, no trabalho, etc.
31E23|morte violenta, ser assassínado; ser maltratado; procurar a morte
31E231|morte violenta ~ elementos
31E2311|morte violenta ~ água
31E23111|afogamento, "walking the plank" ("andar na prancha") (morte violenta ~ água)
31E231111|punição em torno da quilha de um barco
31E23112|estilicídio (gotejamento contínuo) (morte violenta ~  água)
31E2312|morte violenta ~ fogo 
31E23121|morte violenta na fogueira; pira
31E231211|morte violenta na grelha (queimado)
31E23122|morte violenta por ser torturado numa parte do corpo, com fogo
31E231221|morte violenta por ebulição
31E23123|morte violenta por electrocussão
31E231231|morte violenta na cadeira eléctrica
31E2313|morte violenta ~ terra
31E23131|enterrado vivo (morte violenta)
31E231311|totalmente enterrado (morte violenta)
31E231312|parcialmente enterrado
31E23132|emparedado (morte violenta)
31E2314|morte violenta ~ ar
31E23141|falta de ar, asfixiando
31E23142|morte violenta por gás; asfixia
31E23143|morte violenta ~ gases perigosos
31E232|morte violenta ~ temperatura
31E2321|morte violenta pelo calor (chumbo derretido, carvão em brasa, etc.)
31E2322|morte violenta pelo frio
31E23221|morte violenta por congelamento
31E233|morte violenta ~ causas internas
31E2331|morte violenta por fome
31E23319|morte violenta por superalimentação, alimentação forçada
31E2332|morte violenta pela sede
31E2333|morte violenta por veneno
31E23331|morte violenta por veneno na comida
31E23332|morte violenta por veneno na bebida
31E233321|morte violenta por copo envenenado
31E23333|morte violenta por mordida ou picada de animal venenoso
31E233331|morte violenta por mordida de serpente
31E23334|morte violenta por objecto envenenado
31E23335|morte violenta por injecção de veneno
31E234|morte violenta por golpes, pontapés, picadas, etc.
31E2341|morte violenta ~ arremesso de objecto pesado
31E23411|morte violenta por apedrejamento
31E2342|morte violenta por golpe na cabeça
31E23421|morte violenta por golpe na cabeça com um objecto
31E23422|morte violenta por golpe na cabeça com projéctil
31E23423|morte violenta por golpe na cabeça com a mão
31E2343|morte violenta por golpes em outras partes do corpo
31E23431|morte violenta por açoitamento 
31E2344|morte violenta por raspagem, curetagem
31E2345|morte violenta por picadas
31E23451|morte violenta num barril com pregos atravessados
31E2346|morte violenta por arma
31E23461|morte violenta por flecha(s)
31E23462|morte violenta por lança, alabarda
31E23463|morte violenta por armas brancas
31E234631|morte violenta pela espada
31E234632|morte violenta por punhal, faca
31E2347|morte violenta por armas de fogo
31E23471|morte violenta por bomba, granada de mão
31E23472|morte violenta por fusilamento
31E2348|morte violenta ~ sendo lançado (a partir de uma certa altura), sendo lançado para dentro de um poço
31E23481|morte violenta ~ ser lançado numa armadilha
31E235|morte violenta ~ maus-tratos, tortura
31E2351|morte violenta por estiramento
31E2352|morte violenta por flexão do corpo
31E2353|morte violenta ao ser amarrado numa posição não natural
31E23531|morte violenta na roda
31E23532|morte violenta ao ser amarrado, atado, atrás de um veículo ou animal
31E2354|morte violenta por estrangulamento
31E23541|morte violenta por esmagamento
31E2355|morte violenta por enforcamento
31E2356|morte violenta por crucificação
31E23561|morte violenta por crucificação vertical
31E23562|morte violenta por crucificação de cabeça para baixo
31E23563|morte violenta por crucificação numa cruz em forma de X
31E236|morte violenta por mutilação ou estropiamento
31E2361|morte violenta por fractura óssea
31E2362|morte violenta pela remoção de partes do corpo através de corte, serragem (amputação), laceração
31E23621|morte violenta por decapitação
31E236211|morte violenta ~ decapitação na guilhotina
31E236212|corpo sem cabeça de uma pessoa decapitada
31E236219|cabeça de uma pessoa decapitada
31E2362191|cabeça de uma pessoa decapitada num prato
31E2362192|cabeça de uma pessoa decapitada num poste ou vara
31E2362193|maus-tratos à cabeça de uma pessoa decapitada
31E23622|morte violenta por arrancar a língua
31E23623|morte violenta por estripação, evisceração dos intestinos
31E23624|morte violenta por esquartejamento
31E23625|morte violenta por cegueira
31E2363|morte violenta por esfolamento
31E2364|morte violenta pela abertura das artérias
31E2365|morte violenta ao ser lançado aos animais selvagens
31E237|morte violenta por meios psicológicos
31E238|procurando a morte, suicídio
31E2381|auto-sacrifício, morte em nome de um propósito maior
31E2382|suicídio por desespero
31E3|o cadáver
31E31|certidão de óbito, autópsia, exame post-mortem
31E311|exalação do último suspiro, confirmado pela colocação de uma pena ou um espelho debaixo do nariz
31E32|morte aparente
31E321|(tentativas de) reanimação, e.g. através da respiração artificial
31E33|decomposição (cadáver)
31E331|cadáver preservado por causas naturais
31E3311|o mineiro de Falun
31E3312|mumificação natural
31E34|encontrar uma pessoa morta
31E4|ressuscitar
31E5|vida versus morte
31E51|encontro entre os (três) vivos e os (três) mortos
31E52|"Et in Arcadia ego"
31EE22|morte por acidente (morte não-violenta) - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE221|morte acidental ~ água - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2211|morte por afogamento (não violento) - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2212|afogado - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE222|morte acidental ~ temperatura - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2221|morte acidental por calor - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE22211|morte acidental ~ fogo - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2222|morte acidental ~ frio - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE223|morte acidental ~ causas internas - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2231|morte acidental ~ fome - EE - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2232|morte acidental ~ sede - EE - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2233|morte acidental ~ falta de ar, sufocando - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE2234|morte acidental ~ veneno - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE224|morte acidental por queda de objectos - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE225|morrer dos efeitos de uma queda - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE228|morte devido a causas relacionadas com o ambiente natural, em particular catástrofes naturais - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE229|morte causada por efeitos indesejados de actividades humanas, no trânsito, no trabalho, etc. - EE - lesão provocada por acidente (não necessariamente a causa da morte)
31EE23|morte violenta, ser assassínado; ser maltratado; procurar a morte - EE - morte incerta; pessoa ferida
31EE231|morte violenta ~ elementos - EE - morte incerta; pessoa ferida
31EE2311|morte violenta ~ água - EE - morte incerta; pessoa ferida
31EE23111|afogamento, "walking the plank" ("andando na prancha") (morte violenta ~ água) - EE - morte incerta; pessoa ferida
31EE231111|punição em torno da quilha de um barco - EE - morte incerta; pessoa ferida
31EE23112|estilicídio (gotejamento contínuo) (morte violenta ~  água) - EE - morte incerta; pessoa ferida
31EE2312|morte violenta ~ fogo - EE - morte incerta; pessoa ferida
31EE23121|morte violenta na fogueira; pira - EE - morte incerta; pessoa ferida
31EE231211|morte violenta na grelha (queimado) - EE - morte incerta; pessoa ferida
31EE23122|morte violenta por ser torturado numa parte do corpo, com fogo - EE - morte incerta; pessoa ferida
31EE231221|morte violenta por ebulição - EE - morte incerta; pessoa ferida
31EE23123|morte violenta por electrocussão - EE - morte incerta; pessoa ferida
31EE231231|morte violenta na cadeira eléctrica - EE - morte incerta; pessoa ferida
31EE2313|morte violenta ~ terra - EE - morte incerta; pessoa ferida
31EE23131|enterrado vivo (morte violenta) - EE - morte incerta; pessoa ferida
31EE231311|totalmente enterrado (morte violenta) - EE - morte incerta; pessoa ferida
31EE231312|parcialmente enterrado - EE - morte incerta; pessoa ferida
31EE23132|emparedado (morte violenta) - EE - morte incerta; pessoa ferida
31EE2314|morte violenta ~ ar - EE - morte incerta; pessoa ferida
31EE23141|falta de ar, asfixiando - EE - morte incerta; pessoa ferida
31EE23142|morte violenta por gás; asfixia - EE - morte incerta; pessoa ferida
31EE23143|morte violenta ~ gases perigosos - EE - morte incerta; pessoa ferida
31EE232|morte violenta ~ temperatura - EE - morte incerta; pessoa ferida
31EE2321|morte violenta pelo calor (chumbo derretido, carvão em brasa, etc.) - EE - morte incerta; pessoa ferida
31EE2322|morte violenta pelo frio - EE - morte incerta; pessoa ferida
31EE23221|morte violenta por congelamento - EE - morte incerta; pessoa ferida
31EE233|morte violenta ~ causas internas - EE - morte incerta; pessoa ferida
31EE2331|morte violenta pela fome - EE - morte incerta; pessoa ferida
31EE23319|morte violenta por superalimentação, alimentação forçada - EE - morte incerta; pessoa ferida
31EE2332|morte violenta pela sede - EE - morte incerta; pessoa ferida
31EE2333|morte violenta por veneno - EE - morte incerta; pessoa ferida
31EE23331|morte violenta por veneno na comida - EE - morte incerta; pessoa ferida
31EE23332|morte violenta por veneno na bebida - EE - morte incerta; pessoa ferida
31EE233321|morte violenta por copo envenenado - EE - morte incerta; pessoa ferida
31EE23333|morte violenta por mordida ou picada de animal venenoso - EE - morte incerta; pessoa ferida
31EE233331|morte violenta por mordida de serpente - EE - morte incerta; pessoa ferida
31EE23334|morte violenta por objecto envenenado - EE - morte incerta; pessoa ferida
31EE23335|morte violenta por injecção de veneno - EE - morte incerta; pessoa ferida
31EE234|morte violenta por golpes, pontapés, picadas, etc. - EE - morte incerta; pessoa ferida
31EE2341|morte violenta ~ arremesso de objecto pesado - EE - morte incerta; pessoa ferida
31EE23411|morte violenta por apedrejamento - EE - morte incerta; pessoa ferida
31EE2342|morte violenta por golpe na cabeça - EE - morte incerta; pessoa ferida
31EE23421|morte violenta por golpe na cabeça com um objecto - EE - morte incerta; pessoa ferida
31EE23422|morte violenta por golpe na cabeça com projéctil - EE - morte incerta; pessoa ferida
31EE23423|morte violenta por golpe na cabeça com a mão - EE - morte incerta; pessoa ferida
31EE2343|morte violenta por golpes em outras partes do corpo - EE - morte incerta; pessoa ferida
31EE23431|morte violenta por açoitamento - EE - morte incerta; pessoa ferida
31EE2344|morte violenta por raspagem, curetagem - EE - morte incerta; pessoa ferida
31EE2345|morte violenta por picadas - EE - morte incerta; pessoa ferida
31EE23451|morte violenta num barril com pregos atravessados - EE - morte incerta; pessoa ferida
31EE2346|morte violenta por arma - EE - morte incerta; pessoa ferida
31EE23461|morte violenta por flecha(s) - EE - morte incerta; pessoa ferida
31EE23462|morte violenta por lança, alabarda - EE - morte incerta; pessoa ferida
31EE23463|morte violenta por armas brancas - EE - morte incerta; pessoa ferida
31EE234631|morte violenta pela espada - EE - morte incerta; pessoa ferida
31EE234632|morte violenta por punhal, faca - EE - morte incerta; pessoa ferida
31EE2347|morte violenta por armas de fogo - EE - morte incerta; pessoa ferida
31EE23471|morte violenta por bomba, granada de mão - EE - morte incerta; pessoa ferida
31EE23472|morte violenta por fusilamento - EE - EE - morte incerta; pessoa ferida
31EE2348|morte violenta ~ sendo lançado (a partir de uma certa altura), sendo lançado para dentro de um poço - EE - morte incerta; pessoa ferida
31EE23481|morte violenta ~ ser lançado numa armadilha - EE - morte incerta; pessoa ferida
31EE235|morte violenta ~ maus-tratos, tortura - EE - morte incerta; pessoa ferida
31EE2351|morte violenta por estiramento - EE - EE - morte incerta; pessoa ferida
31EE2352|morte violenta por flexão do corpo - EE - morte incerta; pessoa ferida
31EE2353|morte violenta ao ser amarrado numa posição não natural - EE - morte incerta; pessoa ferida
31EE23531|morte violenta na roda - EE - morte incerta; pessoa ferida
31EE23532|morte violenta ao ser amarrado, atado, atrás de um veículo ou animal - EE - morte incerta; pessoa ferida
31EE2354|morte violenta por estrangulamento - EE - morte incerta; pessoa ferida
31EE23541|morte violenta por esmagamento - EE - morte incerta; pessoa ferida
31EE2355|morte violenta por enforcamento - EE - morte incerta; pessoa ferida
31EE2356|morte violenta por crucificação - EE - morte incerta; pessoa ferida
31EE23561|morte violenta por crucificação vertical - EE - morte incerta; pessoa ferida
31EE23562|morte violenta por crucificação de cabeça para baixo - EE - morte incerta; pessoa ferida
31EE23563|morte violenta por crucificação numa cruz em forma de X - EE - morte incerta; pessoa ferida
31EE236|morte violenta por mutilação ou estropiamento - EE - morte incerta; pessoa ferida
31EE2361|morte violenta por fractura óssea - EE - morte incerta; pessoa ferida
31EE2362|morte violenta pela remoção de partes do corpo através de corte, serragem (amputação), laceração - EE - morte incerta; pessoa ferida
31EE23621|morte violenta por decapitação - EE - morte incerta; pessoa ferida
31EE236211|morte violenta ~ decapitação na guilhotina - EE - morte incerta; pessoa ferida
31EE236212|corpo sem cabeça de uma pessoa decapitada - EE - morte incerta; pessoa ferida
31EE236219|cabeça de uma pessoa decapitada - EE - morte incerta; pessoa ferida
31EE2362191|cabeça de uma pessoa decapitada num prato - EE - morte incerta; pessoa ferida
31EE2362192|cabeça de uma pessoa decapitada num poste ou vara - EE - morte incerta; pessoa ferida
31EE2362193|maus-tratos à cabeça de uma pessoa decapitada - EE - morte incerta; pessoa ferida
31EE23622|morte violenta por arrancar a língua - EE - morte incerta; pessoa ferida
31EE23623|morte violenta por estripação, evisceração dos intestinos - EE - morte incerta; pessoa ferida
31EE23624|morte violenta por esquartejamento - EE - morte incerta; pessoa ferida
31EE23625|morte violenta por cegueira - EE - morte incerta; pessoa ferida
31EE2363|morte violenta por esfolamento - EE - morte incerta; pessoa ferida
31EE2364|morte violenta pela abertura das artérias - EE - morte incerta; pessoa ferida
31EE2365|morte violenta ao ser lançado aos animais selvagens - EE - morte incerta; pessoa ferida
31EE237|morte violenta por meios psicológicos - EE - morte incerta; pessoa ferida
31EE238|procurando a morte, suicídio - EE - morte incerta; pessoa ferida
31EE2381|auto-sacrifício, morte em nome de um propósito maior - EE - morte incerta; pessoa ferida
31EE2382|suicídio por desespero - EE - morte incerta; pessoa ferida
31F|símbolos e personificações da Morte
31F1|símbolos da Morte
31F11|cabeça da morte, caveira (símbolo da Morte)
31F111|caveira como sinal de perigo
31F2|personificações da Morte, "Morte" (Ripa)
31F21|Morte como uma criança
31F22|Morte como um jovem
31F23|Morte como um homem
31F24|Morte como um velho
31F25|Morte como um cadáver (em decomposição)
31F26|Morte como um esqueleto
31F27|Morte como um ser diabólico
31F3|dança da Morte; Morte em conjunto com um ou mais seres humanos
31F31|Morte dançando com mais de uma pessoa
31F31(...)|Morte dançando com mais de uma pessoa (com o NÚMERO) de pessoas
31F32|Morte dançando com uma pessoa
31F33|Morte lutando com a Vida, ou com os vivos
31F331|Morte conquistando a Vida ou os vivos
31F34|Morte derrotada
31FF2|personificações da Morte, "Morte" (Ripa) - FF - Morte como uma mulher
31FF21|Morte como uma criança - FF - Morte como uma mulher
31FF22|Morte como um jovem - FF - Morte como uma mulher
31FF23|Morte como um homem - FF - Morte como uma mulher
31FF24|Morte como uma velha - FF - Morte como uma mulher
31FF25|Morte como um cadáver (em decomposição) - FF - Morte como uma mulher
31FF26|Morte como um esqueleto - FF - Morte como uma mulher
31FF27|Morte como um ser diabólico - FF - Morte como uma mulher
31G|a alma
31G1|a alma durante a vida
31G2|a alma durante a morte
31G3|a alma após a morte
31G31|a alma deixando o corpo com a forma de um pequeno ser humano
31G311|a alma levada por anjos para o Céu
31G32|a alma viajando 
31G321|navio dos mortos
31G322|anjo guiando uma alma para o Céu, "psychopompos"
31G33|a alma examinada; a alma perante o seu juíz
31G331|pesagem da alma
31G332|abertura do livro da vida
31G34|a alma condenada; "Anima dannata" (Ripa)
31G35|anjos e demónios lutando pela alma
31G36|a alma dirigindo-se para o seu último destino
31G361|diabo arrebatando a alma
31G4|a alma na eternidade
32|tipos humanos; povos e nacionalidades
32A|tipos humanos
32A1|os quatro temperamentos; "Complessione" (Ripa)
32A11|temperamento colérico
32A110|"Colerico (per il fuoco)" (Ripa)
32A12|temperamento sanguíneo
32A120|"Sanguigno (per l'aria)" (Ripa)
32A13|temperamento fleumático
32A130|"Flemmatico (per l'acqua)" (Ripa)
32A14|temperamento melancólico
32A140|"Malenconico (per la terra)", "Malinconia"(Ripa)
32A141|"Weltschmerz"
32A2|gordo e magro (tipos humanos)
32A21|gordo (tipo humano)
32A210|"Grassezza" (Ripa)
32A211|esteatopígio (tipo humano)
32A22|magro (tipo humano)
32A3|optimista e pessimista (tipos humanos)
32A31|optimista
32A32|pessimista
32A4|vários tipos humanos
32A41|ascético
32A42|cobarde
32A43|glutão
32A44|avarento
32A45|parasita, escroque
32A46|preguiçoso
32A49|outros tipos humanos
32A49(...)|outros tipos humanos (com NOME)
32A5|caricaturas (tipos humanos)
32A6|fisiognomonia
32A61|frenologia
32A62|quironomia
32A7|caracteres (tipos humanos)
32A8|paixões, emoções, afectos
32B|povos; grupos étnicos; nacionalidades
32B1|homem pré-histórico
32B11|reconstrução do homem pré-histórico
32B11(...)|reconstrução do homem pré-histórico (com NOME)
32B11(NEANDERTHAL)|reconstrução do homem pré-histórico: Neandertal
32B12|reconstrução da vida e cultura do homem pré-histórico
32B2|povos e nacionalidades "históricas"
32B2(...)|povos e nacionalidades históricas (com NOME)
32B2(AMBRONES)|povos históricos: Ambrones
32B2(AZTEC)|povos históricos: Asteca
32B2(BATAVIANS)|povos históricos: Batavians
32B2(CARIANS)|povos históricos: Carians
32B2(CARTHAGINIANS)|povos históricos: Cartagineses
32B2(GAULS)|povos históricos: Gauleses
32B2(GOTHS)|povos históricos: Góticos
32B2(LYDIANS)|povos históricos: Lídios
32B2(OSCI)|povos históricos: Osci
32B2(PHOENICIANS)|povos históricos: fenícios
32B2(ROMANS)|povos históricos: Romanos
32B2(SCYTHIANS)|povos históricos: Citas
32B2(TEUTONS)|povos históricos: Teutões
32B2(THRACIANS)|povos históricos: Trácios
32B3|povos e nacionalidades (exceto pré-históricos ou "históricos")
32B31|Povos europeus
32B311|povos indígenas europeus
32B311(...)|povos indígenas europeus (com NOME)
32B311(ALBANIANS)|Europeus: Albaneses
32B311(BELGIANS)|Europeus: Belgas
32B311(BRITONS)|Europeus: Britânicos
32B311(BULGARIANS)|Europeus: Búlgaros
32B311(CROATS)|Europeus: Croatas
32B311(CZECHS)|Europeus: Checos
32B311(DANES)|Europeus: Dinamarqueses
32B311(DUTCH)|Europeus: Holandeses
32B311(ENGLISH)|Europeus: Inglês
32B311(FLEMINGS)|Europeus: Flamengos
32B311(FRENCH)|Europeus: Franceses
32B311(GERMANS)|Europeus: Alemães
32B311(GREEKS)|Europeus: Gregos
32B311(HUNGARIANS)|Europeus: Húngaros
32B311(IRISH)|Europeus: Irlandeses
32B311(ITALIANS)|Europeus: Italianos
32B311(POLES)|Europeus: Poloneses
32B311(PORTUGUESE)|Europeus: Portugueses
32B311(RUMANIANS)|Europeus: Romenos
32B311(RUSSIANS)|Europeus: Russos
32B311(SCOTS)|Europeus: Escoceses
32B311(SERBIANS)|Europeus: Sérvios
32B311(SLAVS)|Europeus: Eslavos
32B311(SLOVAKS)|Europeus: Slowakians
32B311(SPANIARDS)|Europeus: Espanhóis
32B311(SWEDES)|Europeus: Suecos
32B311(WALLOONS)|Europeus: Valões
32B312|(descendentes de) emigrantes europeus, pessoa migrando da Europa
32B312(...)|(descendentes de) emigrantes europeus, pessoa migrando da Europa (com NOME de DESTINO)
32B312(AMERICA)|(descendentes de) emigrantes europeus para a América
32B312(AUSTRALIA)|(descendentes de) emigrantes europeus para a Austrália
32B313|Imigrantes europeus, pessoa migrando para a Europa
32B313(...)|Imigrantes europeus (com NOME de ORIGEM)
32B313(MOROCCO)|Imigrantes europeus de Marrocos
32B313(SRI LANKA)|Imigrantes europeus do Sri Lanka
32B32|Povos africanos, africanos
32B32(...)|Povos africanos, africanos (com NOME)
32B32(TUNISIANS)|Africanos: tunisinos
32B321|povos (indígenas) da África Subsaariana
32B321(...)|povos (indígenas) da África Subsaariana (com NOME)
32B321(BANTUS)|povo da África Subsaariana: povos Bantu
32B321(NIGERIANS)|povo da África Subsaariana: Nigerianos
32B3211|Americanos com raízes africanas, afro-americanos
32B3212|(descendentes de) emigrantes africanos, pessoa migrando da África
32B3212(...)|(descendentes de) emigrantes africanos, pessoa migrando da África (com NOME de DESTINO)
32B3212(AMERICA)|(descendentes de) emigrantes africanos para a América
32B3212(GREAT BRITAIN)|(descendentes de) emigrantes africanos para a Grã-Bretanha
32B3212(ISRAEL)|(descendentes de) emigrantes africanos para Israel
32B3213|Imigrantes africanos, pessoa migrando para a África
32B3213(...)|Imigrantes africanos (com NOME de ORIGEM)
32B3213(GREAT BRITAIN)|Imigrantes africanos da Grã-Bretanha
32B3213(INDIA)|Imigrantes africanos da Índia
32B3213(THE NETHERLANDS)|Imigrantes africanos da Holanda
32B33|Povos asiáticos, asiáticos
32B33(...)|Povos asiáticos, asiáticos (com NAME)
32B33(INDIANS)|Povos asiáticos, asiáticos: índios
32B33(PERSIANS)|Povos asiáticos, asiáticos: persas
32B33(TURKS)|Povos asiáticos, asiáticos: turcos
32B331|povos indígenas da Ásia Central e Oriental
32B3311|Chinês
32B3312|Japonês
32B3313|Mongóis
32B3314|Coreanos
32B332|(descendentes de) emigrantes asiáticos, pessoa migrando da Ásia
32B332(...)|(descendentes de) emigrantes asiáticos (com NOME de DESTINO)
32B332(AUSTRALIA)|(descendentes de) emigrantes asiáticos para a Austrália
32B333|Imigrantes asiáticos, pessoa migrando para a Ásia
32B333(...)|Imigrantes asiáticos (com NOME de ORIGEM)
32B333(EUROPE)|Imigrantes asiáticos da Europa
32B34|Povos americanos, americanos
32B341|povos indígenas das regiões árticas americanas
32B341(...)|povos indígenas das regiões árticas americanas (com NOME)
32B341(INUIT)|povos indígenas das regiões árticas: Inuit
32B341(INUPIAT)|povos indígenas das regiões árticas: Inupiat
32B341(YUPIK)|povos indígenas das regiões árticas: Yupik
32B342|povos indígenas da América do Norte
32B342(...)|povos indígenas da América do Norte (com NAME)
32B342(SHOSHONE)|povos indígenas da América do Norte: Shoshone
32B342(SIOUX)|povos indígenas da América do Norte: Sioux
32B343|povos indígenas da América Central
32B344|povos indígenas da América do Sul
32B345|povos indígenas do Caribe
32B346|(descendentes de) emigrantes americanos, pessoa migrando da América
32B346(...)|(descendentes de) emigrantes americanos (com NOME de DESTINO)
32B346(JAPAN)|(descendentes de) emigrantes americanos para o Japão
32B347|Imigrantes americanos, pessoa migrando para a América
32B347(...)|Imigrantes americanos, (com NOME de ORIGEM)
32B347(IRELAND)|Imigrantes americanos: Irlanda
32B347(SOMALIA)|Imigrantes americanos: Somália
32B35|Povos australianos e oceânicos, australianos e oceânicos
32B351|povos indígenas da Austrália e Oceania
32B351(...)|povos indígenas da Austrália e Oceania (com NAME)
32B351(PAPUANS)|povos indígenas da Austrália e Oceania: Papuas
32B351(POLYNESIANS)|povos indígenas da Austrália e da Oceania: Polinésios
32B351(NARUNGGA)|povos indígenas da Austrália e da Oceania: Narungga
