2|Nature
31AA51455|lipstick - AA - (for) women
31AA515|painting of body or face - AA - (for) women
31AA5151|tattooing - AA - (for) women
31AA52|care of hands and feet - AA - female human figure
31AA521|manicure - AA - female human figure
31AA522|pedicure - AA - female human figure
31AA523|'Spinario', child pulling a thorn out of its foot - AA - girl
31AA53|hairdress - AA - ~ women
31AA531|care of the hair - AA - ~ women
31AA5311|comb, brush and other tools (care of the hair) - AA - ~ women
31AA532|hair-cutting - AA - ~ women
31AA5321|hairdresser - AA - ~ women
31AA533|styles of hairdress - AA - ~ women
31AA533(...)|styles of hairdress (with NAME) - AA - ~ women
31AA5331|wig - AA - ~ women
31AA5332|shaven head - AA - ~ women
31AA5333|tonsure - AA - ~ women
31AA5334|lock of hair - AA - ~ women
31AA5339|baldness - AA - ~ women
31AA534|beard - AA - ~ women
31AA5341|moustache - AA - ~ women
31AA5342|whiskers - AA - ~ women
31AA5349|false beard or moustache - AA - ~ women
31AA535|barber, barbershop - AA - ~ women
31AA5351|razor - AA - ~ women
31AA5352|barber's basin - AA - ~ women
31AA5353|shaving, being shaved - AA - ~ women
31AA53531|shaving oneself - AA - ~ women
31AA539|tousled hair - AA - ~ women
31AA54|washing and bathing - AA - in the open air
31AA541|washing one's hands - AA - in the open air
31AA542|washing one's face and head - AA - in the open air
31AA5421|brushing one's teeth - AA - in the open air
31AA54211|toothbrush - AA - in the open air
31AA54212|toothpick - AA - in the open air
31AA543|washing one's feet - AA - in the open air
31AA544|washing another person's feet - AA - in the open air
31AA545|taking a bath - AA - in the open air
31AA5451|public baths - AA - in the open air
31AA5452|hip-bath - AA - in the open air
31AA5453|shower-bath - AA - in the open air
31AA5454|tub-bath - AA - in the open air
31AA5459|'après le bain' - AA - in the open air
31AA546|toilet articles ~ washing and bathing - AA - in the open air
31AA5461|soap - AA - in the open air
31AA54611|soap-bubble - AA - in the open air
31AA5462|brush, sponge, etc. (toilet articles) - AA - in the open air
31AA5463|towel - AA - in the open air
31AA5464|bath-robe, dressing-gown - AA - in the open air
31AA549|drying, being dried - AA - in the open air
31AA55|dressing and undressing - AA - female human figure
31AA551|dressing oneself, getting dressed - AA - female human figure
31AA5511|lacing up a corset - AA - female human figure
31AA552|undressing oneself, getting undressed - AA - female human figure
31AA553|putting on (tying) or taking off (untying) sandals or shoes - AA - female human figure
31AA5531|putting on or taking off stockings - AA - female human figure
31AA554|dressing someone else - AA - female human figure
31AA5541|stripping, undressing someone else - AA - female human figure
31AA559|partially clothed - AA - female human figure
31AA5591|négligé - AA - female human figure
31AA56|servant - AA - chambermaid
31AA57|removing insects from body - AA - female human figure
31AA571|'motherly care', delousing - AA - female human figure
31AA572|looking for fleas - AA - female human figure
31AA58|body-building - AA - female human figure
31AA6|physical needs - AA - female human figure
31AA61|urination - AA - female human figure
31AA611|chamber-pot - AA - female human figure
31AA62|defecation - AA - female human figure
31AA621|flatulence - AA - female human figure
31AA622|digestion - AA - female human figure
31AA6220|'Digestione' (Ripa) - AA - female human figure
31AA63|vomiting - AA - female human figure
31AA631|hiccoughing - AA - female human figure
31AA64|nose-blowing - AA - female human figure
31AA65|spitting - AA - female human figure
31AA651|spittle, spit - AA - female human figure
31AA66|sweating, perspiration - AA - female human figure
31AA8|the body regarded as a machine - AA - female human figure
31AA9|ways pretending to cure or improve parts of the body - AA - female human figure
31B|mind, spirit
31B0|symbolic representations, allegories and emblems ~ mind, spirit
31B1|sleeping; unconsciousness
31B10|'Sonno' (Ripa)
31B11|sleeping in bed
31B12|sleeping in chair
31B13|sleeping on the ground
31B14|yawning
31B15|stretching ~ sleep
31B16|going to sleep
31B161|going to bed
31B162|siesta
31B17|waking up
31B171|getting up from bed
31B18|unconsciousness
31B181|fainting, swooning
31B19|resting
31B2|vision
31B21|vision in trance or ecstasy
31B3|dream
31B31|nightmare
31B32|sleepwalking
31B33|prophetic dream
31B34|interpreting a dream
31B4|hypnosis and suggestion
31B5|the mind affected by drink, drugs or stimulants
31B51|intoxication
31B52|drunkenness
31B520|'Ubriachezza' (Ripa)
31B521|drunkard
31B522|drunken brawl (usually peasants fighting in an inn)
31B53|addiction
31B531|alcoholism
31B59|sobriety; 'Sobrietà', 'Astinenza' (Ripa)
31B591|temperance, teetotalism
31B6|morphology of human expression
31B61|morphology of human expression in general
31B62|morphology of facial expression
31B621|morphology of facial expression ~ eyes
31B6211|looking upwards
31B6212|looking downwards
31B6213|looking sideways
31B6214|weeping
31B62141|tears
31B6215|frowned eyebrows
31B6216|lifted eyebrows
31B6217|eyes closed
31B62171|one eye closed, winking
31B622|morphology of facial expression ~ nose
31B6221|nose turned up
31B6222|holding one's nose closed
31B6223|nostrils wide open
31B623|morphology of facial expression ~ mouth
31B6231|lips pressed together
31B62311|lips pressed together as for a kiss
31B62312|whistling or hissing
31B62313|smiling
31B6232|mouth slightly open
31B62321|laughing
31B623210|'Riso' (Ripa)
31B62322|grimacing
31B62323|tongue stuck out
31B6233|mouth wide open
31B62331|mouth wide open, teeth pressed together
31B6234|chewing
31B62341|biting
31B6235|speaking
31B62350|voice
31B62351|crying, shouting
31B62352|whispering
31B62359|being silent
31B623591|putting a finger to the lips, 'Silentium'; 'Silentio' (Ripa)
31B623592|band tied over the mouth
31B624|morphology of facial expression ~ cheeks
31B6241|cheeks rounded
31B6242|cheeks hollow
31B625|morphology of facial expression ~ forehead
31B6251|creased, wrinkled forehead
31B626|morphology of facial expression ~ top of the head
31B6261|hair raised
31B6262|pulling out one's hair
31B6263|scratching one's head
31B7|wise man
31B71|genius
31B710|'Genio' (Ripa)
31B8|fool, simpleton, numskull
31B81|ways pretending to cure simpletons (folklore)
31B811|shaving (pretending to cure simpletons)
31B812|baking the head, e.g. by the baker of Eeclo (heads temporarily replaced by cabbages)
31B813|purging (pretending to cure simpletons)
31B814|pouring fluid into body, with the aid of a funnel
31B9|wise men versus fools
31BB1|sleeping; unconsciousness - BB - out of doors
31BB10|'Sonno' (Ripa) - BB - out of doors
31BB11|sleeping in bed - BB - out of doors
31BB12|sleeping in chair - BB - out of doors
31BB13|sleeping on the ground - BB - out of doors
31BB14|yawning - BB - out of doors
31BB15|stretching ~ sleep - BB - out of doors
31BB16|going to sleep - BB - out of doors
31BB161|going to bed - BB - out of doors
31BB162|siesta - BB - out of doors
31BB17|waking up - BB - out of doors
31BB171|getting up from bed - BB - out of doors
31BB18|unconsciousness - BB - out of doors
31BB181|fainting, swooning - BB - out of doors
31BB19|resting - BB - out of doors
31C|spirit (or soul) versus body
31D|human life and its ages (young, adult, old, etc.)
31D1|the ages of man
31D11|the first years ~ the ages of man
31D110|Infancy (alleg.)
31D111|infant, baby ~ the ages of man
31D1111|male infant
31D1112|female infant
31D112|child
31D1120|Childhood (alleg.)
31D1121|tot, toddler ~ the ages of man
31D11211|toddler (male)
31D11212|toddler (female)
31D1122|child between toddler and youth (of undetermined sex)
31D11221|boy (child between toddler and youth)
31D112210|Boyhood (alleg.)
31D11222|girl (child between toddler and youth)
31D112220|Girlhood (alleg.)
31D1129|philosophical child ~ alchemy
31D12|youth, young man, adolescent
31D120|Youth, Adolescence, 'Iuventus'; 'Adolescenza', 'Gioventù' (Ripa)
31D13|adolescent, young woman, maiden
31D130|Maidenhood
31D14|adult man
31D140|Adulthood, Majority; 'Virilità' (Ripa)
31D15|adult woman
31D150|Womanhood
31D16|old man
31D160|Old Age, 'Senectus'; 'Vecchiezza' (Ripa)
31D161|'beau vieillard'
31D162|ugly old man
31D17|old woman
31D171|beautiful old woman, 'belle vieille'
31D172|ugly old woman, hag
31D2|human life divided into stages
31D2(...)|human life divided into stages, e.g. three, four, seven, twelve stages (with NUMBER)
31D21|the ages of man represented by a staircase
31D21(...)|the ages of man represented by a staircase (with NUMBER of steps)
31D3|human life divided into decades
31D30|0-10 years
31D31|10-20 years
31D32|20-30 years
31D33|30-40 years
31D34|40-50 years
31D35|50-60 years
31D36|60-70 years
31D37|70-80 years
31D38|80-90 years
31D39|90-100 years
31D4|birthday
31D4(...)|birthday (with NUMBER of years)
31D41|... years old
31D41(...)|... years old (with NUMBER of years)
31D5|young versus old age; young and old
31D51|children behaving like adults
31D52|adults behaving like children
31D6|rejuvenation
31D61|fountain of youth, 'Fontaine de Jouvence'
31D62|rejuvenation by means of fire, or by boiling
31D7|unnatural aging
31D71|'paidogeron', i.e. child or youth with beard or other sign of old age
31D8|personal name
31D81|nameday
31D82|the individual and his name
31D83|pseudonym
31D84|nickname
31D85|giving or receiving a name
31D9|the lifespan
31D90|'Età in generale' (Ripa)
31D91|long life
31D910|'Vita longa' (Ripa)
31D92|short life
31D920|'Velocità della vita humana', 'Vita breve' (Ripa)
31DD3|human life divided into decades - DD - decades above 100 years
31DD30|0-10 years - DD - decades above 100 years
31DD31|10-20 years - DD - decades above 100 years
31DD32|20-30 years - DD - decades above 100 years
31DD33|30-40 years - DD - decades above 100 years
31DD34|40-50 years - DD - decades above 100 years
31DD35|50-60 years - DD - decades above 100 years
31DD36|60-70 years - DD - decades above 100 years
31DD37|70-80 years - DD - decades above 100 years
31DD38|80-90 years - DD - decades above 100 years
31DD39|90-100 years - DD - decades above 100 years
31E|death of human being
31E1|dying
31E11|settlement of affairs ~ dying
31E111|making a testament
31E112|assembly of relatives ~ dying person
31E113|last words and last favours, nuncupate
31E12|deathbed
31E121|death with faith (peaceful death) versus death without faith (fear of death)
31E122|peaceful dying, happy death
31E1221|euthanasia, bringing about of easy death
31E123|death struggle, inquiet death; fear of death
31E13|'Ars moriendi'
31E14|death at various ages
31E141|still-born child
31E142|death of a child
31E143|death of a young person
31E144|death of an adult person
31E15|going to heaven without dying, translation
31E2|causes of death
31E21|natural death
31E211|death in old age
31E212|death by disease
31E213|'sudden death'
31E22|death by accident (non-violent death)
31E221|accidental death ~ water
31E2211|death by drowning (non-violent)
31E2212|drowned person
31E222|accidental death ~ temperature
31E2221|accidental death by heat
31E22211|accidental death ~ fire
31E2222|accidental death ~ cold
31E223|accidental death ~ internal causes
31E2231|accidental death ~ hunger
31E2232|accidental death ~ thirst
31E2233|accidental death ~ deprivation of air, suffocating
31E2234|accidental death ~ poison
31E224|accidental death by falling objects
31E225|dying from the effects of a fall
31E228|death caused by effects of natural surroundings, especially natural catastrophes
31E229|death caused by undesired effects of human activities, in traffic, at work, etc.
31E23|violent death, being killed; being mishandled and maltreated; seeking death
31E231|violent death ~ elements
31E2311|violent death ~ water
31E23111|drowning, ’walking the plank'
31E231111|keelhauling
31E23112|continuous dripping (violent death ~ water)
31E2312|violent death ~ fire
31E23121|violent death by burning at the stake; pyre
31E231211|violent death by burning on the gridiron
31E23122|violent death by having part of the body tortured with fire
31E231221|violent death by boiling
31E23123|violent death by electrocution
31E231231|violent death in electric chair
31E2313|violent death ~ earth
31E23131|buried alive (violent death)
31E231311|entirely buried (violent death)
31E231312|partially buried
31E23132|walled-in alive (violent death)
31E2314|violent death ~ air
31E23141|deprivation of air, choking
31E23142|violent death by gassing; asphyxiation
31E23143|violent death ~ dangerous fumes
31E232|violent death ~ temperature
31E2321|violent death by heat (boiling lead, burning coal, etc.)
31E2322|violent death by cold
31E23221|violent death by freezing
31E233|violent death ~ internal causes
31E2331|violent death by starvation
31E23319|violent death by overfeeding, force feeding
31E2332|violent death by thirst
31E2333|violent death by poison
31E23331|violent death by poison in food
31E23332|violent death by poison in drink
31E233321|violent death by poisoned cup
31E23333|violent death by bite or sting of poisonous animal
31E233331|violent death by snake-bite
31E23334|violent death by poisoned object
31E23335|violent death by poisonous injection
31E234|violent death by blows, kicks, pricks, etc.
31E2341|violent death ~ throwing of heavy object
31E23411|violent death by stoning
31E2342|violent death by blow on the head
31E23421|violent death by blow on the head with object
31E23422|violent death by blow on the head with missile
31E23423|violent death by blow on the head with the hand
31E2343|violent death by blows elsewhere
31E23431|violent death by scourging
31E2344|violent death by rasping
31E2345|violent death by pricking
31E23451|violent death in a barrel with nails driven through the sides
31E2346|violent death by weapon
31E23461|violent death by arrow(s)
31E23462|violent death by lance, spear
31E23463|violent death by cleaving and striking weapons
31E234631|violent death by sword
31E234632|violent death by dagger, knife
31E2347|violent death by firearms
31E23471|violent death by bomb, hand-grenade
31E23472|violent death by fusillade
31E2348|violent death ~ being thrown (from a height), being thrown into a pit
31E23481|violent death ~ being thrown through a trap-door
31E235|violent death ~ maltreatment, torture
31E2351|violent death by stretching
31E2352|violent death by bending
31E2353|violent death by being bound in unusual position
31E23531|violent death by breaking on the wheel
31E23532|violent death by being bound, tied, behind vehicle or animal
31E2354|violent death by strangling
31E23541|violent death by pressing
31E2355|violent death by hanging
31E2356|violent death by crucifixion
31E23561|violent death by crucifixion upright
31E23562|violent death by crucifixion upside down
31E23563|violent death by crucifixion on X-shaped cross
31E236|violent death by mutilation or maiming
31E2361|violent death by breaking of bones
31E2362|violent death by removal of parts of the body by cutting, sawing, tearing
31E23621|violent death by beheading
31E236211|violent death ~ beheading by guillotine
31E236212|headless body of a beheaded person
31E236219|head of a beheaded person
31E2362191|head of a beheaded person on a plate
31E2362192|head of a beheaded person on post or pole
31E2362193|maltreatment of the head of a beheaded person
31E23622|violent death by tearing out of tongue
31E23623|violent death by disembowelment, pulling out of intestines
31E23624|violent death by quartering
31E23625|violent death by blinding
31E2363|violent death by flaying
31E2364|violent death by opening of arteries
31E2365|violent death by throwing to the wild animals
31E237|violent death by psychological means
31E238|seeking death, suicide
31E2381|self-sacrifice, death in the service of a higher purpose
31E2382|suicide out of despair
31E3|the corpse
31E31|certification of death, autopsy, post-mortem examination
31E311|emission of last breath confirmed by placing a feather or a mirror under the nose
31E32|apparent death
31E321|(attempts at) reanimation, e.g. by artificial respiration
31E33|decomposition (of dead body)
31E331|corpse preserved by natural causes
31E3311|the miner of Falun
31E3312|natural mummification
31E34|finding a dead person
31E4|raising from the dead
31E5|life versus death
31E51|meeting between the (three) living and the (three) dead
31E52|'Et in Arcadia ego'
31EE22|death by accident (non-violent death) - EE - getting wounded by accident (death not involved)
31EE221|accidental death ~ water - EE - getting wounded by accident (death not involved)
31EE2211|death by drowning (non-violent) - EE - getting wounded by accident (death not involved)
31EE2212|drowned person - EE - getting wounded by accident (death not involved)
31EE222|accidental death ~ temperature - EE - getting wounded by accident (death not involved)
31EE2221|accidental death by heat - EE - getting wounded by accident (death not involved)
31EE22211|accidental death ~ fire - EE - getting wounded by accident (death not involved)
31EE2222|accidental death ~ cold - EE - getting wounded by accident (death not involved)
31EE223|accidental death ~ internal causes - EE - getting wounded by accident (death not involved)
31EE2231|accidental death ~ hunger - EE - getting wounded by accident (death not involved)
31EE2232|accidental death ~ thirst - EE - getting wounded by accident (death not involved)
31EE2233|accidental death ~ deprivation of air, suffocating - EE - getting wounded by accident (death not involved)
31EE2234|accidental death ~ poison - EE - getting wounded by accident (death not involved)
31EE224|accidental death by falling objects - EE - getting wounded by accident (death not involved)
31EE225|dying from the effects of a fall - EE - getting wounded by accident (death not involved)
31EE228|death caused by effects of natural surroundings, especially natural catastrophes - EE - getting wounded by accident (death not involved)
31EE229|death caused by undesired effects of human activities, in traffic, at work, etc. - EE - getting wounded by accident (death not involved)
31EE23|violent death, being killed; being mishandled and maltreated; seeking death - EE - death not certain; wounded person
31EE231|violent death ~ elements - EE - death not certain; wounded person
31EE2311|violent death ~ water - EE - death not certain; wounded person
31EE23111|drowning, 'walking the plank' (violent death ~ water) - EE - death not certain; wounded person
31EE231111|keelhauling - EE - death not certain; wounded person
31EE23112|continuous dripping (violent death ~ water) - EE - death not certain; wounded person
31EE2312|violent death ~ fire - EE - death not certain; wounded person
31EE23121|violent death by burning at the stake; pyre - EE - death not certain; wounded person
31EE231211|violent death by burning on the gridiron - EE - death not certain; wounded person
31EE23122|violent death by having part of the body tortured with fire - EE - death not certain; wounded person
31EE231221|violent death by boiling - EE - death not certain; wounded person
31EE23123|violent death by electrocution - EE - death not certain; wounded person
31EE231231|violent death in electric chair - EE - death not certain; wounded person
31EE2313|violent death ~ earth - EE - death not certain; wounded person
31EE23131|buried alive (violent death) - EE - death not certain; wounded person
31EE231311|entirely buried (violent death) - EE - death not certain; wounded person
31EE231312|partially buried - EE - death not certain; wounded person
31EE23132|walled-in alive (violent death) - EE - death not certain; wounded person
31EE2314|violent death ~ air - EE - death not certain; wounded person
31EE23141|deprivation of air, choking - EE - death not certain; wounded person
31EE23142|violent death by gassing; asphyxiation - EE - death not certain; wounded person
31EE23143|violent death ~ dangerous fumes - EE - death not certain; wounded person
31EE232|violent death ~ temperature - EE - death not certain; wounded person
31EE2321|violent death by heat (boiling lead, burning coal, etc.) - EE - death not certain; wounded person
31EE2322|violent death by cold - EE - death not certain; wounded person
31EE23221|violent death by freezing - EE - death not certain; wounded person
31EE233|violent death ~ internal causes - EE - death not certain; wounded person
31EE2331|violent death by starvation - EE - death not certain; wounded person
31EE23319|violent death by overfeeding, force feeding - EE - death not certain; wounded person
31EE2332|violent death by thirst - EE - death not certain; wounded person
31EE2333|violent death by poison - EE - death not certain; wounded person
31EE23331|violent death by poison in food - EE - death not certain; wounded person
31EE23332|violent death by poison in drink - EE - death not certain; wounded person
31EE233321|violent death by poisoned cup - EE - death not certain; wounded person
31EE23333|violent death by bite or sting of poisonous animal - EE - death not certain; wounded person
31EE233331|violent death by snake-bite - EE - death not certain; wounded person
31EE23334|violent death by poisoned object - EE - death not certain; wounded person
31EE23335|violent death by poisonous injection - EE - death not certain; wounded person
31EE234|violent death by blows, kicks, pricks, etc. - EE - death not certain; wounded person
31EE2341|violent death ~ throwing of heavy object - EE - death not certain; wounded person
31EE23411|violent death by stoning - EE - death not certain; wounded person
31EE2342|violent death by blow on the head - EE - death not certain; wounded person
31EE23421|violent death by blow on the head with object - EE - death not certain; wounded person
31EE23422|violent death by blow on the head with missile - EE - death not certain; wounded person
31EE23423|violent death by blow on the head with the hand - EE - death not certain; wounded person
31EE2343|violent death by blows elsewhere - EE - death not certain; wounded person
31EE23431|violent death by scourging - EE - death not certain; wounded person
31EE2344|violent death by rasping - EE - death not certain; wounded person
31EE2345|violent death by pricking - EE - death not certain; wounded person
31EE23451|violent death in a barrel with nails driven through the sides - EE - death not certain; wounded person
31EE2346|violent death by weapon - EE - death not certain; wounded person
31EE23461|violent death by arrow(s) - EE - death not certain; wounded person
31EE23462|violent death by lance, spear - EE - death not certain; wounded person
31EE23463|violent death by cleaving and striking weapons - EE - death not certain; wounded person
31EE234631|violent death by sword - EE - death not certain; wounded person
31EE234632|violent death by dagger, knife - EE - death not certain; wounded person
31EE2347|violent death by firearms - EE - death not certain; wounded person
31EE23471|violent death by bomb, hand-grenade - EE - death not certain; wounded person
31EE23472|violent death by fusillade - EE - death not certain; wounded person
31EE2348|violent death ~ being thrown (from a height), being thrown into a pit - EE - death not certain; wounded person
31EE23481|violent death ~ being thrown through a trap-door - EE - death not certain; wounded person
31EE235|violent death ~ maltreatment, torture - EE - death not certain; wounded person
31EE2351|violent death by stretching - EE - death not certain; wounded person
31EE2352|violent death by bending - EE - death not certain; wounded person
31EE2353|violent death by being bound in unusual position - EE - death not certain; wounded person
31EE23531|violent death by breaking on the wheel - EE - death not certain; wounded person
31EE23532|violent death by being bound, tied, behind vehicle or animal - EE - death not certain; wounded person
31EE2354|violent death by strangling - EE - death not certain; wounded person
31EE23541|violent death by pressing - EE - death not certain; wounded person
31EE2355|violent death by hanging - EE - death not certain; wounded person
31EE2356|violent death by crucifixion - EE - death not certain; wounded person
31EE23561|violent death by crucifixion upright - EE - death not certain; wounded person
31EE23562|violent death by crucifixion upside down - EE - death not certain; wounded person
31EE23563|violent death by crucifixion on X-shaped cross - EE - death not certain; wounded person
31EE236|violent death by mutilation or maiming - EE - death not certain; wounded person
31EE2361|violent death by breaking of bones - EE - death not certain; wounded person
31EE2362|violent death by removal of parts of the body by cutting, sawing, tearing - EE - death not certain; wounded person
31EE23621|violent death by beheading - EE - death not certain; wounded person
31EE236211|violent death ~ beheading by guillotine - EE - death not certain; wounded person
31EE236212|headless body of a beheaded person - EE - death not certain; wounded person
31EE236219|head of a beheaded person - EE - death not certain; wounded person
31EE2362191|head of a beheaded person on a plate - EE - death not certain; wounded person
31EE2362192|head of a beheaded person on post or pole - EE - death not certain; wounded person
31EE2362193|maltreatment of the head of a beheaded person - EE - death not certain; wounded person
31EE23622|violent death by tearing out of tongue - EE - death not certain; wounded person
31EE23623|violent death by disembowelment, pulling out of intestines - EE - death not certain; wounded person
31EE23624|violent death by quartering - EE - death not certain; wounded person
31EE23625|violent death by blinding - EE - death not certain; wounded person
31EE2363|violent death by flaying - EE - death not certain; wounded person
31EE2364|violent death by opening of arteries - EE - death not certain; wounded person
31EE2365|violent death by throwing to the wild animals - EE - death not certain; wounded person
31EE237|violent death by psychological means - EE - death not certain; wounded person
31EE238|seeking death, suicide - EE - death not certain; wounded person
31EE2381|self-sacrifice, death in the service of a higher purpose - EE - death not certain; wounded person
31EE2382|suicide out of despair - EE - death not certain; wounded person
31F|symbols and personifications of Death
31F1|symbols of Death
31F11|death's head, skull (symbol of Death)
31F111|skull as danger signal
31F12|bones (symbol of Death)
31F2|personifications of Death; 'Morte' (Ripa)
31F21|Death as child
31F22|Death as youth
31F23|Death as man
31F24|Death as old man
31F25|Death as (rotting) corpse
31F26|Death as skeleton
31F27|Death as devilish being
31F3|dance of Death; Death together with one or more human beings
31F31|Death dancing with more than one human being
31F31(...)|Death dancing with more than one human being (with NUMBER) of persons
31F32|Death dancing with one person
31F33|Death battling with Life, or with the living
31F331|Death conquering Life or the living
31F34|Death conquered
31FF2|personifications of Death; 'Morte' (Ripa) - FF - Death as female
31FF21|Death as child - FF - Death as female
31FF22|Death as youth - FF - Death as female
31FF23|Death as man - FF - Death as female
31FF24|Death as old man - FF - Death as female
31FF25|Death as (rotting) corpse - FF - Death as female
31FF26|Death as skeleton - FF - Death as female
31FF27|Death as devilish being - FF - Death as female
31G|the soul
31G1|the soul during lifetime
31G2|the soul during death
31G3|the soul after death
31G31|the soul leaving the body in the shape of a little human being
31G311|the soul carried to heaven by angels
31G32|the soul travelling
31G321|ship of the dead
31G322|angel guiding a soul to heaven, 'psychopompos'
31G33|the soul examined; the soul before its judge
31G331|weighing of the soul
31G332|opening of the book of life
31G34|the soul sentenced; 'Anima dannata' (Ripa)
31G35|angels and devils fighting over the soul
31G36|the soul going to its last destination
31G361|devil carrying the soul off
31G4|the soul in eternity
32|human types; peoples and nationalities
32A|human types
32A1|the four temperaments; 'Complessione' (Ripa)
32A11|choleric temperament
32A110|'Colerico (per il fuoco)' (Ripa)
32A12|sanguine temperament
32A120|'Sanguigno (per l'aria)' (Ripa)
32A13|phlegmatic temperament
32A130|'Flemmatico (per l'acqua)' (Ripa)
32A14|melancholic temperament
32A140|'Malenconico (per la terra)', 'Malinconia' (Ripa)
32A141|'Weltschmerz'
32A2|fat and thin (human types)
32A21|fat (human type)
32A210|'Grassezza' (Ripa)
32A211|steatopyge (human type)
32A22|thin (human type)
32A3|optimist and pessimist (human types)
32A31|optimist
32A32|pessimist
32A4|various human types
32A41|ascetic
32A42|coward
32A43|glutton
32A44|miser
32A45|parasite, sponger
32A46|sluggard
32A49|other human types
32A49(...)|other human types (with NAME of type)
32A5|caricatures (human types)
32A6|physiognomy
32A61|phrenology
32A62|chirognomy
32A7|characters (human types)
32A8|passions, emotions, affections
32B|peoples; ethnic groups; nationalities
32B1|prehistoric man
32B11|reconstruction of prehistoric man
32B11(...)|reconstruction of prehistoric man (with NAME)
32B11(NEANDERTHAL)|reconstruction of prehistoric man: Neanderthal
32B12|reconstruction of life and culture of prehistoric man
32B2|'historical' peoples and nationalities
32B2(...)|historical peoples and nationalities (with NAME)
32B2(AMBRONES)|historical peoples: Ambrones
32B2(AZTEC)|historical peoples: Aztec
32B2(BATAVIANS)|historical peoples: Batavians
32B2(CARIANS)|historical peoples: Carians
32B2(CARTHAGINIANS)|historical peoples: Carthaginians
32B2(GAULS)|historical peoples: Gauls
32B2(GOTHS)|historical peoples: Goths
32B2(LYDIANS)|historical peoples: Lydians
32B2(OSCI)|historical peoples: Osci
32B2(PHOENICIANS)|historical peoples: Phoenicians
32B2(ROMANS)|historical peoples: Romans
32B2(SCYTHIANS)|historical peoples: Scythians
32B2(TEUTONS)|historical peoples: Teutons
32B2(THRACIANS)|historical peoples: Thracians
32B3|peoples and nationalities (other than prehistoric or 'historical')
32B31|European peoples
32B311|indigenous Europeans peoples
32B311(...)|indigenous European peoples (with NAME)
32B311(ALBANIANS)|Europeans: Albanians
32B311(BELGIANS)|Europeans: Belgians
32B311(BRITONS)|Europeans: Britons
32B311(BULGARIANS)|Europeans: Bulgarians
32B311(CROATS)|Europeans: Croats
32B311(CZECHS)|Europeans: Czechs
32B311(DANES)|Europeans: Danes
32B311(DUTCH)|Europeans: Dutch
32B311(ENGLISH)|Europeans: English
32B311(FLEMINGS)|Europeans: Flemings
32B311(FRENCH)|Europeans: French
32B311(GERMANS)|Europeans: Germans
32B311(GREEKS)|Europeans: Greeks
32B311(HUNGARIANS)|Europeans: Hungarians
32B311(IRISH)|Europeans: Irish
32B311(ITALIANS)|Europeans: Italians
32B311(POLES)|Europeans: Poles
32B311(PORTUGUESE)|Europeans: Portuguese
32B311(RUMANIANS)|Europeans: Rumanians
32B311(RUSSIANS)|Europeans: Russians
32B311(SCOTS)|Europeans: Scots
32B311(SERBIANS)|Europeans: Serbians
32B311(SLAVS)|Europeans: Slavs
32B311(SLOVAKS)|Europeans: Slovaks
32B311(SPANIARDS)|Europeans: Spaniards
32B311(SWEDES)|Europeans: Swedes
32B311(WALLOONS)|Europeans: Walloons
32B312|(descendants of) European emigrants, person migrating from Europe
32B312(...)|(descendants of) European emigrants, person migrating from Europe (with NAME of DESTINATION)
32B312(AMERICA)|(descendants of) European emigrants to America
32B312(AUSTRALIA)|(descendants of) European emigrants to Australia
32B313|European immigrants, person migrating to Europe
32B313(...)|European immigrants (with NAME of ORIGIN)
32B313(MOROCCO)|European immigrants from Morocco
32B313(SRI LANKA)|European immigrants from Sri Lanka
32B32|African peoples, Africans
32B32(...)|African peoples, Africans (with NAME)
32B32(BEDOUINS)|Africans: Bedouins
32B32(TUNISIANS)|Africans: Tunisians
32B321|(indigenous) peoples of sub-Saharan Africa
32B321(...)|(indigenous) peoples of sub-Saharan Africa (with NAME)
32B321(BANTUS)|people of sub-Saharan Africa: Bantu peoples
32B321(NIGERIANS)|people of sub-Saharan Africa: Nigerians
32B3211|Americans with African roots, African-Americans
32B3212|(descendants of) African emigrants, person migrating from Africa
32B3212(...)|(descendants of) African emigrants, person migrating from Africa (with NAME of DESTINATION)
32B3212(AMERICA)|(descendants of) African emigrants to America
32B3212(GREAT BRITAIN)|(descendants of) African emigrants to Great Britain
32B3212(ISRAEL)|(descendants of) African emigrants to Israel
32B3213|African immigrants, person migrating to Africa
32B3213(...)|African immigrants (with NAME of ORIGIN)
32B3213(GREAT BRITAIN)|African immigrants from Great Britain
32B3213(INDIA)|African immigrants from India
32B3213(THE NETHERLANDS)|African immigrants from The Netherlands
32B33|Asian peoples, Asians
32B33(...)|Asian peoples, Asians (with NAME)
32B33(ARABS)|Asian peoples, Asians: Arabs
32B33(INDIANS)|Asian peoples, Asians: Indians
32B33(PERSIANS)|Asian peoples, Asians: Persians
32B33(TURKS)|Asian peoples, Asians: Turks
32B331|indigenous peoples of Central and East Asia
32B3311|Chinese
32B3312|Japanese
32B3313|Mongolians
32B3314|Koreans
32B332|(descendants of) Asian emigrants, person migrating from Asia
32B332(...)|(descendants of) Asian emigrants (with NAME of DESTINATION)
32B332(AUSTRALIA)|(descendants of) Asian emigrants to Australia
32B333|Asian immigrants, person migrating to Asia
32B333(...)|Asian immigrants (with NAME of ORIGIN)
32B333(EUROPE)|Asian immigrants from Europe
32B34|American peoples, Americans
32B341|indigenous peoples of the American arctic regions
