0|Abstract, Non-representational Art
11I62(ANANIAS)2|Ananias (Sidrach, Shedrach) (not in biblical context); possible attributes: Phrygian bonnet, salamander - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(ANANIAS)3|Ananias (Sidrach, Shedrach) (not in biblical context); possible attributes: Phrygian bonnet, salamander - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(ANANIAS)4|personal devotions of Ananias, e.g. vision, prayer, penitence
11I62(ANANIAS)41|Ananias (Sidrach, Shedrach) sees a ladder reaching from earth to heaven with two angels going up, and urging him to follow them
11I62(ANANIAS)5|Ananias (Sidrach, Shedrach) (not in biblical context); possible attributes: Phrygian bonnet, salamander - legendary/historical addition to life-story of male persons from the Old Testament
11I62(ANANIAS)6|Ananias (Sidrach, Shedrach) (not in biblical context); possible attributes: Phrygian bonnet, salamander - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(ANANIAS)7|Ananias (Sidrach, Shedrach) (not in biblical context); possible attributes: Phrygian bonnet, salamander - other activities, relationships, etc. of male persons from the Old Testament
11I62(DAN)|Dan (not in biblical context)
11I62(DAN)1|Dan (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(DAN)2|Dan (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(DAN)3|Dan (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(DAN)4|Dan (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(DAN)5|Dan (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(DAN)6|Dan (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(DAN)7|Dan (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(DANIEL)|Daniel (not in biblical context); possible attributes: Phrygian bonnet, lion(s), ram
11I62(DANIEL)1|Daniel (not in biblical context); possible attributes: Phrygian bonnet, lion(s), ram - founder, initiator ~ the Old Testament (not in biblical context)
11I62(DANIEL)2|Daniel as patron, intercessor
11I62(DANIEL)21|Daniel as patron of miners
11I62(DANIEL)3|(other) specific aspects ~ Daniel
11I62(DANIEL)31|Daniel as prophet with book or scroll
11I62(DANIEL)4|Daniel (not in biblical context); possible attributes: Phrygian bonnet, lion(s), ram - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(DANIEL)5|legendary/historical addition to life-story of Daniel
11I62(DANIEL)51|when Daniel looks in vain for minerals in trees, an angel comes to help him and points to the earth
11I62(DANIEL)6|Daniel (not in biblical context); possible attributes: Phrygian bonnet, lion(s), ram - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(DANIEL)7|Daniel (not in biblical context); possible attributes: Phrygian bonnet, lion(s), ram - other activities, relationships, etc. of male persons from the Old Testament
11I62(DAVID)|David (not in biblical context); possible attributes: crown, harp
11I62(DAVID)1|David as founder, initiator
11I62(DAVID)11|David as founder of the fourth world epoch
11I62(DAVID)2|David as patron, intercessor
11I62(DAVID)21|David as patron of musicians
11I62(DAVID)3|(other) specific aspects ~ David
11I62(DAVID)31|David as prophet, with crown and scroll
11I62(DAVID)32|David as musician, usually playing the harp
11I62(DAVID)33|David as psalmist, as author of the psalms, usually playing the harp
11I62(DAVID)34|David as psalmist with his four musicians
11I62(DAVID)35|David's four musicians
11I62(DAVID)36|David surrounded by dancers (and musicians)
11I62(DAVID)37|David making music in a pastoral setting
11I62(DAVID)38|David as musician surrounded by the four seasons, the four elements and the four temperaments ~ Harmony of the Universe
11I62(DAVID)39|David as judge
11I62(DAVID)4|personal devotions of David, e.g. vision, prayer, penitence
11I62(DAVID)41|David penitent
11I62(DAVID)5|legendary/historical addition to life-story of David
11I62(DAVID)6|David (not in biblical context); possible attributes: crown, harp - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(DAVID)7|David (not in biblical context); possible attributes: crown, harp - other activities, relationships, etc. of male persons from the Old Testament
11I62(DOEG)|Doeg (not in biblical context); possible attributes: armour
11I62(DOEG)1|Doeg (not in biblical context); possible attributes: armour - founder, initiator ~ the Old Testament (not in biblical context)
11I62(DOEG)2|Doeg (not in biblical context); possible attributes: armour - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(DOEG)3|Doeg (not in biblical context); possible attributes: armour - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(DOEG)4|Doeg (not in biblical context); possible attributes: armour - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(DOEG)5|Doeg (not in biblical context); possible attributes: armour - legendary/historical addition to life-story of male persons from the Old Testament
11I62(DOEG)6|Doeg (not in biblical context); possible attributes: armour - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(DOEG)7|Doeg (not in biblical context); possible attributes: armour - other activities, relationships, etc. of male persons from the Old Testament
11I62(ELIJAH)|Elijah (not in biblical context); possible attributes: scroll and flaming sword
11I62(ELIJAH)1|Elijah as founder of the Carmelite order
11I62(ELIJAH)11|Elijah with Elisha, he nurses the genealogical tree of the Carmelites
11I62(ELIJAH)12|Elijah's fountain
11I62(ELIJAH)2|Elijah as patron, intercessor
11I62(ELIJAH)21|Elijah as protector against rain, thunder and lightning
11I62(ELIJAH)22|Elijah as protector against fire
11I62(ELIJAH)3|(other) specific aspects ~ Elijah
11I62(ELIJAH)31|Elijah as first hermit
11I62(ELIJAH)32|Elijah as personification
11I62(ELIJAH)33|Elijah as high priest
11I62(ELIJAH)34|Elijah as judge
11I62(ELIJAH)4|personal devotions of Elijah, e.g. vision, prayer, penitence
11I62(ELIJAH)41|Mary appears to Elijah: the prophetic cloud
11I62(ELIJAH)5|Elijah (not in biblical context); possible attributes: scroll and flaming sword - legendary/historical addition to life-story of male persons from the Old Testament
11I62(ELIJAH)6|Elijah (not in biblical context); possible attributes: scroll and flaming sword - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(ELIJAH)7|Elijah (not in biblical context); possible attributes: scroll and flaming sword - other activities, relationships, etc. of male persons from the Old Testament
11I62(ENOCH)|Enoch (not in biblical context)
11I62(ENOCH)1|Enoch (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(ENOCH)2|Enoch (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(ENOCH)3|(other) specific aspects ~ Enoch
11I62(ENOCH)31|Enoch as personification of the redeemed soul
11I62(ENOCH)4|Enoch (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(ENOCH)5|Enoch (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(ENOCH)6|Enoch (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(ENOCH)7|Enoch (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(ESAU)|Esau (not in biblical context)
11I62(ESAU)1|Esau (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(ESAU)2|Esau (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(ESAU)3|Esau (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(ESAU)4|Esau (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(ESAU)5|Esau (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(ESAU)6|Esau (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(ESAU)7|Esau (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(EVILMERODACH)|Evilmerodach (not in biblical context)
11I62(EVILMERODACH)1|Evilmerodach (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(EVILMERODACH)2|Evilmerodach (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(EVILMERODACH)3|Evilmerodach (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(EVILMERODACH)4|Evilmerodach (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(EVILMERODACH)5|legendary/historical addition to life-story of Evilmerodach
11I62(EVILMERODACH)51|Evilmerodach tearing to pieces the corpse of his father
11I62(EVILMERODACH)6|Evilmerodach (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(EVILMERODACH)7|Evilmerodach (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(EZEKIEL)|Ezekiel (not in biblical context); possible attributes: book or scroll, double wheel
11I62(EZEKIEL)1|Ezekiel (not in biblical context); possible attributes: book or scroll, double wheel - founder, initiator ~ the Old Testament (not in biblical context)
11I62(EZEKIEL)2|Ezekiel (not in biblical context); possible attributes: book or scroll, double wheel - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(EZEKIEL)3|Ezekiel (not in biblical context); possible attributes: book or scroll, double wheel - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(EZEKIEL)4|Ezekiel (not in biblical context); possible attributes: book or scroll, double wheel - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(EZEKIEL)5|Ezekiel (not in biblical context); possible attributes: book or scroll, double wheel - legendary/historical addition to life-story of male persons from the Old Testament
11I62(EZEKIEL)6|Ezekiel (not in biblical context); possible attributes: book or scroll, double wheel - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(EZEKIEL)7|other activities, relationships, etc. of Ezekiel
11I62(EZEKIEL)71|Ezekiel with David and Christ healing the possessed
11I62(GIDEON)|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece
11I62(GIDEON)1|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece - founder, initiator ~ the Old Testament (not in biblical context)
11I62(GIDEON)2|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(GIDEON)3|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(GIDEON)4|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(GIDEON)5|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece - legendary/historical addition to life-story of male persons from the Old Testament
11I62(GIDEON)6|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(GIDEON)7|Gideon (not in biblical context); possible attributes: bowl (full of dew), broken pitcher, helmet and armour, fleece - other activities, relationships, etc. of male persons from the Old Testament
11I62(GOG & MAGOG)|Gog and Magog (not in biblical context)
11I62(GOG & MAGOG)1|Gog and Magog (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(GOG & MAGOG)2|Gog and Magog (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(GOG & MAGOG)3|Gog and Magog (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(GOG & MAGOG)4|Gog and Magog (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(GOG & MAGOG)5|Gog and Magog (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(GOG & MAGOG)6|Gog and Magog (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(GOG & MAGOG)7|Gog and Magog (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(ISAIAH)|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book
11I62(ISAIAH)1|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book - founder, initiator ~ the Old Testament (not in biblical context)
11I62(ISAIAH)2|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(ISAIAH)3|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(ISAIAH)4|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(ISAIAH)5|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book - legendary/historical addition to life-story of male persons from the Old Testament
11I62(ISAIAH)6|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(ISAIAH)7|Isaiah (not in biblical context); possible attributes: branch with leaves, saw, scroll or book - other activities, relationships, etc. of male persons from the Old Testament
11I62(ISH-BOSHETH)|Ish-bosheth (not in biblical context)
11I62(ISH-BOSHETH)1|Ish-bosheth (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(ISH-BOSHETH)2|Ish-bosheth (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(ISH-BOSHETH)3|Ish-bosheth (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(ISH-BOSHETH)4|Ish-bosheth (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(ISH-BOSHETH)5|Ish-bosheth (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(ISH-BOSHETH)6|Ish-bosheth (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(ISH-BOSHETH)7|Ish-bosheth (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(JABAL)|Jabal (not in biblical context)
11I62(JABAL)1|Jabal (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JABAL)2|Jabal (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JABAL)3|Jabal (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(JABAL)4|Jabal (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JABAL)5|Jabal (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JABAL)6|Jabal (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JABAL)7|other activities, relationships, etc. of Jabal
11I62(JABAL)71|Jabal, with Jubal and Tubalcain
11I62(JEREMIAH)|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot'
11I62(JEREMIAH)1|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot' - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JEREMIAH)2|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot' - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JEREMIAH)3|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot' - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(JEREMIAH)4|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot' - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JEREMIAH)5|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot' - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JEREMIAH)6|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot' - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JEREMIAH)7|Jeremiah (not in biblical context); possible attributes: book or scroll, 'the seething pot' - other activities, relationships, etc. of male persons from the Old Testament
11I62(JESUS SIRACH)|Jesus Sirach (not in biblical context)
11I62(JESUS SIRACH)1|Jesus Sirach (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JESUS SIRACH)2|Jesus Sirach (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JESUS SIRACH)3|Jesus Sirach (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(JESUS SIRACH)4|Jesus Sirach (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JESUS SIRACH)5|Jesus Sirach (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JESUS SIRACH)6|Jesus Sirach (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JESUS SIRACH)7|Jesus Sirach (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(JOAB)|Joab (not in biblical context)
11I62(JOAB)1|Joab (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JOAB)2|Joab (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JOAB)3|Joab (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(JOAB)4|Joab (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JOAB)5|Joab (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JOAB)6|Joab (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JOAB)7|Joab (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(JOSEPH)|Joseph (not in biblical context)
11I62(JOSEPH)1|Joseph (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JOSEPH)2|Joseph (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JOSEPH)3|Joseph (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(JOSEPH)4|Joseph (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JOSEPH)5|Joseph (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JOSEPH)6|Joseph (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JOSEPH)7|Joseph (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(JOSHUA)|Joshua (not in biblical context)
11I62(JOSHUA)1|Joshua (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JOSHUA)2|Joshua (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JOSHUA)3|Joshua (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(JOSHUA)4|Joshua (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JOSHUA)5|Joshua (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JOSHUA)6|Joshua (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JOSHUA)7|Joshua (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(JUBAL)|Jubal (not in biblical context)
11I62(JUBAL)1|Jubal (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JUBAL)2|Jubal (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JUBAL)3|(other) specific aspects ~ Jubal
11I62(JUBAL)31|Jubal as personification of music
11I62(JUBAL)4|Jubal (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JUBAL)5|Jubal (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JUBAL)6|Jubal (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JUBAL)7|Jubal (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(JUDAS MACCABEUS)|Judas Maccabeus (not in biblical context)
11I62(JUDAS MACCABEUS)1|Judas Maccabeus (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(JUDAS MACCABEUS)2|Judas Maccabeus (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(JUDAS MACCABEUS)3|Judas Maccabeus (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(JUDAS MACCABEUS)4|Judas Maccabeus (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(JUDAS MACCABEUS)5|Judas Maccabeus (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(JUDAS MACCABEUS)6|Judas Maccabeus (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(JUDAS MACCABEUS)7|other activities, relationships, etc. of Judas Maccabeus
11I62(JUDAS MACCABEUS)71|Judas Maccabeus and his five brothers
11I62(LOT)|Lot (not in biblical context)
11I62(LOT)1|Lot (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(LOT)2|Lot (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(LOT)3|Lot (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(LOT)4|Lot (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(LOT)5|Lot (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(LOT)6|Lot (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(LOT)7|Lot (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(MELCHIZEDEK)|Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre
11I62(MELCHIZEDEK)1|Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre - founder, initiator ~ the Old Testament (not in biblical context)
11I62(MELCHIZEDEK)2|Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(MELCHIZEDEK)3|Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(MELCHIZEDEK)4|personal devotions of Melchizedek, e.g. vision, prayer, penitence
11I62(MELCHIZEDEK)41|Melchizedek, usually in front of an altar, offers bread and wine in a chalice
11I62(MELCHIZEDEK)5|Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre - legendary/historical addition to life-story of male persons from the Old Testament
11I62(MELCHIZEDEK)6|Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(MELCHIZEDEK)7|Melchizedek (not in biblical context); possible attributes: priestly garments, crown or mitre - other activities, relationships, etc. of male persons from the Old Testament
11I62(MOSES)|Moses (not in biblical context); possible attributes: rays of light or horns on his head, rod, Tables of the Law
11I62(MOSES)1|Moses (not in biblical context); possible attributes: rays of light or horns on his head, rod, Tables of the Law - founder, initiator ~ the Old Testament (not in biblical context)
11I62(MOSES)2|Moses (not in biblical context); possible attributes: rays of light or horns on his head, rod, Tables of the Law - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(MOSES)3|Moses (not in biblical context); possible attributes: rays of light or horns on his head, rod, Tables of the Law - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(MOSES)4|Moses (not in biblical context); possible attributes: rays of light or horns on his head, rod, Tables of the Law - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(MOSES)5|legendary/historical addition to life-story of Moses
11I62(MOSES)51|Moses fighting against the Moors
11I62(MOSES)6|Moses (not in biblical context); possible attributes: rays of light or horns on his head, rod, Tables of the Law - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(MOSES)7|Moses (not in biblical context); possible attributes: rays of light or horns on his head, rod, Tables of the Law - other activities, relationships, etc. of male persons from the Old Testament
11I62(NATHAN)|Nathan (not in biblical context)
11I62(NATHAN)1|Nathan (not in biblical context) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(NATHAN)2|Nathan (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(NATHAN)3|Nathan (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(NATHAN)4|Nathan (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(NATHAN)5|Nathan (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(NATHAN)6|Nathan (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(NATHAN)7|Nathan (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(NOAH'S SONS)|Noah's sons (not in biblical context)
11I62(NOAH'S SONS)1|Noah's sons as founders, initiators
11I62(NOAH'S SONS)11|Noah's sons, each as patriarch of his part of the world: Shem ~ Asia, Ham ~ Africa, Japheth ~ Europe
11I62(NOAH'S SONS)2|Noah's sons (not in biblical context) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(NOAH'S SONS)3|Noah's sons (not in biblical context) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(NOAH'S SONS)4|Noah's sons (not in biblical context) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(NOAH'S SONS)5|Noah's sons (not in biblical context) - legendary/historical addition to life-story of male persons from the Old Testament
11I62(NOAH'S SONS)6|Noah's sons (not in biblical context) - post-mortem occurrences of male persons from the Old Testament, e.g. finding and transportation of relics
11I62(NOAH'S SONS)7|Noah's sons (not in biblical context) - other activities, relationships, etc. of male persons from the Old Testament
11I62(OBADIAH)|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets)
11I62(OBADIAH)1|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets) - founder, initiator ~ the Old Testament (not in biblical context)
11I62(OBADIAH)2|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets) - patron, intercessor ~ the Old Testament (not in biblical context)
11I62(OBADIAH)3|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets) - (other) specific aspects, e.g. allegorical and symbolical aspects of male persons from the Old Testament (not in biblical context)
11I62(OBADIAH)4|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets) - personal devotions of male persons from the Old Testament, e.g. vision, prayer, penitence
11I62(OBADIAH)5|the prophet Obadiah (not in biblical context); possible attributes: book or scroll, bread and jar, prophets at his feet (because of the erroneous identification with his namesake, Ahab's governor, who hid and fed a hundred prophets) - legendary/historical addition to life-story of male persons from the Old Testament
