0|Abstract, Non-representational Art
11HH(LUCY)119|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - svatá žena chránící věřící pláštěm, "Schutzmantel"
11HH(LUCY)12|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - ženská světice píšící, studující, učící, diktující
11HH(LUCY)13|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - ženská světice jako zakladatelka řádu
11HH(LUCY)131|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - ženská světice ~ potvrzení řádu, schválení regulí)
11HH(LUCY)2|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - raný život svaté ženy
11HH(LUCY)3|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - osobní oddanost svaté ženy
11HH(LUCY)31|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - povolání, obrácení světice
11HH(LUCY)32|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - křest, zasvěcení, složení slibů svaté ženy
11HH(LUCY)33|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - zřeknutí se světských statků, asketický život světice
11HH(LUCY)34|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - vidění, mystický sňatek světice
11HH(LUCY)35|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - pokušení ženské světice
11HH(LUCY)36|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - pokání ženské světice
11HH(LUCY)37|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - svatá žena medituje, je v extázi
11HH(LUCY)4|nezázračné aktivity a události ~ Svatá Lucie
11HH(LUCY)41|Svatá Lucie rozdává své bohatství chudým
11HH(LUCY)5|zázračné aktivity a události ~ Svatá Lucie
11HH(LUCY)51|Svatá Lucie a její matka se modlí před hrobem svaté Agáty: objevuje se sama světice a matka svaté Lucie je zázračně uzdravena
11HH(LUCY)59|zázračné činnosti a události ~ svatá Lucie - stigmatizace ženské světice
11HH(LUCY)6|mučednictví, utrpení, neštěstí, smrt svaté Lucie
11HH(LUCY)61|Svatá Lucie před soudcem Paschasiem: její snoubenec ji udává
11HH(LUCY)62|Svatá Lucie, přivázaná k houfu volů, je vlečena do nevěstince, ale zůstává stát
11HH(LUCY)63|prsa svaté Lucie jsou ostříhána nebo uříznuta
11HH(LUCY)64|Svatá Lucie je upálena na hranici, ale plameny jí neublíží
11HH(LUCY)68|Svatá Lucie je probodnuta dýkou nebo mečem
11HH(LUCY)681|pohřeb svaté Lucie
11HH(LUCY)69|mučednictví, utrpení, neštěstí, smrt svaté Lucie - špatné zacházení s tělem svaté ženy
11HH(LUCY)7|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - apoteóza, sláva, triumf světice
11HH(LUCY)8|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - posmrtné výskyty ženské světice
11HH(LUCY)81|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - nález, převoz relikvií svaté ženy
11HH(LUCY)82|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - zázraky se dějí při manipulaci s relikviemi světice
11HH(LUCY)83|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - posmrtné skutky, zjevení světců a světic
11HH(LUCY)84|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - beatifikace, kanonizace ženské světice
11HH(LUCY)9|panenská mučednice Lucie (Lucia) ze Syrakus; možné atributy: dýka nebo meč (na krku), oči, plameny u nohou, lampa, vůl - portrét svaté ženy
11HH(MARGARET OF CORTONA)|františkánská třetihorní Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen
11HH(MARGARET OF CORTONA)0|františkánská třetihorní Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - ženská světice zobrazená ve skupině
11HH(MARGARET OF CORTONA)1|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - specifické aspekty ~ ženská světice
11HH(MARGARET OF CORTONA)11|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - ženská světice jako patronka, ochránkyně, přímluvkyně
11HH(MARGARET OF CORTONA)119|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - svatá žena chránící věřící pláštěm, "Schutzmantel"
11HH(MARGARET OF CORTONA)12|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - ženská světice píšící, studující, učící, diktující
11HH(MARGARET OF CORTONA)13|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - ženská světice jako zakladatelka řádu
11HH(MARGARET OF CORTONA)131|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - ženská světice ~ potvrzení řádu, schválení řehole (řeholí)
11HH(MARGARET OF CORTONA)2|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - raný život ženské světice
11HH(MARGARET OF CORTONA)3|osobní úcta svaté Markéty z Cortony
11HH(MARGARET OF CORTONA)31|osobní úcta svaté Markéty z Cortony - povolání, obrácení svaté ženy
11HH(MARGARET OF CORTONA)32|osobní úcta svaté Markéty Cortonské - křest, zasvěcení, složení slibů svaté ženy
11HH(MARGARET OF CORTONA)33|osobní zbožnost svaté Markéty z Cortony - zřeknutí se světských statků, asketický život svaté ženy
11HH(MARGARET OF CORTONA)34|vidění svaté Markéty z Cortony
11HH(MARGARET OF CORTONA)341|Svatá Markéta z Cortony klečí, podpíraná anděly, před viděním Krista, který jí ukazuje své rány ("Markétina extáze")
11HH(MARGARET OF CORTONA)342|Svatá Markéta z Cortony se modlí před krucifixem; hlava Krista se sklání dopředu
11HH(MARGARET OF CORTONA)35|osobní úcta svaté Markéty Cortonské - pokušení ženské světice
11HH(MARGARET OF CORTONA)36|osobní úcta svaté Markéty z Cortony - kajícnost ženské světice
11HH(MARGARET OF CORTONA)37|osobní úcta svaté Markéty z Cortony - svatá žena medituje, je v extázi
11HH(MARGARET OF CORTONA)4|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - nezázračné činnosti a události ~ ženská světice
11HH(MARGARET OF CORTONA)5|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - zázračné činnosti a události ~ ženská světice
11HH(MARGARET OF CORTONA)59|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - stigmatizace ženské světice
11HH(MARGARET OF CORTONA)6|mučednictví, utrpení, neštěstí, smrt svaté Markéty z Cortony
11HH(MARGARET OF CORTONA)68|smrt svaté Markéty z Cortony: kněz jí podává poslední svátost
11HH(MARGARET OF CORTONA)69|mučednictví, utrpení, neštěstí, smrt svaté Markéty z Cortony - špatné zacházení s tělem svaté ženy
11HH(MARGARET OF CORTONA)7|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - apoteóza, sláva, triumf světice
11HH(MARGARET OF CORTONA)8|františkánská třetihorní Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - posmrtné výskyty ženské světice
11HH(MARGARET OF CORTONA)81|františkánská terciářka Markéta z Cortony; možné atributy: disciplína, pes, lilie, lebka, kámen - nález, převoz relikvií ženské světice
11HH(MARGARET OF CORTONA)82|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - zázraky při manipulaci s relikviemi světice
11HH(MARGARET OF CORTONA)83|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - posmrtné skutky, zjevení světic
11HH(MARGARET OF CORTONA)84|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - blahořečení, kanonizace ženské světice
11HH(MARGARET OF CORTONA)9|františkánská terciářka Markéta z Cortony; možné atributy: kázeň, pes, lilie, lebka, kámen - portrét svaté ženy
11HH(MARGARET)|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel
11HH(MARGARET)0|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - ženská světice zobrazená ve skupině
11HH(MARGARET)1|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - specifické aspekty ~ ženská světice
11HH(MARGARET)11|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - ženská světice jako patronka, ochránkyně, přímluvkyně
11HH(MARGARET)119|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - světice chránící věřící pláštěm, "Schutzmantel"
11HH(MARGARET)12|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - svatá žena píšící, studující, učící, diktující
11HH(MARGARET)13|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - ženská světice jako zakladatelka řádu
11HH(MARGARET)131|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - ženská světice ~ potvrzení řádu, schválení regulí
11HH(MARGARET)2|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - raný život světice
11HH(MARGARET)3|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - osobní úcta světice
11HH(MARGARET)31|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - povolání, obrácení světice
11HH(MARGARET)32|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - křest, zasvěcení, složení slibu světice
11HH(MARGARET)33|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - zřeknutí se světských statků, asketický život světice
11HH(MARGARET)34|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - vidění, mystický sňatek světice
11HH(MARGARET)35|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - pokušení ženské světice
11HH(MARGARET)36|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - kajícnost svaté ženy
11HH(MARGARET)37|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - svatá žena medituje, je v extázi
11HH(MARGARET)4|nezázračné aktivity a události ~ St. Margaret
11HH(MARGARET)41|Svatá Markéta hlídá ovce: někdy se s ní setkává prefekt Antiochie Olibrius
11HH(MARGARET)5|zázračné aktivity a události ~ St. Margaret
11HH(MARGARET)51|Svatá Markéta je ve své kobce pohlcena drakem (Satanem)
11HH(MARGARET)52|drak, který spolkl svatou Markétu, praskne a Markéta vyjde ven nezraněná; drak obvykle drží v tlamě kousek jejích šatů
11HH(MARGARET)53|Svatá Markéta zkrotila draka tím, že mu do tlamy vložila křížek
11HH(MARGARET)59|zázračné činnosti a události ~ svatá Markéta - stigmatizace ženské světice
11HH(MARGARET)6|mučednictví, utrpení, neštěstí, smrt svaté Markéty
11HH(MARGARET)61|Svatá Markéta umučená hořícími pochodněmi
11HH(MARGARET)62|Svatá Markéta je ponořena do vroucí vody
11HH(MARGARET)63|Svatá Markéta mučená železnými hřebeny
11HH(MARGARET)68|St. Margaret is beheaded
11HH(MARGARET)69|mučednictví, utrpení, neštěstí, smrt svaté Markéty - špatné zacházení s tělem svaté ženy
11HH(MARGARET)7|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - apoteóza, sláva, triumf světice
11HH(MARGARET)8|panenská mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - posmrtné výskyty ženské světice
11HH(MARGARET)81|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - nález, převoz relikvií světice
11HH(MARGARET)82|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - zázraky se dějí při manipulaci s relikviemi světice
11HH(MARGARET)83|panenská mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - posmrtné skutky, zjevení světic
11HH(MARGARET)84|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetězu), (škapulíř) z perel - beatifikace, kanonizace svaté ženy
11HH(MARGARET)9|panna mučednice Markéta Antiochijská; možné atributy: kříž, koruna, drak (pod nohama nebo na řetízku), (škapulíř) z perel - portrét světice
11HH(MARTHA)|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka
11HH(MARTHA)0|patronka hospodyň, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - ženská světice zobrazená ve skupině
11HH(MARTHA)1|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - specifické aspekty ~ ženská světice
11HH(MARTHA)11|patronka hospodyň, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - ženská světice jako patronka, ochránkyně, přímluvkyně
11HH(MARTHA)119|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - ženská světice chránící věřící pláštěm, "Schutzmantel"
11HH(MARTHA)12|patronka hospodyň, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - ženská světice píšící, studující, učící, diktující
11HH(MARTHA)13|patronka hospodyň, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - ženská světice jako zakladatelka řádu
11HH(MARTHA)131|patronka hospodyň, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - ženská světice ~ potvrzení řádu, schválení pravidel(e)
11HH(MARTHA)2|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - raný život ženské světice
11HH(MARTHA)3|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - osobní oddanost svaté ženy
11HH(MARTHA)31|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - povolání, obrácení svaté ženy
11HH(MARTHA)32|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - křest, zasvěcení, složení slibu ženské světice
11HH(MARTHA)33|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - zřeknutí se světských statků, asketický život světice
11HH(MARTHA)34|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - vidění, mystický sňatek svaté ženy
11HH(MARTHA)35|patronka žen v domácnosti Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - pokušení ženské světice
11HH(MARTHA)36|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - kajícnost ženské světice
11HH(MARTHA)37|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - ženská světice meditující, v extázi
11HH(MARTHA)4|nezázračné aktivity a události ~ Svatá Marta
11HH(MARTHA)41|Svatá Marta kárá svou sestru Marii Magdalénu za její marnivost
11HH(MARTHA)42|Svatá Marta staví kostel v Marseille
11HH(MARTHA)5|zázračné činnosti a události ~ Svatá Marta
11HH(MARTHA)51|Svatá Marta přemáhá draka z Tarasconu tím, že ho pokropí svěcenou vodou; možná draka spoutá svým opaskem
11HH(MARTHA)52|zázračná uzdravení svaté Marty
11HH(MARTHA)59|zázračné činnosti a události ~ svatá Marta - stigmatizace ženské světice
11HH(MARTHA)6|mučednictví, utrpení, neštěstí, smrt svaté Marty
11HH(MARTHA)68|smrtelná postel svaté Marty: objeví se Marie Magdaléna a zapálí svíčku; může se objevit Kristus nebo ruka Boží
11HH(MARTHA)69|mučednictví, utrpení, neštěstí, smrt svaté Marty - špatné zacházení s tělem svaté ženy
11HH(MARTHA)7|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - apoteóza, sláva, triumf světice
11HH(MARTHA)8|patronka hospodyň, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - posmrtný výskyt ženské světice
11HH(MARTHA)81|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - nález, převoz relikvií svaté ženy
11HH(MARTHA)82|patronka žen v domácnosti Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - zázraky se dějí při manipulaci s relikviemi světice
11HH(MARTHA)83|patronka žen v domácnosti, Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - posmrtné skutky, zjevení světic
11HH(MARTHA)84|patronka žen v domácnosti Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - beatifikace, kanonizace ženské světice
11HH(MARTHA)9|patronka žen v domácnosti Marta z Betánie; možné atributy: aspergillum, koště, svazek klíčů, drak, naběračka - portrét svaté ženy
11HH(MARY KLEOPHAS)|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí
11HH(MARY KLEOPHAS)0|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - ženská světice zobrazená ve skupině
11HH(MARY KLEOPHAS)1|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - specifické aspekty ~ ženská světice
11HH(MARY KLEOPHAS)11|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - ženská světice jako patronka, ochránkyně, přímluvkyně
11HH(MARY KLEOPHAS)119|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - světice chránící věřící pláštěm, "Schutzmantel"
11HH(MARY KLEOPHAS)12|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - ženská světice píšící, studující, učící, diktující
11HH(MARY KLEOPHAS)13|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - ženská světice jako zakladatelka řádu
11HH(MARY KLEOPHAS)131|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - ženská světice ~ potvrzení řádu, schválení řehole (řeholí)
11HH(MARY KLEOPHAS)2|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - raný život svaté ženy
11HH(MARY KLEOPHAS)3|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - osobní zbožnost světice
11HH(MARY KLEOPHAS)31|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - povolání, obrácení světice
11HH(MARY KLEOPHAS)32|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - křest, zasvěcení, složení slibů svaté ženy
11HH(MARY KLEOPHAS)33|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - zřeknutí se světských statků, asketický život světice
11HH(MARY KLEOPHAS)34|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - vidění, mystický sňatek světice
11HH(MARY KLEOPHAS)35|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - pokušení ženské světice
11HH(MARY KLEOPHAS)36|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - kajícnost světice
11HH(MARY KLEOPHAS)37|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - svatá žena meditující, v extázi
11HH(MARY KLEOPHAS)4|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - nezázračné činnosti a události ~ ženská světice
11HH(MARY KLEOPHAS)5|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - zázračné činnosti a události ~ ženská světice
11HH(MARY KLEOPHAS)59|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - stigmatizace ženské světice
11HH(MARY KLEOPHAS)6|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - mučednictví, utrpení, neštěstí, smrt světice
11HH(MARY KLEOPHAS)68|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - smrt, smrtelné lože světice
11HH(MARY KLEOPHAS)69|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - špatné zacházení s tělem světice
11HH(MARY KLEOPHAS)7|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - apoteóza, sláva, triumf světice
11HH(MARY KLEOPHAS)8|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - posmrtné výskyty ženské světice
11HH(MARY KLEOPHAS)81|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - nález, převoz ostatků ženské světice
11HH(MARY KLEOPHAS)82|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - zázraky se dějí při manipulaci s relikviemi světice
11HH(MARY KLEOPHAS)83|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - posmrtné skutky, zjevení světců ženského pohlaví
11HH(MARY KLEOPHAS)84|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - blahořečení, kanonizace ženské světice
11HH(MARY KLEOPHAS)9|Marie Kleofášová, sestra Panny Marie, matka Jakuba Menšího ("Maria Jacobi"); možné atributy: nádoba s mastí - portrét světice
11HH(MARY MAGDALENE)|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič
11HH(MARY MAGDALENE)0|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - ženská světice zobrazená ve skupině
11HH(MARY MAGDALENE)1|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - specifické aspekty ~ ženská světice
11HH(MARY MAGDALENE)11|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - ženská světice jako patronka, ochránkyně, přímluvkyně
11HH(MARY MAGDALENE)119|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - svatá žena chránící věřící pláštěm, "Schutzmantel"
11HH(MARY MAGDALENE)12|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - svatá žena píše, studuje, učí, diktuje
11HH(MARY MAGDALENE)13|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - ženská světice jako zakladatelka řádu
11HH(MARY MAGDALENE)131|kající nevěstka Marie Magdaléna; možné atributy: kniha (nebo svitek), koruna, trnová koruna, krucifix, nádoba s mastí, zrcadlo, hudební nástroj, palmová ratolest, růženec, bič - ženská světice ~ potvrzení řádu, schválení regulí)
11HH(MARY MAGDALENE)2|raný život svaté Máří Magdalény
11HH(MARY MAGDALENE)21|život svaté Máří Magdalény před jejím obrácením, např. tanec, lov
11HH(MARY MAGDALENE)3|osobní zbožnost svaté Máří Magdalény
11HH(MARY MAGDALENE)31|obrácení svaté Marie Magdalény, když slyšela kázat Krista
11HH(MARY MAGDALENE)32|osobní úcta svaté Máří Magdaleny - křest, zasvěcení, složení slibů svaté ženy
11HH(MARY MAGDALENE)33|Svatá Máří Magdaléna se zříká marností světa, odkládá své šperky
11HH(MARY MAGDALENE)34|osobní úcta svaté Máří Magdalény - vize, mystický sňatek svaté ženy
11HH(MARY MAGDALENE)35|osobní zbožnost svaté Máří Magdalény - pokušení ženské světice
11HH(MARY MAGDALENE)36|kajícná svatá Máří Magdaléna (často před jeskyní, možná na kopci La svatýe-Baume): dlouhé vlasy jí zakrývají (nahé) tělo, čte, rozjímá nebo zvedá oči plné slz k nebi
11HH(MARY MAGDALENE)361|svatořečení svaté Máří Magdalény: andělé ji vynášejí do nebe; někdy se na ni dívá poustevník
11HH(MARY MAGDALENE)362|jeden nebo více andělů krmí svatou Máří Magdalénu (před její jeskyní) oplatkou z pyxu
11HH(MARY MAGDALENE)37|osobní pobožnost svaté Máří Magdalény - svatá žena medituje, je v extázi
