4|Maatschappij, Beschaving, Cultuur
48A9875|ornament ~ slinger, krans
48A9876|ornament ~ cartouche
48A9877|ornament ~ medaillon
48A9878|door elkaar weven ~ versieren
48A98781|Abstracte kruising, knoopwerk ~ ornament
48A98782|dierlijk vlechtwerk ~ ornament
48A98783|bloemmotief ~ ornament
48A9879|Laub- und Bandelwerk ~ ornament
48AA72|gebouwen voor voorstellingen - AA - openluchtvoorstellingen
48AA721|theater (gebouw) - AA - openluchtvoorstellingen
48AA722|concertzaal - AA - openluchtvoorstellingen
48AA723|operagebouw - AA - openluchtvoorstellingen
48AA724|muziekzaal - AA - openluchtvoorstellingen
48AA725|bioscoop, filmhuis - AA - openluchtvoorstellingen
48AA726|cabaret (plaats) - AA - openluchtvoorstellingen
48AA729|voorkant van het gebouw van gebouwen die worden gebruikt voor voorstellingen - AA - openluchtvoorstellingen
48AA7291|foyer ~ theater, enz. - AA - openluchtvoorstellingen
48AA7292|auditorium ~ theater, enz. - AA - openluchtvoorstellingen
48AA7293|stallen ~ theater, enz. - AA - openluchtvoorstellingen
48AA7294|galerijen ~ theater, enz. - AA - openluchtvoorstellingen
48AA7295|dozen, loges ~ theater, enz. - AA - openluchtvoorstellingen
48AA982|antropomorfisch ornament - AA - gestileerd
48AA9821|ornament ~ menselijke delen - AA - gestileerd
48AA98211|masker, mascaron ~ ornament - AA - gestileerd
48AA98212|Gefoliede kop ~ ornament - AA - gestileerd
48AA9822|ornament ~ menselijke monstruositeiten - AA - gestileerd
48AA9823|ornament ~ hybride wezens; menselijke en dierlijke vormen gemengd - AA - gestileerd
48AA983|ornament afgeleid van plantvormen - AA - gestileerd
48AA9831|bladeren, ranken, takken ~ ornament - AA - gestileerd
48AA98311|bladgroen ~ ornament - AA - gestileerd
48AA983111|acanthus ~ ornament - AA - gestileerd
48AA983112|palmette ~ ornament - AA - gestileerd
48AA98312|ranken ~ ornament - AA - gestileerd
48AA98313|takken, 'Astwerk' ~ ornament - AA - gestileerd
48AA9832|fruit en groenten ~ ornament - AA - gestileerd
48AA98321|Granaatappel ~ ornament - AA - gestileerd
48AA9833|bloemen ~ ornament - AA - gestileerd
48AA98331|Fleur-de-lis ~ ornament - AA - gestileerd
48AA98332|lotus ~ ornament - AA - gestileerd
48AA98333|bos bloemen ~ ornament - AA - gestileerd
48AA9834|onherkenbare plantvormen ~ ornament - AA - gestileerd
48AA98341|rozet ~ ornament - AA - gestileerd
48AA984|ornament afgeleid van dierlijke vormen - AA - gestileerd
48AA9841|Bucranium ~ ornament - AA - gestileerd
48AA9842|Ramshoofd ~ ornament - AA - gestileerd
48AA9843|Leeuwenkop ~ ornament - AA - gestileerd
48AA9844|dolfijn ~ ornament - AA - gestileerd
48AA9845|ander ornament afgeleid van dierlijke vormen - AA - gestileerd
48AA9846|ornament ~ hybride dieren - AA - gestileerd
48AA985|ornament afgeleid van objecten - AA - gestileerd
48AA9851|lint, rol, banderol ~ ornament - AA - gestileerd
48AA9852|linnenplooi ~ ornament - AA - gestileerd
48AA9853|Sint-jakobsschelp, schelp ~ ornament - AA - gestileerd
48AA9854|vaas ~ ornament - AA - gestileerd
48AA9855|Lambrequin ~ ornament - AA - gestileerd
48AA9856|ornament afgeleid van architectonische details - AA - gestileerd
48AA9857|(andere) ornamenten afgeleid van objecten - AA - gestileerd
48AA9857(...)|(andere) ornamenten afgeleid van objecten (met NAAM) - AA - gestileerd
48B|kunstenaar (in het algemeen)
48B1|Kunstenaar aan het werk, in zijn werkplaats
48B10|inspiratie van de kunstenaar (in het algemeen)
48B101|De kunstenaar en zijn muze (in het algemeen)
48B11|workshop, studio van de kunstenaar (in het algemeen)
48B111|studio benodigdheden (kunstenaar in het algemeen)
48B12|Werkomstandigheden van kunstenaar
48B121|kunstenaar (in het algemeen) die voorlopige ontwerpen maakt, schetsen
48B122|kunstenaar (in het algemeen) die klassieke overblijfselen bestudeert
48B123|kunstenaar (in het algemeen) die een model maakt
48B124|kunstenaar (in het algemeen) die werkt met een levend model
48B1241|kunstenaar (in het algemeen) die werkt met gekleed model
48B1242|kunstenaar (in het algemeen) die werkt met naaktmodel
48B13|model van de kunstenaar, zitter
48B14|onderwijs, opleiding van de kunstenaar (in het algemeen)
48B141|plaats of instelling voor onderwijs en training van de kunstenaar, bijvoorbeeld: academie voor kunst
48B1410|personificatie van (kunst)academie; 'Academia' (Ripa)
48B142|indrukwekkend talent van de jonge kunstenaar
48B143|kunstenaar die leerlingen traint
48B15|Kunstenaar aan het werk met assistenten of leerlingen
48B19|artiest die zijn eigen werk vernietigt
48B2|kunstenaar in niet-werksituatie
48B21|Beroemdheid ~ artiest
48B22|De kunstenaar en zijn familie, familieleden, enz.
48B23|cirkel, club van kunstenaars
48B24|Bohemian leven van kunstenaar
48B25|de genialiteit van de kunstenaar onopgemerkt
48B26|kunstenaar op zijn sterfbed
48B3|portret, zelfportret van kunstenaar
48B4|professionele organisatie van kunstenaars
48B41|Gilde van St. Lucas
48B411|wapen van het Gilde van St. Lucas
48B42|academie, vereniging van kunstenaars
48B43|kamer van retoriek (Dutch: 'rederijkerskamer')
48BB1|Kunstenaar aan het werk, in zijn werkplaats - BB - buiten
48BB10|Inspiratie van de kunstenaar (in het algemeen) - BB - buiten de deur
48BB101|De kunstenaar en zijn muze (in het algemeen) - BB - buiten
48BB11|workshop, studio van de kunstenaar (in het algemeen) - BB - buiten
48BB111|Studio benodigdheden (artiest in het algemeen) - BB - buiten
48BB12|Werkomstandigheden van een kunstenaar - BB - buiten
48BB121|kunstenaar (in het algemeen) die voorlopige ontwerpen maakt, schetst - BB - buiten
48BB122|kunstenaar (in het algemeen) die klassieke overblijfselen bestudeert - BB - buiten
48BB123|kunstenaar (in het algemeen) maakt een model - BB - buiten
48BB124|Kunstenaar (in het algemeen) die werkt vanuit een levend model - BB - buiten
48BB1241|Kunstenaar (in het algemeen) die werkt vanuit een gekleed model - BB - buiten
48BB1242|Kunstenaar (in het algemeen) werkend vanuit naaktmodel - BB - buiten
48BB13|model van de kunstenaar, zitter - BB - buiten
48BB14|Onderwijs, opleiding van de kunstenaar (in het algemeen) - BB - buiten
48BB141|plaats of instelling voor onderwijs en training van de kunstenaar, bijvoorbeeld: academie voor kunst - BB - buitenlucht
48BB1410|personificatie van (kunst)academie; 'Academia' (Ripa) - BB - buiten
48BB142|Indrukwekkend talent van de jonge artiest - BB - buiten
48BB143|kunstenaar traint leerlingen - BB - buiten
48BB15|Kunstenaar aan het werk met assistenten of leerlingen - BB - buiten
48BB19|Artiest die zijn eigen werk vernietigt - BB - buiten
48C|de kunsten; artiesten
48C1|architectuur
48C10|'Architectura', symbolische voorstellingen, allegorieën en emblemen ~ architectuur; 'Architettura' (Ripa)
48C101|Oorsprong van architectuur
48C11|architect aan het werk
48C111|ontwerpen, schetsen ~ architect
48C112|architect die oude architectuur bestudeert
48C113|architect biedt ontwerp of model aan aan opdrachtgever
48C114|architect toezicht houdend op bouwactiviteiten
48C12|architect in niet-werksituatie
48C13|portret, zelfportret van architect
48C14|architectonische representaties in het algemeen
48C141|weergave van een echt gebouw (ofwel bestaand of in het verleden bestaan hebbend)
48C1411|exterieur ~ representatie van een gebouw
48C14111|vogelperspectief ~ representatie van gebouw
48C1412|interieur ~ representatie van een gebouw
48C1413|karikatuur van een gebouw
48C142|architectonisch ontwerp of model
48C1421|reeks ontwerpen, modellen, enz. van één architecturaal project
48C1422|model ~ architectuur
48C1423|plan ~ architectuur
48C14231|plattegrond ~ architectonisch ontwerp of model
48C1424|sectie ~ architectonisch ontwerp of model
48C1425|exterieur ~ architectonisch ontwerp of model
48C14251|vogelperspectief ~ architectonisch ontwerp of model
48C14252|gevel ~ architectonisch ontwerp of model
48C1426|interieur ~ architectonisch ontwerp of model
48C1427|exterieur en interieur gecombineerd ~ architectonisch ontwerp of model
48C143|Ideale en visionaire architectuur
48C1431|fantastische architectuur, onrealistische architectonische fantasieën
48C1432|model van een ideaal of visionair architectonisch project
48C1433|plan ~ ideaal of visionair architectonisch ontwerp of model
48C1434|sectie ~ ideaal of visionair architectonisch ontwerp of model
48C1435|exterieur ~ ideaal of visionair architectonisch ontwerp of model
48C14351|vogelperspectief ~ ideaal of visionair architectonisch ontwerp of model
48C1436|interieur ~ ideaal of visionair architectonisch ontwerp of model
48C1437|exterieur en interieur gecombineerd ~ ideaal of visionair architectonisch ontwerp of model
48C144|architectonische dwaasheid
48C145|architectonische settings in schilderijen, beeldhouwwerken, enz.
48C1451|'Architekturbild'
48C149|ruïne van een gebouw ~ architectuur
48C15|gereedschappen, instrumenten van architectuur
48C16|architectonisch detail
48C161|kolom, pilaar ~ architectuur
48C1611|halve zuil, pilaster ~ architectuur
48C1612|hoofdstad (~ kolom, pilaar)
48C1613|basis (~ kolom, pilaar)
48C1614|spiraal of Solomonszuil
48C1615|zuilengang
48C162|boog, archivolt ~ architectuur
48C1621|arcade ~ architectuur
48C1622|kluis ~ architectuur
48C1622(...)|kluis (met NAAM)
48C16221|sleutelsteen ~ architectuur
48C1623|koepel ~ architectuur
48C1624|'concha' ~ architectuur
48C163|bestellingen, orderboeken ~ architectuur
48C1631|dorische orde ~ architectuur
48C1632|Toscaanse orde ~ architectuur
48C1633|ionische orde ~ architectuur
48C1634|Corinthische orde ~ architectuur
48C1635|samengestelde orde ~ architectuur
48C164|constructieve (architectonische) onderdelen ~ menselijke wezens
48C1641|Atlantes ~ architectuur
48C1642|kariatiden ~ architectuur
48C165|lijsten ~ architectuur
48C165(...)|lijsten ~ architectuur (met NAAM)
48C166|oppervlakteversieringen ~ architectuur
48C1661|rusticatie ~ oppervlakteversieringen (architectuur)
48C167|straatstenen, vloer ~ architectuur
48C168|andere architectonische details
48C168(...)|andere architectonische details (met NAAM)
48C168(ARCHITRAVE)|andere architectonische details: architraaf
48C2|beeldhouwwerk
48C20|'Sculptura', symbolische voorstellingen, allegorieën en emblemen ~ beeldhouwwerk; 'Scoltura' (Ripa)
48C21|beeldhouwer aan het werk
48C211|beeldhouwer die een model maakt, bozzetto
48C212|hol gieten
48C213|Beeldhouwer die klassieke overblijfselen bestudeert
48C22|beeldhouwer in niet-werksituatie
48C23|portret, zelfportret van beeldhouwer
48C24|stuk beeldhouwwerk, replica van een stuk beeldhouwwerk
48C241|galerij van sculpturen
48C242|wassenbeeldenkabinet
48C243|karikatuur van een stuk beeldhouwwerk
48C244|voetstuk van een beeldhouwwerk (misschien in de vorm van een herme)
48C25|gereedschappen, werktuigen van beeldhouwer
48C25(...)|gereedschappen, werktuigen van beeldhouwer (met NAAM)
48C25(MALLET)|gereedschappen, werktuigen van beeldhouwer: hamer
48C26|medaille (beschouwd als een stuk beeldhouwwerk, ongeacht zijn specifieke functie)
48C27|edelsteen, edelsteen
48C3|toegepaste kunst, ambachten; industrieel ontwerp
48C30|Symbolische voorstellingen, allegorieën en emblemen ~ toegepaste kunsten
48C31|ambachtsman ~ toegepaste kunsten
48C311|edelsmid, goudsmid, zilversmid
48C312|Ambachtsman ~ basismetaal
48C313|pottenbakker, keramist
48C314|glasblazer
48C315|tapijtwever, gobelinmaker
48C316|schrijnwerker, meubelmaker, 'ébéniste'
48C32|portret, zelfportret van ambachtsman in toegepaste kunsten
48C33|werk van toegepaste kunst
48C34|gereedschap, werktuigen van ambachtsman
48C34(...)|gereedschap, werktuigen van een ambachtsman (met NAAM)
48C34(POTTER'S WHEEL)|gereedschap, werktuigen van de ambachtsman: pottenbakkersschijf
48C34(TOUCH-STONE)|gereedschap, werktuigen van de ambachtsman: touch-stone
48C35|versieren, decoreren ~ toegepaste kunsten
48C351|decoreren in reliëf, appliceren
48C352|decoreren 'en creux'
48C3521|graveren
48C3522|etsen
48C3523|houtsnijwerk ~ toegepaste kunsten
48C35231|chip carving
48C353|platte decoratie ~ toegepaste kunst
48C3531|schilderkunst ~ toegepaste kunsten
48C35311|lakken ~ toegepaste kunsten
48C3532|drukken ~ toegepaste kunsten
48C3533|emailleerkunst ~ toegepaste kunst
48C3534|fineertechniek ~ toegepaste kunsten
48C35341|het maken van intarsia ~ toegepaste kunsten
48C35342|het maken van marquetry ~ toegepaste kunsten
48C3535|damasceneren, nielleren ~ toegepaste kunsten
48C3536|bekleding ~ toegepaste kunsten
48C36|industrieel ontwerp
48C361|industrieel ontwerper
48C4|de monumentale kunsten
48C40|Symbolische voorstellingen, allegorieën en emblemen ~ de monumentale kunsten
48C41|monumentale kunstenaar
48C411|mozaïekkunstenaar
48C412|muurschilder
48C413|glas-in-lood kunstenaar
48C42|portret, zelfportret van monumentale kunstenaar
48C43|werk van monumentale kunst
48C44|gereedschap en werktuigen van de monumentale kunstenaar
48C5|schilderkunst, tekenen en de grafische kunsten
48C51|schilderkunst (inclusief boekverluchting, miniatuurschilderkunst)
48C510|'Pictura', symbolische voorstellingen, allegorieën en emblemen ~ schilderkunst; 'Pittura' (Ripa)
48C5101|De oorsprong van schilderen en tekenen
48C511|schilder aan het werk, in zijn studio
48C5110|inspiratie van de schilder
48C51101|De schilder en zijn muze
48C51102|schilder die muziek maakt, schilder met muziekinstrument
48C5111|workshop, studio ~ schilder
48C51111|studio benodigdheden ~ schilder
48C5112|werk situaties ~ schilder
48C51121|schilder die voorlopige ontwerpen maakt, schetst
48C51122|schilder die klassieke overblijfselen bestudeert
48C51123|schilder die werkt vanaf levend model
48C511231|schilder die werkt vanaf gekleed model
48C511232|schilder die werkt vanuit naaktmodel
48C5113|model, sitter ~ schilderij
48C5114|schilder bereidt kleuren voor
48C5115|schilder traint leerlingen
48C51151|schilder aan het werk met assistenten of leerlingen
48C5119|schilder die zijn eigen werk vernietigt
48C512|schilder in niet-werksituatie
48C513|portret, zelfportret van schilder
48C514|afbeelding, schilderij
48C5141|'gemalte Galerie'
48C5142|afbeelding binnen afbeelding
48C5143|karikatuur van schilderij
48C515|gereedschappen, werktuigen van schilder
48C5151|schildersezel
48C5152|palet
48C5153|penselen ~ gereedschappen van schilder
48C5154|pop, oefenpop
48C5155|model-boeken ~ gereedschappen van schilder
48C5156|kader van schilderij, enz.
48C51561|'passe-partout'
48C51562|(geveinsd) schilderijgordijn
48C5157|maulstick
48C52|tekening
48C520|symbolische voorstellingen, allegorieën en emblemen ~ tekening
48C521|tekenaar aan het werk
48C5211|tekenaar die klassieke overblijfselen bestudeert
48C5212|tekenles
48C522|tekenaar in niet-werksituatie
48C523|portret, zelfportret van tekenaar
48C524|tekening, schets
48C525|gereedschappen, instrumenten van een tekenaar
48C5251|'camera obscura' (~ gereedschappen, werktuigen van tekenaar)
48C5252|'camera lucida' (~ gereedschappen, hulpmiddelen van de tekenaar)
48C5253|holle spiegel (~ gereedschappen, hulpmiddelen van tekenaar)
48C5254|silhouetapparaat, 'physionotrace'
48C5255|instrumenten voor perspectieftekenen
48C53|de grafische kunsten
48C530|symbolische voorstellingen, allegorieën en emblemen ~ de grafische kunsten
48C531|grafisch kunstenaar
48C5311|houtvester, houtgraveur
48C5312|graveur, etser
48C5313|lithograaf
48C532|portret, zelfportret van grafisch kunstenaar
48C533|afdrukken, bijvoorbeeld: gravure, ets, lithografie
48C534|gereedschappen, hulpmiddelen van grafisch kunstenaar
48C534(...)|gereedschappen, implementen van grafisch kunstenaar (met NAAM)
48C6|fotografie, cinematografie
48C61|fotografie
48C610|symbolische voorstellingen, allegorieën en emblemen ~ fotografie
48C611|fotograaf aan het werk
48C6111|studio ~ fotograaf
48C61111|studio benodigdheden ~ fotograaf
48C6112|het maken van foto's
48C61121|het maken van foto's van model, zittend persoon
48C6113|donkere kamer
48C6114|verwerken film
48C61141|ontwikkelen ~ film
48C61142|afdrukken ~ film
48C612|fotograaf in niet-werksituatie
48C613|portret, zelfportret van fotograaf
48C614|foto
48C6141|negatieve ~ fotografie
48C6142|transparantie, dia
48C6143|plaat, film ~ fotografie
48C6144|digitale foto
48C615|fotografisch apparaat
48C6151|camera ~ fotografie
48C62|cinematografie
48C620|Symbolische voorstellingen, allegorieën en emblemen ~ cinematografie
48C621|cameraman aan het werk
48C6211|studio ~ cameraman
48C6212|filmen, cameraman aan het werk
48C62121|het maken van een speelfilm
48C62122|het maken van een geanimeerde tekenfilm
48C6213|montage, knippen ~ film
48C622|cameraman in niet-werksituatie
48C623|portret, zelfportret van cinematograaf
48C624|film, celluloid
48C6241|spoel film
48C625|cinematografische apparaat
48C6251|filmcamera, filmcamera, videocamera
48C6252|filmprojector
48C6253|magische lantaarn
48C63|Eerste begin van fotografie en cinematografie
48C7|muziek
48C70|'Musica', symbolische voorstellingen, allegorieën en emblemen ~ muziek; 'Musica'(Ripa)
48C701|Oorsprong van muziek
48C702|magische kracht van muziek
48C71|componist
48C711|componist aan het werk
48C7110|inspiratie van de componist
48C71101|De componist en zijn muze
48C712|componist in niet-werksituatie
48C713|Portret van componist
48C72|muzikant
48C721|Muzikant aan het werk
48C7210|inspiratie van de muzikant
48C72101|De muzikant en zijn muze
48C7211|Muzikant traint leerlingen, muziekles
48C722|muzikant in niet-werksituatie
48C723|portret van een muzikant
48C723(...)|Portret van een muzikant (met NAAM van beroep)
48C73|muziekinstrumenten; groep van muziekinstrumenten
48C731|snaarinstrumenten (gestreken)
48C7311|viool, viool
48C7312|altviool, cello; contrabas
48C7313|viol, rebec (vioolachtige instrumenten)
48C7314|draailier
48C7315|andere snaarinstrumenten bespeeld met strijkstok
48C7315(...)|andere snaarinstrumenten bespeeld met strijkstok (met NAAM)
48C732|snaarinstrumenten (getokkeld)
48C7321|lier, citer, psalterij
48C7322|harp
48C7323|luit, en speciale vormen van luit, bijv.: theorbe
48C7324|citer, mandoline, gitaar, balalaika
48C7325|dulcimer, citer
48C7326|andere snaarinstrumenten (getokkeld)
48C7326(...)|andere snaarinstrumenten (getokkeld) (met NAAM)
48C733|toetsinstrumenten
48C7331|spinet, virginaal
48C7332|clavichord, klavecimbel
48C7333|pianoforte
48C73331|vleugelpiano
48C7334|orgaan
48C73341|kerkorgel
48C7335|accordeon
48C7336|andere toetsinstrumenten
48C7336(...)|andere toetsinstrumenten (met NAAM)
48C734|slaginstrumenten
48C7341|trommel (muziekinstrument)
48C73411|tamboerijn
48C7342|klappers, castagnetten
48C7343|klokkenspel, klokken
48C73431|bel ~ muziekinstrumenten
48C7344|andere percussie-instrumenten
48C7344(...)|andere percussie-instrumenten (met NAAM)
48C735|blaasinstrumenten
48C7351|fluit, aulos, tibia
48C73511|fluit (muziekinstrument)
48C73512|klarinet, fagot, hobo, schalmei
48C73513|dwarsfluit
48C7352|hoorn, trompet, cornet, trombone, tuba
48C73521|saxofoon
48C7353|panfluit
48C7354|doedelzak, musette
48C7355|mondharmonica
48C7356|andere blaasinstrumenten
48C7356(...)|andere blaasinstrumenten (met NAAM)
48C7356(CONCH)|Andere blaasinstrumenten: conch
48C736|Instrumenten ~ populaire muziek
48C737|geïmproviseerde muziekinstrumenten (keukengerei, enz.)
48C737(...)|geïmproviseerde muziekinstrumenten (met NAAM)
48C737(RUMBLING-POT)|Geïmproviseerde muziekinstrumenten: rommelende pot
48C738|Accessoires ~ muziek: metronoom, muziekstandaard, stemvork, enz.
48C74|notatie van muziek
48C741|gedrukte editie van muziekscore
48C742|manuscript van muzikale partituur
48C7421|handtekening ~ notatie van muziek
48C743|Muziektheorie
48C75|muziek maken; muzikant met instrument
48C751|één persoon met muziekinstrument, niet spelend
48C7511|het stemmen van een instrument
48C75111|het stemmen van de luit
48C7512|Persoon met muziekinstrument, mijmerend, overpeinzend
48C752|één persoon die een instrument bespeelt
48C7521|één persoon die een snaarinstrument (gestreken) bespeelt
48C7522|één persoon die een snaarinstrument (getokkeld) bespeelt
48C7523|één persoon die een toetsinstrument bespeelt
48C7524|één persoon die een percussie-instrument bespeelt
48C7525|een persoon die een blaasinstrument bespeelt
48C753|Meer dan één muzikant met instrument.
48C7531|grote groep muzikanten, orkest
48C7532|kleine groep muzikanten, kamerorkest, jazzband
48C754|instrumentale en vocale muziek samen
48C7541|zanger die zichzelf begeleidt
48C75411|minstreel, 'jongleur'
48C75412|bard, lyrische dichter
48C7542|muzikant(en) die zanger(es)(s) begeleiden
48C755|vocale muziek, zingen
48C7551|zanger zonder begeleiding
48C75511|mannelijke zanger
48C75512|vrouwelijke zangeres
48C7552|koor
48C756|populaire muziek, straatmuziek
48C7561|instrumentale popmuziek
48C75611|draailier speler
48C75612|draaiorgelspeler
48C75613|één persoon die meerdere instrumenten bespeelt, eenmansband
48C75614|koperen band, straatband
48C7562|vocale populaire muziek
48C75621|balladezanger, balladeverkoper
48C76|'automatische' muziek
48C761|muziekdoos
48C762|straatorgel, 'pierement'
48C763|pianola; orchestrion
48C77|dirigent ~ muziek
48C771|baton ~ dirigent
48C78|luisteren naar muziek
48C8|de kunsten van het podium: ballet, theater, muzikaal drama, film
48C80|symbolische voorstellingen, allegorieën en emblemen ~ de kunsten van het podium
48C801|Symbolische voorstellingen, allegorieën en emblemen ~ dans en ballet
48C802|Symbolische voorstellingen, allegorieën en emblemen ~ het theater
48C8021|Symbolische voorstellingen, allegorieën en emblemen ~ dramatische literatuur
48C803|Symbolische voorstellingen, allegorieën en emblemen ~ muzikaal drama
48C804|symbolische voorstellingen, allegorieën, emblemen ~ film
48C81|het podium en zijn apparatuur
48C811|podiumontwerp
48C812|achter het podium
48C813|set, decor ~ podium
48C8131|achtergrond
48C8132|lichten ~ podium
48C8133|gordijn ~ podium
48C814|kleedkamer ~ podium
48C82|mensen geassocieerd met het podium
48C821|regisseur, producent ~ het podium
48C822|choreograaf
48C823|prompter
48C824|toneelknecht
48C83|uitvoerder, artiest (niet-werksituaties)
48C831|Portret van artiest (danser, acteur, enz.)
48C8311|Portret van danser(es)
48C8312|portret van acteur, actrice
48C8313|Portret van operazangeres
48C8314|portret van cabaretartiest
48C8315|portret van filmacteur, filmactrice
48C832|kunstenaar in andere niet-werk situatie
48C8321|danser (niet-werk situaties)
48C8322|acteur, actrice (niet-werkgerelateerde situaties)
48C8323|opera-zanger (niet-werk situaties)
48C8324|cabaretartiest (niet-werksituaties)
48C8325|film acteur, film actrice (niet-werk situaties)
48C84|het ballet, balletvoorstelling
48C841|training ~ ballet
48C842|balletgroep; dansers op het podium
48C8421|mannelijke danser
48C8422|vrouwelijke danseres
48C843|ballet stappen, posities
48C844|balletjurk
48C85|theater, theatervoorstelling
48C851|repetitie, bestuderen van de rol ~ theater
48C852|groep acteurs, gezelschap; acteurs op het podium
48C8521|acteur (op het toneel)
48C85211|vrouwelijke impersonatie door acteur
48C8522|actrice (op het toneel)
48C85221|mannelijke impersonatie door actrice
48C8523|gezelschap (acteurs) onderweg
48C85231|Troupe komt de stad binnen, kondigt de voorstelling aan
48C853|podiumkostuum
48C854|theatrale genres
48C8541|religieus drama
48C85411|moraliteit ~ theatrisch genre
48C8542|rhetorica's drama
48C8543|'commedia dell'arte'
48C85431|types in 'commedia dell'arte'
48C85431(...)|types in 'commedia dell'arte' (with NAME)
48C85431(COLOMBINE)|types in 'commedia dell'arte': Colombine
48C85431(HARLEQUIN)|types in 'commedia dell'arte': Harlekijn
48C85431(PANTALONE)|types in 'commedia dell'arte': Pantalone
48C85431(PIERROT)|types in 'commedia dell'arte': Pierrot
48C85431(PULCINELLA)|types in 'commedia dell'arte': Pulcinella
48C8544|pantomime, zwijgende vertoning, maskerade
48C85441|'tableau vivant'
48C8545|tragedie
48C85450|'Tragedia' (Ripa)
48C8546|komedie
48C85460|'Comedia', 'Comedia vecchia' (Ripa)
48C8547|saterspel, klucht
48C8548|andere theatervormen
48C85481|totaal theater, gemengde media
48C85482|gebeurtenis ~ fase
48C855|poppen- en marionettenshow
48C8551|poppenkast
48C85511|Punch en Judy
48C8552|marionet
48C856|schaduwspel
48C86|muzikaal drama, uitvoering van muzikaal drama
48C861|repetitie, bestuderen van de rol ~ muzikaal drama
48C862|opera
48C8621|operazanger (man)
48C8622|operazangeres (vrouwelijk)
48C863|operette, musical, 'Singspiel'
48C864|cabaret
48C8641|cabaretartiest
48C865|vaudeville, variétéshow
48C8651|strip-tease
48C87|film, filmvoorstelling
48C871|Acteurs op het scherm
48C8711|film acteur (op het scherm)
48C8712|film actrice (op het scherm)
48C872|Film Explicator
48C873|genres ~ film
48C8731|speelfilm
48C8732|natuurdocumentaire
48C8733|documentaire film
48C8734|geanimeerde tekenfilm
48C9|literatuur ~ kunst
48C90|'litterae', symbolische representaties, allegorieën en emblemen ~ literatuur; 'Lettere' (Ripa)
48C901|symbolische voorstellingen, allegorieën en emblemen ~ poëzie; 'Poesia' (Ripa)
48C9011|Symbolische voorstellingen, allegorieën en emblemen ~ epische, narratieve poëzie
48C90111|symbolische voorstellingen, allegorieën en emblemen ~ heroïsche poëzie; 'Poema heroico' (Ripa)
48C9012|symbolische representaties, allegorieën en emblemen ~ lyrische poëzie; 'Poema lirico' (Ripa)
48C90121|symbolische representaties, allegorieën, emblemen ~ liefdespoëzie
48C9013|Symbolische voorstellingen, allegorieën en emblemen ~ elegie
48C9014|symbolische voorstellingen, allegorieën en emblemen ~ satirische poëzie; 'Poema satirico' (Ripa)
48C9015|symbolische voorstellingen, allegorieën en emblemen ~ pastorale poëzie; Poema pastorale (Ripa)
48C902|symbolische voorstellingen, allegorieën en emblemen ~ proza
48C9021|Symbolische voorstellingen, allegorieën en emblemen ~ epische, narratieve proza
48C91|schrijver, dichter, auteur
48C910|inspiratie van de dichter; 'Furore poetico' (Ripa)
48C9101|De dichter en zijn muze
48C911|Auteur, dichter schrijven
48C9111|handtekening ~ auteur, dichter
48C9112|auteur, dichter dicteren
48C912|'poète maudit'
48C913|auteur die voorleest uit eigen werk
48C919|auteur die zijn eigen werk vernietigt
48C92|auteur in niet-werk situatie
48C921|Beroemdheid ~ schrijver, 'poeta laureatus'
48C93|portret van een schrijver
48CC21|beeldhouwer aan het werk - CC - buiten
48CC211|Beeldhouwer maakt een model, bozzetto - CC - in de openlucht
48CC212|(holle) gieten - CC - buiten
48CC213|Beeldhouwer bestudeert klassieke overblijfselen - CC - buiten
48CC511|Schilder aan het werk, in zijn studio - CC - buiten
48CC5110|Inspiratie van de schilder - CC - buiten
48CC51101|De schilder en zijn muze - CC - buiten
48CC51102|Schilder die muziek maakt, schilder met muziekinstrument - CC - buiten
48CC5111|workshop, studio ~ schilder - CC - buiten
48CC51111|studio benodigdheden ~ schilder - CC - buiten
48CC5112|Werk situaties ~ schilder - CC - buiten
48CC51121|Schilder die voorlopige ontwerpen maakt, schetst - CC - buiten
48CC51122|Schilder die klassieke overblijfselen bestudeert - CC - buiten
48CC51123|Schilder werkend vanaf levend model - CC - buiten
48CC511231|schilder die werkt vanaf gekleed model - CC - buiten
48CC511232|Schilder werkend vanuit naaktmodel - CC - buiten
48CC5113|model, sitter ~ schilderij - CC - buiten
48CC5114|Schilder bereidt kleuren voor - CC - buiten
48CC5115|Schilder traint leerlingen - CC - buiten
48CC51151|Schilder aan het werk met assistenten of leerlingen - CC - buiten
48CC5119|schilder die zijn eigen werk vernietigt - CC - buiten
48CC521|tekenaar aan het werk - CC - buiten
48CC5211|tekenaar die klassieke overblijfselen bestudeert - CC - buiten
48CC5212|tekenles - CC - buiten
48CC611|Fotograaf aan het werk - CC - buiten
48CC6111|studio ~ fotograaf - CC - buiten
48CC61111|studio benodigdheden ~ fotograaf - CC - buiten
48CC6112|Het maken van foto's - CC - buiten
48CC61121|Het maken van foto's van model, zitter - CC - buiten
48CC6113|donkere kamer - CC - buiten
48CC6114|verwerken film - CC - buiten
48CC61141|ontwikkelen ~ film - CC - buiten
48CC61142|printen ~ film - CC - buiten
48CC621|cameraman aan het werk - CC - buiten
48CC6211|studio ~ cameraman - CC - buiten
48CC6212|Filmen, cameraman aan het werk - CC - buiten
48CC62121|Het maken van een speelfilm - CC - in de buitenlucht
