2|příroda
31A4155|svorkový měřidlo
31A4155|měřidlo (svorkovnice)
31A416|ohýbání
31A416|pokřivený
31A417|hrbáč
31A418|albín
31A419|zmrzačení
31A4191|paže
31A4191|chybějící
31A42|legendární
31A42|proporce
31A42|vám
31A421|kolos
31A421|obr
31A421|velký
31A422|trpaslík
31A422|malý
31A4221|trpaslík
31A4221|pygmejové
31A4222|skřet
31A4222|hobgoblin
31A4223|cikády
31A423|fikce
31A423|síla
31A423(...)|batman
31A423(...)|superman
31A43|vícečetné porody
31A44|abnormality
31A44|limb
31A44|monstrum
31A44|orgán (část těla)
31A44|tvar
31A441|nepřítomnost
31A4411|A-cefalie
31A4411|Blemyae
31A4411|hlava
31A4412|Ploché nohy
31A4412|Scopodes
31A4412|noha
31A4413|Toto
31A4414|Acheiroi
31A4414|ruka
31A442|množství
31A4421|face
31A4421|tři
31A4421|tříčlenná tvář
31A44211|caput triciput
31A44211|hlava
31A44211|signum triceps
31A4422|poprsí
31A4422|hrudník (prsa)
31A4422|dva
31A4431|Toto
31A4431|mít oči na ramenou
31A4431|rameno
31A444|deformace
31A4441|vlasy
31A44411|divoký člověk
31A44411|divoká žena
31A44412|vousy
31A45|Monstra
31A45|zvíře
31A45|monstrum
31A45|tvar
31A4511|hlava (zvíře)
31A45111|tři
31A4512|hlava
31A4512(...)|Ošklivý
31A452|savec
31A4521|domácí zvíře
31A45211|Cynocephalus
31A4522|opice
31A4523|dravé zvíře
31A45231|Sfinga
31A45231|lev
31A45231|sfinga
31A45232|sup bělohlavý
31A45232|mantikora
31A4524|kopytník
31A4525|zvíře s kufrem
31A4526|hlodavec
31A4527|mořská příšera
31A4528|létající savec
31A453|Královna Pédauque
31A453|Šeba (královna)
31A4531|Siréna
31A454|plaz
31A4541|ještěrka
31A4542|had
31A455|obojživelník
31A456|ryba
31A4561|mořská panna
31A4561|mořský muž
31A457|nižší živočich
31A458|křídlo
31A4581|víla
31A4582|jedenáct
31A46|nemoc
31A461|bolest
31A4611|horečka
31A46110|Horečka
31A462|nakažlivá nemoc
31A4621|mor
31A46210|Mor, morová rána
31A46210|personifikace
31A4622|malomocenství
31A46221|malomocný chřestítko
31A46221|chrastítko
31A46222|leprosárium
31A46223|procesí malomocných
31A46223|průvod
31A4623(...)|vzteklina
31A4623(...)|břišní tyfus
31A46230|Nákaza
31A46230|personifikace
31A4624|kožní onemocnění
31A4624|pohlavní nemoc
31A4624(SYPHILIS)|syfilis
31A46241|svědění
31A46242|vařit
31A4625|vodnatelnost
31A4626|AIDS
31A4629|jed
31A4629(ERGOTISM)|ergotismus
31A463|limb
31A4631|Viděli
31A4631|rozbíjení
31A4631|zlomenina
31A4632|infekce
31A4632|rána
31A46321|scar
31A4633|hlava
31A46331|bolest hlavy
31A46332|chladný
31A463321|kýchání
31A463322|kašel
31A46333|zubní lékař
31A46333|bolest
31A46333|bolest zubů
31A4634|rakovina
31A4634|nádor
31A464|emocionální onemocnění
31A464|šílenství
31A4641|posedlost (démonem)
31A4642|mánie
31A4642|posedlost
31A46421|epidemie
31A464211|Tanec svatého Víta
31A464211|Vitus (sv.)
31A464211|tanec
31A469|zdraví
31A4690|Zdraví
31A4690|Zdravotnictví
31A5|which
31A5|hygiena
31A51|toaleta (výroba)
31A511|zrcadlo
31A5111|obdiv
31A5111|krása
31A5111|kontemplace
31A51111|odraz
31A511111|zkreslení
31A5112|krása
31A5112|magie
31A512|zdobení
31A512|šperky
31A513|make-up
31A5141|vůně
31A5141(...)|ambra
31A5141(...)|levandule
31A5141(...)|musk
31A5142|parfém
31A5142(...)|kolínská voda
31A5143|mast
31A5144|prášek
31A5145|nástroj
31A51451|musk ball
31A51451|pomander
31A51452|láhev
31A51452|lahvička parfému
31A51453|jaro
31A51453|mast
31A51454|box (kontejner)
31A51454|pudřenka
31A51455|rtěnka
31A515|malování na tělo
31A515|face
31A5151|tetování
31A51511|tetování
31A52|noha
31A52|ruka
31A521|manikúra
31A522|pedikúra
31A523|Spinario
31A523|vytahování
31A523|trn
31A53|vlasy
31A53|Kadeřnictví
31A5311|kartáč
31A5311|hřeben
31A5311|kartáč na vlasy
31A5311|nástroj
31A532|stříhání vlasů
31A5321|kadeřník
31A533|účes
31A533|styl
31A5331|paruka
31A5332|brzy
31A5332|holení
31A5333|holení
31A5333|tonsura
31A5339|brzy
31A534|vousy
31A5341|knír
31A5342|vousy
31A53421|kotlety
31A5349|přestrojení
31A5349|falešné vousy
31A5349|falešný knír
31A5349|knír
31A535|holič
31A535|obchod
31A5351|břitva
31A5352|Možná
31A5353|holení
31A539|rozcuchané vlasy
31A54|koupání
31A54|praní
31A541|mytí (rukou)
31A542|face
31A542|hlava
31A5421|čištění zubů
31A5421|zub
31A54211|zubní kartáček
31A54212|párátko
31A543|mytí (nohou)
31A544|mytí (nohou)
31A545|koupel
31A5451|lázeňský dům
31A5451|veřejné lázně
31A5451|plavecký bazén
31A5452|sedací koupel
31A5453|sprchový kout
31A5454|plivat
31A5455|Kolik?
31A5455|pára
31A5459|po koupeli
31A5459|sušení
31A546|toaletní potřeby
31A5461|mýdlo
31A54611|bublina
31A5462|kartáč
31A5462|houba
31A5463|látka
31A5464|župan
31A5464|župan
31A5464|šaty
31A5464|župan
31A549|sušení
31A551|obvaz
31A5511|vazba
31A5511|korzet
31A5511|šněrování
31A552|svlékání
31A553|sandál
31A553|bota
31A5531|obvaz
31A5531|punčochy
31A5531|svlékání
31A554|obvaz
31A5541|svlékání
31A559|obvaz
31A559|svlékání
31A5591|nedbalý
31A56|služka
31A56|služebník
31A56|toaleta (výroba)
31A57|hmyz
31A57|odstranění
31A571|dítě
31A571|odblešení
31A571|veš
31A571|matka
31A571|matka a dítě
31A571|mateřská péče
31A572|blecha
31A572|kontrola
31A58|kulturistika
31A59|nečistota
31A6|tyto
31A61|moč
31A611|nočník
31A611|pot
31A62|vyprázdnění
31A621|prdění
31A621|rychlost
31A621|prdění
31A621|nadýmání
31A621|dech
31A621|vítr
31A622|trávení
31A6220|Trávení
31A623|výkaly
31A63|zvracení
31A631|škytání
31A64|foukání
31A64|smrkání
31A65|plivání
31A651|slina
31A66|pot
31A66|pocení
31A7|sex
31A71|bez
31A710|mužství
31A710|symbol
31A711|mužnost
31A712|krása
31A712|kulturistika
31A712|soutěž
31A7121|Pan Vesmír
31A7121|vesmír
31A719|milksop
31A719|rozmazlovat
31A7191|emancipace
31A7191|úkol
31A72|žena
31A720|ženskost
31A720|symbol
31A721|ženskost
31A7211|panenství
31A72110|Panenství
31A722|krása
31A722|soutěž
31A7221|Miss World
31A7221|svět
31A729|muž-žena
31A729|virago
31A73|hermafrodit
31A731|alchymie
31A731|roztrhl
31A74|transgender
31A74|transsexuál
31A8|stroj
31A9|folklór
31A9|léčení
31AA1|standard
31AA1|proporce
31AA11|stojící
31AA12|odděleně
31AA12|zvednutá ruka
31AA12|natáhnutá paže
31AA12|kruh
31AA12|noha
31AA12|do strany
31AA12|čtverec (tvar)
31AA14|akademický akt
31AA14|ideální proporce
31AA140|Ženská krása
31AA140|alegorie
31AA141|pokrývající
31AA141|genitálie
31AA19|Talíř
31AA19|bezpeří dvounohé zvíře
31AA19|Platónův člověk
31AA19|oškubaná drůbež
31AA2|anatomie
31AA21|Viděli
31AA21|kostra
31AA22|limb
31AA22111(NOSE)|přepravovat
31AA22141|jazyk
31AA22210|symbolika srdce
31AA22210|symbol
31AA222101|láska
31AA22231|bradavka
31AA22232|mléko
31AA22311|pupek
31AA22312|cool
31AA22321|játra
31AA22322|močový měchýř
31AA22322|žlučník
31AA22323|slezina
31AA22331|zlato
31AA22361|bez
31AA223611|varlata
31AA223612|falus
31AA2236121|phallos
31AA223613|semeno
31AA223613|sperma
31AA22362|žena
31AA223621|děloha
31AA223621|děloha
31AA223622|vaječník
31AA223623|menstruace
31AA22371|anus
31AA22461|palec
31AA22462|ukazováček
31AA22463|prostředníček
31AA22464|prsteníček
31AA22465|malíček
31AA22551|celý
31AA22552|stopu
31AA22552|pole
31AA22552|stopa
31AA22611|krev
31AA22612|tepna
31AA22613|víno
31AA22621|vlasy
31AA22622|ochlupení
31AA22623|ochlupení
31AA23|držení těla
31AA231|noha
31AA231|stojící
31AA2311|Opěrná noha a volná noha
31AA2311|protichůdný
31AA2312|hadovitá postava
31AA2313|jeden
31AA2319|stojící na hlavě
31AA232|naklánění
31AA2321|útočníci
31AA2322|zpět
31AA2323|do strany
31AA233|klečení
31AA234|krčení se
31AA234|squatting
31AA235|sezení
31AA2351|země
31AA2352|sedadlo
31AA2353|paže
31AA2353|loket
31AA2353|koleno
31AA2354|řeka
31AA236|ležící
31AA2361|zpět
31AA2362|face
31AA2363|strana
31AA2363|protahování
31AA2364|paže
31AA2364|loket
31AA2364|naklánění
31AA2364|strana
31AA2365|zpět
31AA2365|ruka
31AA2365|hlava
31AA2366|face
31AA2366|ruka
31AA2366|hlava
31AA237|visící
31AA23711|jeden
31AA23721|jeden
31AA23731|vlasy
31AA23732|zub
31AA24|hlava
31AA24|držení těla
31AA25|paže
31AA25|gesto
31AA25|ruka
31AA25|držení těla
31AA2511|zvednutá ruka
31AA2511|nahoru
31AA2512|natáhnutá paže
31AA2512|útočníci
31AA2513|natáhnutá paže
31AA2513|do strany
31AA2514|zpět
31AA2515|dolů
31AA25161|hrudník (prsa)
31AA25162|srdce
31AA25163|hrudník (prsa)
31AA25163|nápadný
31AA25164|hrudník (prsa)
31AA25164|odhalení
31AA2517|ohýbání
31AA25171|zpět
31AA25172|hlava
31AA2518|cool
31AA25191|kapsa
31AA25192|rukáv
31AA25193|hrudník (prsa)
31AA25193|župan
31AA25193|žaludek
31AA25311|Hlava opřená o ruku
31AA25312|loket
31AA25312|koleno
31AA25312|naklánění
31AA25313|pokrývající
31AA25313|závěsy
31AA25313|bdění
31AA25331|prst
31AA25331|ukazováček
31AA25331|ukazování
31AA25332|paroháč
31AA25332|prst
31AA25332|ukazováček
31AA25332|malíček
31AA25341|hledání
31AA25342|prst
31AA25342|šmírování
31AA25343|tření
31AA25344|slza
31AA25344|otírání
31AA25351|držení
31AA25361|prst
31AA25361|pískání
31AA25371|baňkování
31AA25372|škrábání
31AA25411|ruku v ruce
31AA25411|chůze
31AA25441|vlasy
31AA25442|krk
31AA25443|hrdlo
31AA25461|noha
31AA25521|nahoru
31AA25522|dolů
31AA25531|nahoru
31AA25532|dolů
31AA25541|ukazováček
31AA25541|hlazení
31AA25542|ukazováček
31AA25542|prostředníček
31AA25543|lámání
31AA25551|nahoru
31AA25552|útočníci
31AA25552|ukazování
31AA25553|lákavý
31AA25561|zavřené prsty
31AA25561|nahoru
31AA25562|V-znamení
31AA25562|značka
31AA25562|šíření
31AA25562|nahoru
31AA26|noha
31AA26111|naklánění
31AA26111|stojící
31AA26112|naklánění
31AA26112|stojící
31AA26112|chodit po špičkách
31AA26112|pak
31AA26113|ležící
31AA26113|sezení
31AA26114|odděleně
31AA26114|naklánění
31AA26114|ležící
31AA26114|sezení
31AA26114|stojící
31AA26115|ležící
31AA26115|zvednuté nohy
31AA26115|protahování
31AA26121|stojící
31AA26122|sezení
31AA26123|squatting
31AA26124|klečení
31AA26126|stojící
31AA26126|rozkročený
31AA26127|sezení
31AA26127|rozkročený
31AA26128|ležící
31AA26128|zvednuté nohy
31AA26128|sezení
31AA26129|zkřížené nohy
31AA26129|sezení
31AA26129|krejčí
31AA261291|Buddhova pozice
31AA261291|lotus
31AA26231|rovná noha
31AA26232|ohýbání
31AA26241|rovná noha
31AA26242|ohýbání
31AA27|pohyb
31AA271|útočníci
31AA2711|chůze
31AA2712|plazení
31AA27121|koleno
31AA27121|chůze
31AA2713|kotoučování
31AA2713|ohromující
31AA2713|potácení se
31AA2714|skákání
31AA2715|válcování
31AA2716|přemet
31AA2717|ruka
31AA2717|stojící na hlavě
31AA2717|chůze
31AA2719|zpět
31AA272|dolů
31AA272|nahoru
31AA2721|skákání
31AA2722|tažení
31AA2723|lezení
31AA2723|schodiště
31AA2724|skákání
31AA2725|sestupující
31AA2725|schodiště
31AA2726|razítkování
31AA2726|šlapání
31AA2731|padající
31AA2732|kluzkost
31AA27321|padající
31AA27321|klopýtání
31AA2733|přeprava
31AA27331|podporující
31AA2734|tažení
31AA2735|hodit (být hozen)
31AA2741|házení
31AA2742|dosahování
31AA2743|úder
31AA2744|kopání
31AA2745|uchopení
31AA2746|rozbíjení
31AA2747|zvedání
31AA2747|tažení
31AA2748|tlačení
31AA2751|schoulit se
31AA2752|protahování
31AA2753|otáčení
31AA2753|proplétání
31AA2753|kroucení
31AA2754|paže
31AA2755|noha
31AA2756|prohnutí zad
31AA2756|ohýbání
31AA2757|kolečko
31AA2757|přemet
31AA276|vzduch (v)
31AA2761|stoupající
31AA2762|létání
31AA27631|mrak
31AA27631|sezení
31AA27631|stojící
31AA2764|padající
31AA2765|smrtelný skok
31AA2765|přemet
31AA277|vody
31AA2771|brodění
31AA2772|koupání
31AA2773|plavání
31AA2774|plovoucí
31AA2775|potápění
31AA2776|utopení
31AA2776|klesání
31AA2777|pozastavení
31AA2778|vznikající
31AA2779|chůze po vodě
31AA28|stín
31AA281|ďábel
31AA281|prodej
31AA2811|nepřítomnost
31AA282|následující
31AA3|pět
31AA3|smysly
31AA30|Sensi
31AA30|Sensi, jak je možné ...
31AA30|Smysl
31AA30|Pocity těla
31AA31|hledání
31AA31|zrak
31AA3111|dálekohled
31AA3111|monokl
31AA3112|sluneční brýle
31AA3191|páska přes oči
31AA32|slyšení
31AA32|poslouchání
31AA320|Sluch
31AA321|sluchadlo
31AA329|zaslechnutí
31AA33|pach
31AA330|Čich
31AA34|chuť
31AA340|Chci
31AA341|kontrast
31AA341|dobré a špatné
31AA342|sladký
31AA343|sůl
31AA344|kyselý
31AA345|hořký
31AA35|pocit
31AA41|deformace
31AA41|postižený
31AA41|nemoc
31AA4111|slepota
31AA4112|šilhající
31AA4112|šilhání
31AA4113|šedý zákal
31AA4114|myopie
31AA4114|krátkozrakost
31AA4115|dalekozrakost
31AA4121|hluchoněmý
31AA4151|koňská noha
31AA4152|umělá končetina
31AA4152|noha
31AA4152|dřevo
31AA4153|berle
31AA4154|koupací židle
31AA4154|invalidní vozík
31AA4155|svorkový měřidlo
31AA4155|měřidlo (svorkovnice)
31AA42|legendární
31AA42|proporce
31AA42|vám
31AA43|vícečetné porody
31AA44|abnormality
31AA44|limb
31AA44|monstrum
31AA44|orgán (část těla)
31AA44|tvar
31AA4411|A-cefalie
31AA4411|Blemyae
31AA4411|hlava
31AA4412|Ploché nohy
31AA4412|Scopodes
31AA4412|noha
31AA4413|Toto
31AA4414|Acheiroi
31AA4414|ruka
31AA4421|face
31AA4421|tři
31AA4421|tříčlenná tvář
31AA44211|caput triciput
31AA44211|hlava
31AA44211|signum triceps
31AA4422|poprsí
31AA4422|hrudník (prsa)
31AA4422|dva
31AA4431|Toto
31AA4431|mít oči na ramenou
31AA4431|rameno
31AA4441|vlasy
31AA45|Monstra
31AA45|zvíře
31AA45|monstrum
31AA45|tvar
31AA45111|tři
31AA45231|Sfinga
31AA45231|lev
31AA45231|sfinga
31AA45232|sup bělohlavý
31AA45232|mantikora
31AA46|nemoc
31AA4621|mor
31AA4622|malomocenství
31AA4624|kožní onemocnění
31AA4624|pohlavní nemoc
31AA46241|svědění
31AA46242|vařit
31AA4625|vodnatelnost
31AA4626|epidemie
31AA4629|jed
31AA4629(ERGOTISM)|ergotismus
31AA46321|scar
31AA4690|Zdraví
31AA4690|Zdravotnictví
31AA5|which
31AA5|hygiena
31AA51|toaleta (výroba)
31AA511111|zkreslení
31AA5141|vůně
31AA5141(...)|ambra
31AA5141(...)|levandule
31AA5141(...)|musk
31AA5142|parfém
31AA5142(...)|kolínská voda
31AA5143|mast
31AA5144|prášek
31AA5145|nástroj
31AA51451|musk ball
31AA51451|pomander
31AA51452|láhev
31AA51452|lahvička parfému
31AA51453|jaro
31AA51453|mast
31AA51454|box (kontejner)
31AA51454|pudřenka
31AA51455|rtěnka
31AA5151|tetování
31AA52|noha
31AA52|ruka
31AA53|vlasy
31AA53|Kadeřnictví
31AA5311|kartáč
31AA5311|hřeben
31AA5311|kartáč na vlasy
31AA5311|nástroj
31AA5321|kadeřník
31AA5331|paruka
31AA5332|brzy
31AA5332|holení
31AA5333|holení
31AA5333|tonsura
31AA5339|brzy
31AA5341|knír
31AA5342|vousy
31AA5349|přestrojení
31AA5349|falešné vousy
31AA5349|falešný knír
31AA5349|knír
31AA5351|břitva
31AA5352|Možná
31AA5353|holení
31AA54|koupání
31AA54|praní
31AA5451|lázeňský dům
31AA5451|veřejné lázně
31AA5451|plavecký bazén
31AA5452|sedací koupel
31AA5453|sprchový kout
31AA5454|plivat
31AA5459|po koupeli
31AA5459|sušení
31AA54611|bublina
31AA5511|vazba
31AA5511|korzet
31AA5511|šněrování
31AA56|služka
31AA56|služebník
31AA56|toaleta (výroba)
31AA57|hmyz
31AA57|odstranění
31AA58|kulturistika
31AA6|tyto
31AA611|nočník
31AA611|pot
31AA621|prdění
31AA621|rychlost
31AA621|prdění
31AA621|nadýmání
31AA621|dech
31AA621|vítr
31AA622|trávení
31AA651|slina
31AA8|stroj
31AA9|folklór
31AA9|léčení
31B|all
31B|duch
31B0|alegorie
31B0|emblém
31B0|symbol
31B1|spící
31B10|Stuha
31B10|Spánek
31B11|svět
31B12|židle
31B13|podlaha
31B13|země
31B14|zívání
31B15|protahování
31B161|svět
31B161|odcházející do důchodu
31B162|siesta
31B17|tělo
31B171|svět
31B171|stoupající
31B18|bezvědomí
31B181|omdlévání
31B19|odpočinek
31B2|vize
31B21|extáze
31B3|sen
31B31|noční můra
31B32|náměsíčnost
31B33|proroctví
31B34|vysvětlující
31B4|hypnóza
31B4|návrh
31B51|opilost
31B52|alkohol
31B52|opilost
31B520|Stuha
31B520|Opilost
31B521|opilec
31B522|zemědělec
31B522|pěstní souboj
31B522|v
31B522|hádání
31B53|závislost
31B531|alkohol
31B531|alkoholismus
31B59|Abstinence
31B59|Stuha
31B59|Střízlivost
31B59|abstinence
31B59|střízlivost
31B591|abstinence
31B591|střídmost
31B6|výraz
31B62|face
31B621|Toto
31B621|hledání
31B6211|nahoru
31B6212|dolů
31B6213|do strany
31B6214|pláč
31B6214|pláč
31B62141|slza
31B6215|obočí
31B6215|čelo
31B6215|zamračený
31B6215|vráska
31B6216|obočí
31B6216|čelo
31B6216|pozvednuté obočí
31B6216|vráska
31B6217|zavřené oko
31B62171|mrknutí
31B622|přepravovat
31B622|nosní dírka
31B6221|nahoru
31B6222|uzavřený nos
31B6222|držení
31B6223|otevřená nosní dírka
31B623|ústa
31B6231|rt
31B6231|lisování
31B62311|líbání
31B62312|syčení
31B62312|pískání
31B62313|usmívající se
31B6232|otevřená ústa
31B62321|smích
31B623210|Stuha
31B623210|Rýže
31B62322|šklebící se
31B62323|jazyk
31B6233|otevřená ústa
31B62331|zub
31B6234|žvýkání
31B62341|kousání
31B6235|mluvení
31B62350|hlas
31B62351|křik
31B62352|šeptání
31B62359|ticho
31B623591|Stuha
31B623591|V tichosti
31B623591|Ticho
31B623591|prst na rtech
31B623591|rt
31B623592|vazba
31B623592|Je mi líto, ale s tím vám nemohu pomoci.
31B623592|hlavně
31B624|tvář
31B6241|foukání
31B6242|propadlé tváře
31B625|čelo
31B6251|vráska
31B626|skalp
31B6261|vlasy
31B6261|vztyčené vlasy
31B6262|vlasy
31B6262|vytahování
31B6263|hlava
31B6263|škrábání
31B7|moudrost
31B71|génius
31B710|Geniální
31B710|Stuha
31B8|hlupák
31B8|hlupák
31B8|zjednodušující
31B81|folklór
31B81|léčení
31B811|holení
31B812|Eeclo (pekař)
31B812|pekař
31B812|pečení
31B812|zelí
31B812|hlava
31B813|očista
31B814|tekutina
31B814|trychtýř
31B814|lévání
31B9|kontrast
31B9|hlupák
31B9|moudrost
31BB10|Stuha
31BB10|Spánek
31BB11|svět
31BB12|židle
31BB13|podlaha
31BB13|země
31BB14|zívání
31BB15|protahování
31BB161|svět
31BB161|odcházející do důchodu
31BB162|siesta
31BB17|tělo
31BB171|svět
31BB171|stoupající
31BB18|bezvědomí
31BB181|omdlévání
31BB19|odpočinek
31C|tělo
31C|kontrast
31C|duše
31C|duch
31D|věk
31D|život
31D11|dětství
31D111|dítě
31D1111|chlapec
31D1112|dívka
31D112|dítě
31D1120|dětství
31D1121|batolátko
31D11211|chlapec
31D11212|dívka
31D11221|chlapec
31D112210|chlapectví
31D11222|dívka
31D112220|dívčí věk
31D1129|alchymie
31D1129|filozofické dítě
31D12|mládež (dospívající)
31D120|Dospívání
31D120|Mládež
31D120|Mládež
31D120|Stuha
31D120|mládí
31D13|dívka
31D13|mladý
31D130|panenství
31D14|dospělý
31D14|muž
31D140|Stuha
31D140|Mužnost
31D140|dospělost
31D140|většina
31D140|mužství
31D15|dospělý
31D15|žena
31D150|dospělost
31D150|ženství
31D16|starý muž
31D160|Stáří
31D160|Stuha
31D160|Stáří
31D160|Stáří
31D160|stáří
31D161|krásný stařec
31D161|starý muž
31D162|ošklivý
31D17|stáří
31D17|stará žena
31D171|krása
31D171|krásná stařenka
31D171|stará žena
31D172|ošklivý
31D2(...)|epochy
31D2(...)|čtyři
31D2(...)|sedm
31D2(...)|fáze
31D2(...)|tři
31D2(...)|dvanáct
31D21|schodiště
31D3|desetiletí
31D4|narozeniny
31D5|kontrast
31D5|stáří
31D5|mladý
31D5|mládí
31D51|dítě
31D52|dítě
31D6|omlazení
31D61|Fontána mládí
31D61|fontána
31D61|mládí
31D62|vaření
31D62|čtyři
31D7|stáří
31D71|vousy
31D71|dítě
31D71|placený poručník
31D8|název
31D81|svátek
31D83|pseudonym
31D84|přezdívka
31D90|Věk obecně
31D90|Stuha
31D91|dlouhá životnost
31D91|dlouhověkost
31D910|Stuha
31D910|Dlouhá životnost
31D92|krátký život
31D920|Stuha
31D920|Rychlost lidského života
31D920|Krátký život
31D920|rychlost
31E|smrt
31E1|umírající člověk
31E11|usazování
31E111|Závěť
31E112|montáž
31E112|související
31E113|poslední hodiny
31E113|Volání podle jména
31E113|mluvení
31E12|smrtelné lože
31E121|kontrast
31E121|víra
31E122|štěstí
31E122|mír
31E1221|eutanázie
31E123|utrpení
31E123|muž
31E123|bojující
31E13|Umění umírání
31E14|věk
31E141|dítě
31E141|mrtvě narozené dítě
31E142|dítě
31E143|mládež (dospívající)
31E144|dospělý
31E15|vzestup
31E15|nebe
31E2|příčina
31E21|přirozená smrt
31E211|stáří
31E212|nemoc
31E213|náhlá smrt
31E22|nehoda
31E221|vody
31E2211|utopení
31E2212|mrtvola
31E222|teploty
31E2221|teplo
31E22211|čtyři
31E2222|chladný
31E2231|hlad
31E2232|žízeň
31E2233|dusivý
31E2234|jed
31E224|padající
31E225|padající
31E228|příroda
31E23|provedení
31E23|zabíjení
31E23|špatné zacházení
31E231|prvky
31E2311|voda
31E2311|vody
31E23111|páska přes oči
31E23111|utopení
31E23111|police
31E231111|keelhauling
31E231111|chodit po prkně
31E23112|pokles
31E2312|čtyři
31E23121|první
31E23121|podíl
31E231211|grilovací rošt
31E23122|mučení
31E231221|vaření
31E23123|elektřina
31E23123|elektrický proud
31E231231|židle
31E231231|elektrické křeslo
31E2313|země
31E23131|pohřbení zaživa
31E23132|cihla
31E23132|Zedník
31E23132|stěna
31E2314|voda
31E23141|dusení
31E23142|udusení
31E23142|plyn
31E23142|dusivý
31E23143|výpary
31E232|teploty
31E2321|vaření
31E2321|uhlí
31E2321|teplo
31E2321|olovo
31E2321|tání
31E2322|chladný
31E23221|zmrazení
31E2331|hladovění
31E23319|krmení
31E23319|síla
31E23319|nucení
31E23319|přejídání
31E2332|žízeň
31E2333|jed
31E23331|potraviny
31E23332|nápoj
31E233321|otrávený pohár
31E23333|kousání
31E23333|bodnutí
31E233331|had
31E23335|injekce
31E234|bití
31E234|kopání
31E234|tečka
31E2341|házení
31E23411|ukamenování
31E2342|hlava
31E23422|házení
31E23423|nápadný
31E23431|bičování
31E2344|skřípání
31E23451|soud
31E23451|hřebík (hrot)
31E2346|zbraň
31E23461|šipka
31E23461|střelba
31E23462|kopí
31E23462|kopí
31E234631|meč
31E234632|dýka
31E234632|nůž
31E2347|střelné zbraně
31E23471|bomba
31E23471|ruční granát
31E23472|střelba
31E23472|střelba
31E2348|útes
31E2348|padající
31E2348|jám
31E2348|hodit (být hozen)
31E23481|od
31E23481|schody
31E235|mučení
31E2351|protahování
31E2352|ohýbání
31E2353|vazba
31E23531|rozbíjení
31E23531|kolo
31E23532|zvíře
31E23532|kůň
31E23532|vozidlo
31E2354|škrcení
31E23541|drcení
31E23541|lisování
31E2355|viset za krk
31E2356|ukřižování
31E23562|vzhůru nohama
31E23563|Andrewův kříž
31E23563|tvar
31E236|zmrzačení
31E2361|Viděli
31E2361|rozbíjení
31E2362|rozřezání na kousky
31E2362|limb
31E2362|řezání
31E2362|roztrhat na kusy
31E23621|poprava stětím
31E236211|gilotina
31E236212|mrtvola
31E236219|hlava
31E2362191|pokrm
31E2362192|ne
31E23622|jazyk
31E23623|vnitřnosti
31E23625|slepota
31E2363|stahování z kůže
31E2364|tepna
31E2364|řezání
31E2365|jám
31E2365|hodit (být hozen)
31E2365|divoké zvíře
31E237|psychologie
31E238|sebevražda
31E2381|sebeobětování
31E2382|zoufalství
31E3|mrtvola
31E31|pitva
31E31|pitva
31E311|dýchání
31E311|pírko
31E311|poslední hodiny
31E311|zrcadlo
31E311|přepravovat
31E32|zdánlivá smrt
31E321|umělé dýchání
31E321|dýchání
31E321|oživení
31E33|rozpadající se
31E33|hniloba
31E331|ochrana
31E331|příroda
31E331|zachování
31E3311|Falun
31E3311|miner
31E3312|mumifikace
31E34|nález
31E4|vzkříšení z mrtvých
31E5|kontrast
31E5|život
31E51|mrtvola
31E51|mrtvý (ten)
31E51|schůzka
31E51|jízda (na koni)
31E51|kostra
31E51|tři
31E52|Arcadia
31E52|Smrt
31E52|a já v Arkádii
31E52|pastýř
31E52|hrobka
31EE221|vody
31EE222|teploty
31EE224|padající
31EE225|padající
31EE228|příroda
31EE231|prvky
31EE23111|páska přes oči
31EE23111|utopení
31EE23111|police
31EE23111|chodit po prkně
31EE23112|pokles
31EE23121|první
31EE23121|podíl
31EE231211|grilovací rošt
31EE23122|mučení
31EE231221|vaření
31EE23123|elektřina
31EE23123|elektrický proud
31EE232|teploty
31EE23319|krmení
31EE23319|síla
31EE23319|nucení
31EE23319|přejídání
31EE23331|potraviny
31EE23332|nápoj
31EE233321|otrávený pohár
31EE23333|kousání
31EE23333|bodnutí
31EE233331|had
31EE23335|injekce
31EE234|bití
31EE234|kopání
31EE234|tečka
31EE23411|ukamenování
31EE23422|házení
31EE23423|nápadný
31EE23431|bičování
31EE23451|soud
31EE23451|hřebík (hrot)
31EE23471|bomba
31EE23471|ruční granát
31EE23472|střelba
31EE23472|střelba
31EE23481|od
31EE23481|schody
31EE235|mučení
31EE23531|rozbíjení
31EE23531|kolo
31EE23532|zvíře
31EE23532|kůň
31EE23532|vozidlo
31EE23541|drcení
31EE23541|lisování
31EE23562|vzhůru nohama
31EE23563|Andrewův kříž
31EE23563|tvar
31EE236|zmrzačení
31EE237|psychologie
31EE238|sebevražda
31F|Smrt
31F1|symbol
31F11|lebka
31F111|nebezpečí
31F111|signál
31F12|kosti
31F2|Smrt
31F2|Stuha
31F21|dítě
31F22|mládež (dospívající)
31F23|muž
31F24|starý muž
31F25|mrtvola
31F25|hniloba
31F26|kostra
31F27|ďábel
31F3|překvapení
31F3|tanec smrti
31F3|tanec
31F31|skupina
31F32|pár
31F32|pár
31F33|boj
31F33|život
31F331|vítěz
31F34|porážka
31G|duše
31G1|život
31G2|umírající člověk
31G3|smrt
31G31|smrtelné lože
31G31|lidská postava
